t,stamp,mug_elara,tablet_elara,laptop_elara,phone_elara,keys_elara,wallet_elara,book_elara,water_bottle_elara,remote_elara,charger_elara,backpack_elara,jacket_elara,headphones_elara,glasses_elara,notebook_elara,pen_elara,medication_bottle_elara,blanket_elara,towel_elara,lunchbox_elara
24300,d16 Wed 21:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
24360,d16 Wed 22:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
24420,d16 Wed 23:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
24480,d17 Thu 00:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
24540,d17 Thu 01:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
24600,d17 Thu 02:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
24660,d17 Thu 03:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
24720,d17 Thu 04:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
24780,d17 Thu 05:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
24840,d17 Thu 06:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,bathroom,kitchen
24900,d17 Thu 07:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,bathroom,kitchen
24960,d17 Thu 08:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
25020,d17 Thu 09:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
25080,d17 Thu 10:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
25140,d17 Thu 11:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
25200,d17 Thu 12:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
25260,d17 Thu 13:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
25320,d17 Thu 14:00,bedroom,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
25380,d17 Thu 15:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
25440,d17 Thu 16:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
25500,d17 Thu 17:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
25560,d17 Thu 18:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
25620,d17 Thu 19:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
25680,d17 Thu 20:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
25740,d17 Thu 21:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
25800,d17 Thu 22:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
25860,d17 Thu 23:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
25920,d18 Fri 00:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
25980,d18 Fri 01:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
26040,d18 Fri 02:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,bedroom,kitchen
26100,d18 Fri 03:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,bedroom,kitchen
26160,d18 Fri 04:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,bedroom,kitchen
26220,d18 Fri 05:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,bedroom,kitchen
26280,d18 Fri 06:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,bedroom,kitchen
26340,d18 Fri 07:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,entry,bedroom,bedroom,kitchen,entry,bedroom,bedroom,bedroom,entry
26400,d18 Fri 08:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,kitchen,entry,bedroom,bedroom,bathroom,kitchen
26460,d18 Fri 09:00,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
26520,d18 Fri 10:00,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
26580,d18 Fri 11:00,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
26640,d18 Fri 12:00,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
26700,d18 Fri 13:00,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
26760,d18 Fri 14:00,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
26820,d18 Fri 15:00,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
26880,d18 Fri 16:00,kitchen,bedroom,bedroom,bedroom,entry,bedroom,bedroom,kitchen,kitchen,bedroom,entry,bedroom,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
26940,d18 Fri 17:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27000,d18 Fri 18:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27060,d18 Fri 19:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27120,d18 Fri 20:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27180,d18 Fri 21:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27240,d18 Fri 22:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27300,d18 Fri 23:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27360,d19 Sat 00:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27420,d19 Sat 01:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27480,d19 Sat 02:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27540,d19 Sat 03:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27600,d19 Sat 04:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27660,d19 Sat 05:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27720,d19 Sat 06:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27780,d19 Sat 07:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,kitchen,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27840,d19 Sat 08:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,entry
27900,d19 Sat 09:00,kitchen,kitchen,bedroom,bedroom,kitchen,entry,bedroom,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
27960,d19 Sat 10:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,bedroom,kitchen,kitchen,bedroom,entry,bedroom,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
28020,d19 Sat 11:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,bedroom,kitchen,kitchen,bedroom,entry,bedroom,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
28080,d19 Sat 12:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,bedroom,kitchen,kitchen,bedroom,entry,bedroom,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
28140,d19 Sat 13:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,bedroom,kitchen,kitchen,bedroom,entry,bedroom,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
28200,d19 Sat 14:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,bedroom,kitchen,kitchen,bedroom,entry,bedroom,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
28260,d19 Sat 15:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,bedroom,kitchen,kitchen,bedroom,entry,bedroom,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
28320,d19 Sat 16:00,kitchen,bedroom,bedroom,bedroom,kitchen,entry,bedroom,kitchen,kitchen,bedroom,entry,kitchen,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
28380,d19 Sat 17:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,kitchen,bedroom,outside,outside,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
28440,d19 Sat 18:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,bedroom,kitchen,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,entry,bedroom,bedroom,kitchen,kitchen
28500,d19 Sat 19:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,living,kitchen,living,bedroom,entry,entry,bedroom,living,living,living,bedroom,bedroom,kitchen,kitchen
28560,d19 Sat 20:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,living,kitchen,living,bedroom,entry,entry,bedroom,living,living,living,bedroom,bedroom,kitchen,kitchen
28620,d19 Sat 21:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,living,kitchen,living,bedroom,entry,entry,bedroom,living,living,living,bedroom,bedroom,kitchen,kitchen
28680,d19 Sat 22:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,bedroom,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
28740,d19 Sat 23:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,bedroom,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
28800,d20 Sun 00:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,bedroom,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
28860,d20 Sun 01:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,bedroom,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
28920,d20 Sun 02:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,bedroom,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
28980,d20 Sun 03:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,bedroom,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
29040,d20 Sun 04:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,bedroom,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
29100,d20 Sun 05:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,bedroom,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
29160,d20 Sun 06:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
29220,d20 Sun 07:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
29280,d20 Sun 08:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
29340,d20 Sun 09:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
29400,d20 Sun 10:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
29460,d20 Sun 11:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
29520,d20 Sun 12:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
29580,d20 Sun 13:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
29640,d20 Sun 14:00,kitchen,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,entry,bedroom,living,living,living,bedroom,bedroom,kitchen,kitchen
29700,d20 Sun 15:00,kitchen,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,entry,bedroom,living,living,living,bedroom,bedroom,kitchen,kitchen
29760,d20 Sun 16:00,kitchen,kitchen,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,entry,bedroom,living,living,living,bedroom,bedroom,kitchen,kitchen
29820,d20 Sun 17:00,kitchen,living,bedroom,bedroom,entry,entry,living,kitchen,living,bedroom,entry,entry,bedroom,living,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
29880,d20 Sun 18:00,kitchen,living,bedroom,kitchen,entry,entry,living,kitchen,living,bedroom,entry,entry,bedroom,living,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
29940,d20 Sun 19:00,kitchen,living,bedroom,kitchen,entry,entry,living,kitchen,living,bedroom,entry,entry,bedroom,living,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
30000,d20 Sun 20:00,kitchen,bedroom,bedroom,kitchen,entry,entry,living,kitchen,living,bedroom,entry,entry,bedroom,living,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
30060,d20 Sun 21:00,kitchen,bedroom,bedroom,kitchen,entry,entry,living,kitchen,living,bedroom,entry,entry,bedroom,living,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
30120,d20 Sun 22:00,kitchen,bedroom,bedroom,kitchen,entry,entry,living,kitchen,living,bedroom,entry,entry,bedroom,living,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
30180,d20 Sun 23:00,kitchen,bedroom,bedroom,kitchen,entry,entry,living,kitchen,living,bedroom,entry,entry,bedroom,living,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
