t,stamp,mug_elara,tablet_elara,laptop_elara,phone_elara,keys_elara,wallet_elara,book_elara,water_bottle_elara,remote_elara,charger_elara,backpack_elara,jacket_elara,headphones_elara,glasses_elara,notebook_elara,pen_elara,medication_bottle_elara,blanket_elara,towel_elara,lunchbox_elara
14640,d10 Thu 04:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
14700,d10 Thu 05:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
14760,d10 Thu 06:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
14820,d10 Thu 07:00,counter_k1,counter_k1,desk_b1,bedroom_floor_b1,counter_k1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,bedroom_floor_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,counter_k1
14880,d10 Thu 08:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,counter_k1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
14940,d10 Thu 09:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,counter_k1,entry_hook_e1,bed_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15000,d10 Thu 10:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,counter_k1,entry_hook_e1,bed_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15060,d10 Thu 11:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,counter_k1,entry_hook_e1,bed_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15120,d10 Thu 12:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,counter_k1,entry_hook_e1,bed_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15180,d10 Thu 13:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,counter_k1,entry_hook_e1,bed_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15240,d10 Thu 14:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,counter_k1,entry_hook_e1,bed_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15300,d10 Thu 15:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,counter_k1,entry_hook_e1,bed_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15360,d10 Thu 16:00,bed_b1,coffee_table_l1,desk_b1,nightstand_b1,counter_k1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15420,d10 Thu 17:00,bed_b1,coffee_table_l1,desk_b1,nightstand_b1,bedroom_floor_b1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,bedroom_floor_b1,bedroom_floor_b1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15480,d10 Thu 18:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15540,d10 Thu 19:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15600,d10 Thu 20:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15660,d10 Thu 21:00,sink_k1,coffee_table_l1,desk_b1,cupboard_k1,person:resident_1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15720,d10 Thu 22:00,sink_k1,coffee_table_l1,desk_b1,cupboard_k1,person:resident_1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15780,d10 Thu 23:00,sink_k1,coffee_table_l1,desk_b1,cupboard_k1,person:resident_1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15840,d11 Fri 00:00,sink_k1,coffee_table_l1,desk_b1,cupboard_k1,person:resident_1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15900,d11 Fri 01:00,sink_k1,coffee_table_l1,desk_b1,cupboard_k1,person:resident_1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
15960,d11 Fri 02:00,sink_k1,coffee_table_l1,desk_b1,cupboard_k1,person:resident_1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
16020,d11 Fri 03:00,sink_k1,coffee_table_l1,desk_b1,cupboard_k1,person:resident_1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
16080,d11 Fri 04:00,sink_k1,coffee_table_l1,desk_b1,cupboard_k1,person:resident_1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
16140,d11 Fri 05:00,sink_k1,coffee_table_l1,desk_b1,cupboard_k1,person:resident_1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
16200,d11 Fri 06:00,sink_k1,coffee_table_l1,desk_b1,cupboard_k1,person:resident_1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
16260,d11 Fri 07:00,sink_k1,counter_k1,desk_b1,cupboard_k1,entry_hook_e1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,counter_k1
16320,d11 Fri 08:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,counter_k1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
16380,d11 Fri 09:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,sink_k1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
16440,d11 Fri 10:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,sink_k1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
16500,d11 Fri 11:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,sink_k1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
16560,d11 Fri 12:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,sink_k1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
16620,d11 Fri 13:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,sink_k1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
16680,d11 Fri 14:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,sink_k1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
16740,d11 Fri 15:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,sink_k1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
16800,d11 Fri 16:00,bed_b1,coffee_table_l1,desk_b1,bed_b1,bed_b1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,bed_b1,entry_hook_e1,entry_hook_e1,sink_k1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
16860,d11 Fri 17:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,desk_b1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
16920,d11 Fri 18:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
16980,d11 Fri 19:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
17040,d11 Fri 20:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
17100,d11 Fri 21:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
17160,d11 Fri 22:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
17220,d11 Fri 23:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
17280,d12 Sat 00:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
17340,d12 Sat 01:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
17400,d12 Sat 02:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
17460,d12 Sat 03:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
17520,d12 Sat 04:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
17580,d12 Sat 05:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
17640,d12 Sat 06:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_table_e1,entry_hook_e1,nightstand_b1,sink_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,sink_k1,bed_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
17700,d12 Sat 07:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,counter_k1,entry_hook_e1,nightstand_b1,sink_k1,bedroom_floor_b1,nightstand_b1,desk_b1,entry_hook_e1,sink_k1,bed_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
17760,d12 Sat 08:00,counter_k1,counter_k1,desk_b1,bed_b1,counter_k1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,entry_hook_e1,sink_k1,bed_b1,desk_b1,sink_k1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
17820,d12 Sat 09:00,counter_k1,counter_k1,desk_b1,bed_b1,counter_k1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,entry_hook_e1,sink_k1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
17880,d12 Sat 10:00,counter_k1,counter_k1,desk_b1,bed_b1,counter_k1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,entry_hook_e1,sink_k1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
17940,d12 Sat 11:00,counter_k1,counter_k1,desk_b1,bed_b1,counter_k1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,entry_hook_e1,sink_k1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
18000,d12 Sat 12:00,counter_k1,counter_k1,desk_b1,bed_b1,counter_k1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,entry_hook_e1,sink_k1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
18060,d12 Sat 13:00,counter_k1,counter_k1,desk_b1,bed_b1,counter_k1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,entry_hook_e1,sink_k1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
18120,d12 Sat 14:00,counter_k1,counter_k1,desk_b1,bed_b1,counter_k1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,entry_hook_e1,sink_k1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
18180,d12 Sat 15:00,counter_k1,counter_k1,desk_b1,bed_b1,counter_k1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,entry_hook_e1,sink_k1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
18240,d12 Sat 16:00,counter_k1,counter_k1,desk_b1,nightstand_b1,counter_k1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,entry_hook_e1,sink_k1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
18300,d12 Sat 17:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,desk_b1,person:resident_1,sink_k1,desk_b1,nightstand_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
18360,d12 Sat 18:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,couch_l1,sink_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,couch_l1,couch_l1,nightstand_b1,desk_b1,nightstand_b1,couch_l1,towel_rack_ba1,cupboard_k1
18420,d12 Sat 19:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,couch_l1,sink_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,couch_l1,couch_l1,nightstand_b1,desk_b1,nightstand_b1,couch_l1,towel_rack_ba1,cupboard_k1
18480,d12 Sat 20:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,couch_l1,sink_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,couch_l1,couch_l1,nightstand_b1,desk_b1,nightstand_b1,couch_l1,towel_rack_ba1,cupboard_k1
18540,d12 Sat 21:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,nightstand_b1,nightstand_b1,couch_l1,towel_rack_ba1,cupboard_k1
18600,d12 Sat 22:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,desk_b1,nightstand_b1,couch_l1,towel_rack_ba1,cupboard_k1
18660,d12 Sat 23:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,desk_b1,nightstand_b1,couch_l1,towel_rack_ba1,cupboard_k1
18720,d13 Sun 00:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,desk_b1,nightstand_b1,couch_l1,towel_rack_ba1,cupboard_k1
18780,d13 Sun 01:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,desk_b1,nightstand_b1,couch_l1,towel_rack_ba1,cupboard_k1
18840,d13 Sun 02:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,desk_b1,nightstand_b1,couch_l1,towel_rack_ba1,cupboard_k1
18900,d13 Sun 03:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,desk_b1,nightstand_b1,couch_l1,towel_rack_ba1,cupboard_k1
18960,d13 Sun 04:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,desk_b1,nightstand_b1,couch_l1,towel_rack_ba1,cupboard_k1
19020,d13 Sun 05:00,counter_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,desk_b1,nightstand_b1,couch_l1,towel_rack_ba1,cupboard_k1
19080,d13 Sun 06:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,desk_b1,bedroom_floor_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
19140,d13 Sun 07:00,sink_k1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,counter_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,desk_b1,bedroom_floor_b1,bed_b1,bathroom_shelf_ba1,counter_k1
19200,d13 Sun 08:00,counter_k1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,counter_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,desk_b1,bedroom_floor_b1,bed_b1,bathroom_shelf_ba1,counter_k1
19260,d13 Sun 09:00,counter_k1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,counter_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,desk_b1,bedroom_floor_b1,bed_b1,bathroom_shelf_ba1,counter_k1
19320,d13 Sun 10:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,counter_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,desk_b1,bedroom_floor_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
19380,d13 Sun 11:00,sink_k1,nightstand_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,counter_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,desk_b1,bedroom_floor_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
19440,d13 Sun 12:00,sink_k1,nightstand_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,counter_k1,couch_l1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,desk_b1,bedroom_floor_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
19500,d13 Sun 13:00,sink_k1,desk_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,counter_k1,desk_b1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,desk_b1,desk_b1,desk_b1,bedroom_floor_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
19560,d13 Sun 14:00,sink_k1,desk_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,counter_k1,desk_b1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,desk_b1,desk_b1,desk_b1,bedroom_floor_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
19620,d13 Sun 15:00,sink_k1,desk_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,counter_k1,desk_b1,nightstand_b1,desk_b1,entry_hook_e1,desk_b1,desk_b1,desk_b1,desk_b1,bedroom_floor_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
