t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,notebook_mara,pen_mara,mug_mara,water_bottle_mara,glasses_mara,jacket_mara,umbrella_mara,laptop_leo,phone_leo,keys_leo,wallet_leo,backpack_leo,headphones_leo,gaming_controller_leo,charger_leo,mug_leo,bowl_leo,jacket_leo,notebook_leo,phone_sofia,keys_sofia,wallet_sofia,backpack_sofia,lunchbox_sofia,water_bottle_sofia,charger_sofia,jacket_sofia,hairbrush_sofia,makeup_kit_sofia,medication_bottle_sofia,book_sofia,remote_1,blanket_1,plate_1,plate_2,pot_1,pan_1,laundry_basket_1,vacuum_cleaner_1
32820,d22 Tue 19:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
32880,d22 Tue 20:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
32940,d22 Tue 21:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33000,d22 Tue 22:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33060,d22 Tue 23:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33120,d23 Wed 00:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33180,d23 Wed 01:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33240,d23 Wed 02:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33300,d23 Wed 03:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33360,d23 Wed 04:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33420,d23 Wed 05:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33480,d23 Wed 06:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33540,d23 Wed 07:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33600,d23 Wed 08:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33660,d23 Wed 09:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,entry,kitchen,living,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33720,d23 Wed 10:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,entry,kitchen,living,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33780,d23 Wed 11:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,living,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33840,d23 Wed 12:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33900,d23 Wed 13:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,living,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
33960,d23 Wed 14:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,living,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34020,d23 Wed 15:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,living,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34080,d23 Wed 16:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,living,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34140,d23 Wed 17:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34200,d23 Wed 18:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34260,d23 Wed 19:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34320,d23 Wed 20:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,kitchen,living,living,entry,kitchen,living,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34380,d23 Wed 21:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,entry,kitchen,living,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34440,d23 Wed 22:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,entry,kitchen,living,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34500,d23 Wed 23:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,entry,kitchen,living,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34560,d24 Thu 00:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,entry,kitchen,living,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34620,d24 Thu 01:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,entry,kitchen,living,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34680,d24 Thu 02:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,entry,kitchen,living,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34740,d24 Thu 03:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,entry,kitchen,living,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34800,d24 Thu 04:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,entry,kitchen,living,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34860,d24 Thu 05:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,entry,kitchen,living,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34920,d24 Thu 06:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,entry,kitchen,living,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
34980,d24 Thu 07:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,living,entry,kitchen,living,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35040,d24 Thu 08:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35100,d24 Thu 09:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35160,d24 Thu 10:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35220,d24 Thu 11:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35280,d24 Thu 12:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35340,d24 Thu 13:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35400,d24 Thu 14:00,outside,outside,outside,outside,outside,outside,bedroom_3,kitchen,outside,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35460,d24 Thu 15:00,outside,outside,outside,outside,outside,outside,bedroom_3,kitchen,outside,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,bathroom,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35520,d24 Thu 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,kitchen,living,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,bathroom,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35580,d24 Thu 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35640,d24 Thu 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35700,d24 Thu 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35760,d24 Thu 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35820,d24 Thu 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bathroom,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35880,d24 Thu 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
35940,d24 Thu 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36000,d25 Fri 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bathroom,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36060,d25 Fri 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36120,d25 Fri 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36180,d25 Fri 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36240,d25 Fri 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36300,d25 Fri 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36360,d25 Fri 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36420,d25 Fri 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_2,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36480,d25 Fri 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36540,d25 Fri 09:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,kitchen,outside,outside,outside,bathroom,kitchen,outside,outside,entry,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
36600,d25 Fri 10:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,kitchen,living,outside,outside,kitchen,outside,living,living,living,kitchen,kitchen,living,kitchen,outside,outside,outside,bathroom,kitchen,outside,outside,entry,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
