t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,jacket_mara,headphones_mara,glasses_mara,charger_mara,notebook_mara,pen_mara,lunchbox_mara,water_bottle_mara,umbrella_mara,mug_mara,mug_shared_1,bowl_shared_1,bowl_shared_2,plate_shared_1,plate_shared_2,book_mara,tablet_mara,remote_shared_1,blanket_mara,yoga_mat_mara,towel_mara,laundry_basket_mara,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,hairbrush_mara,makeup_kit_mara,medication_bottle_mara,suitcase_mara,watering_can_mara
34320,d23 Wed 20:00,kitchen_table_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,person:resident_1,armchair_l1,kitchen_table_k1,chair_k1,sink_k1,sink_k1,kitchen_table_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
34380,d23 Wed 21:00,counter_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,person:resident_1,armchair_l1,kitchen_table_k1,chair_k1,sink_k1,sink_k1,kitchen_table_k1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
34440,d23 Wed 22:00,counter_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,person:resident_1,armchair_l1,kitchen_table_k1,chair_k1,sink_k1,sink_k1,nightstand_b1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
34500,d23 Wed 23:00,counter_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,person:resident_1,armchair_l1,kitchen_table_k1,chair_k1,sink_k1,sink_k1,nightstand_b1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
34560,d24 Thu 00:00,counter_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,person:resident_1,armchair_l1,kitchen_table_k1,chair_k1,sink_k1,sink_k1,nightstand_b1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
34620,d24 Thu 01:00,counter_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,person:resident_1,armchair_l1,kitchen_table_k1,chair_k1,sink_k1,sink_k1,nightstand_b1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
34680,d24 Thu 02:00,counter_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,person:resident_1,armchair_l1,kitchen_table_k1,chair_k1,sink_k1,sink_k1,nightstand_b1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
34740,d24 Thu 03:00,counter_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,person:resident_1,armchair_l1,kitchen_table_k1,chair_k1,sink_k1,sink_k1,nightstand_b1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
34800,d24 Thu 04:00,counter_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,person:resident_1,armchair_l1,kitchen_table_k1,chair_k1,sink_k1,sink_k1,nightstand_b1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
34860,d24 Thu 05:00,counter_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,person:resident_1,armchair_l1,kitchen_table_k1,chair_k1,sink_k1,sink_k1,nightstand_b1,entry_floor_e1,chair_k2,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
34920,d24 Thu 06:00,counter_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,person:resident_1,armchair_l1,kitchen_table_k1,chair_k1,sink_k1,sink_k1,chair_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,sink_k1,kitchen_table_k1,sink_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
34980,d24 Thu 07:00,counter_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,entry_hook_e1,entry_hook_e1,person:resident_1,armchair_l1,kitchen_table_k1,chair_k1,kitchen_table_k1,sink_k1,chair_k1,entry_floor_e1,sink_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
35040,d24 Thu 08:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,sink_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
35100,d24 Thu 09:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,sink_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
35160,d24 Thu 10:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,sink_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
35220,d24 Thu 11:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,sink_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
35280,d24 Thu 12:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,sink_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
35340,d24 Thu 13:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,sink_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
35400,d24 Thu 14:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,sink_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
35460,d24 Thu 15:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,sink_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
35520,d24 Thu 16:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,sink_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
35580,d24 Thu 17:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,sink_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
35640,d24 Thu 18:00,kitchen_table_k1,kitchen_table_k1,person:resident_1,entry_table_e1,entry_hook_e1,counter_k1,person:resident_1,armchair_l1,person:resident_1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,sink_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,counter_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,sink_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
35700,d24 Thu 19:00,kitchen_table_k1,kitchen_table_k1,person:resident_1,entry_table_e1,entry_hook_e1,counter_k1,person:resident_1,armchair_l1,person:resident_1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,cupboard_k1,sink_k1,counter_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
35760,d24 Thu 20:00,kitchen_table_k1,kitchen_table_k1,person:resident_1,entry_table_e1,entry_hook_e1,counter_k1,person:resident_1,armchair_l1,person:resident_1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,cupboard_k1,sink_k1,counter_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
35820,d24 Thu 21:00,kitchen_table_k1,kitchen_table_k1,person:resident_1,entry_table_e1,entry_hook_e1,counter_k1,person:resident_1,armchair_l1,person:resident_1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,cupboard_k1,sink_k1,counter_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
35880,d24 Thu 22:00,kitchen_table_k1,kitchen_table_k1,person:resident_1,entry_table_e1,entry_hook_e1,counter_k1,person:resident_1,armchair_l1,person:resident_1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,cupboard_k1,sink_k1,counter_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
35940,d24 Thu 23:00,kitchen_table_k1,kitchen_table_k1,person:resident_1,entry_table_e1,entry_hook_e1,counter_k1,person:resident_1,armchair_l1,person:resident_1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,cupboard_k1,sink_k1,counter_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
36000,d25 Fri 00:00,kitchen_table_k1,kitchen_table_k1,person:resident_1,entry_table_e1,entry_hook_e1,counter_k1,person:resident_1,armchair_l1,person:resident_1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,cupboard_k1,sink_k1,counter_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
36060,d25 Fri 01:00,kitchen_table_k1,kitchen_table_k1,person:resident_1,entry_table_e1,entry_hook_e1,counter_k1,person:resident_1,armchair_l1,person:resident_1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,cupboard_k1,sink_k1,counter_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
36120,d25 Fri 02:00,kitchen_table_k1,kitchen_table_k1,person:resident_1,entry_table_e1,entry_hook_e1,counter_k1,person:resident_1,armchair_l1,person:resident_1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,cupboard_k1,sink_k1,counter_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
36180,d25 Fri 03:00,kitchen_table_k1,kitchen_table_k1,person:resident_1,entry_table_e1,entry_hook_e1,counter_k1,person:resident_1,armchair_l1,person:resident_1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,cupboard_k1,sink_k1,counter_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
36240,d25 Fri 04:00,kitchen_table_k1,kitchen_table_k1,person:resident_1,entry_table_e1,entry_hook_e1,counter_k1,person:resident_1,armchair_l1,person:resident_1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,cupboard_k1,sink_k1,counter_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
36300,d25 Fri 05:00,kitchen_table_k1,kitchen_table_k1,person:resident_1,entry_table_e1,entry_hook_e1,counter_k1,person:resident_1,armchair_l1,person:resident_1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,cupboard_k1,sink_k1,counter_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
36360,d25 Fri 06:00,kitchen_table_k1,bed_b1,person:resident_1,entry_table_e1,entry_hook_e1,counter_k1,person:resident_1,armchair_l1,person:resident_1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,counter_k1,cupboard_k1,entry_table_e1,cupboard_k1,sink_k1,counter_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,counter_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
36420,d25 Fri 07:00,kitchen_table_k1,bed_b1,person:resident_1,entry_table_e1,entry_hook_e1,counter_k1,person:resident_1,armchair_l1,person:resident_1,counter_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,counter_k1,person:resident_1,coffee_table_l1,sink_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
36480,d25 Fri 08:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
36540,d25 Fri 09:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
36600,d25 Fri 10:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
36660,d25 Fri 11:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
36720,d25 Fri 12:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
36780,d25 Fri 13:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
36840,d25 Fri 14:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
36900,d25 Fri 15:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
36960,d25 Fri 16:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,counter_k1,person:resident_1,person:resident_1,sink_k1,couch_l1,person:resident_1,person:resident_1,person:resident_1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,person:resident_1,bathroom_shelf_ba1,person:resident_1,couch_l1
37020,d25 Fri 17:00,person:resident_1,kitchen_table_k1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,person:resident_1,kitchen_table_k1,counter_k1,kitchen_table_k1,entry_floor_e1,kitchen_table_k1,cupboard_k1,entry_table_e1,sink_k1,sink_k1,counter_k1,couch_l1,person:resident_1,sink_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,bedroom_floor_b1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
