t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,jacket_mara,headphones_mara,glasses_mara,charger_mara,notebook_mara,pen_mara,lunchbox_mara,water_bottle_mara,umbrella_mara,mug_mara,mug_shared_1,bowl_shared_1,bowl_shared_2,plate_shared_1,plate_shared_2,book_mara,tablet_mara,remote_shared_1,blanket_mara,yoga_mat_mara,towel_mara,laundry_basket_mara,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,hairbrush_mara,makeup_kit_mara,medication_bottle_mara,suitcase_mara,watering_can_mara
30840,d21 Mon 10:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
30900,d21 Mon 11:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
30960,d21 Mon 12:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
31020,d21 Mon 13:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
31080,d21 Mon 14:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
31140,d21 Mon 15:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
31200,d21 Mon 16:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
31260,d21 Mon 17:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
31320,d21 Mon 18:00,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
31380,d21 Mon 19:00,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
31440,d21 Mon 20:00,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
31500,d21 Mon 21:00,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bathroom,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bathroom,bathroom,kitchen,living,bathroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
31560,d21 Mon 22:00,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bathroom,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bathroom,bathroom,kitchen,living,bathroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
31620,d21 Mon 23:00,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bathroom,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bathroom,bathroom,kitchen,living,bathroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
31680,d22 Tue 00:00,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bathroom,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bathroom,bathroom,kitchen,living,bathroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
31740,d22 Tue 01:00,kitchen,bedroom,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
31800,d22 Tue 02:00,kitchen,bedroom,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
31860,d22 Tue 03:00,kitchen,bedroom,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
31920,d22 Tue 04:00,kitchen,bedroom,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
31980,d22 Tue 05:00,kitchen,bedroom,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
32040,d22 Tue 06:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
32100,d22 Tue 07:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
32160,d22 Tue 08:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
32220,d22 Tue 09:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
32280,d22 Tue 10:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
32340,d22 Tue 11:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
32400,d22 Tue 12:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
32460,d22 Tue 13:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
32520,d22 Tue 14:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
32580,d22 Tue 15:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
32640,d22 Tue 16:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
32700,d22 Tue 17:00,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
32760,d22 Tue 18:00,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
32820,d22 Tue 19:00,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
32880,d22 Tue 20:00,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
32940,d22 Tue 21:00,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,bathroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
33000,d22 Tue 22:00,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,bathroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
33060,d22 Tue 23:00,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,bathroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
33120,d23 Wed 00:00,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,bedroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
33180,d23 Wed 01:00,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,bedroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
33240,d23 Wed 02:00,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,bedroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
33300,d23 Wed 03:00,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,bedroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
33360,d23 Wed 04:00,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,bedroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
33420,d23 Wed 05:00,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,bedroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
33480,d23 Wed 06:00,kitchen,bedroom,entry,kitchen,entry,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
33540,d23 Wed 07:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
33600,d23 Wed 08:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
33660,d23 Wed 09:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
33720,d23 Wed 10:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
33780,d23 Wed 11:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
33840,d23 Wed 12:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
33900,d23 Wed 13:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
33960,d23 Wed 14:00,outside,outside,kitchen,outside,outside,outside,outside,living,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
34020,d23 Wed 15:00,outside,outside,kitchen,outside,outside,outside,outside,living,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
34080,d23 Wed 16:00,kitchen,kitchen,entry,kitchen,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
34140,d23 Wed 17:00,kitchen,kitchen,entry,kitchen,entry,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
34200,d23 Wed 18:00,kitchen,kitchen,entry,kitchen,entry,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
34260,d23 Wed 19:00,kitchen,kitchen,entry,kitchen,entry,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
34320,d23 Wed 20:00,kitchen,bedroom,entry,kitchen,entry,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
34380,d23 Wed 21:00,kitchen,bedroom,entry,kitchen,entry,entry,bathroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
34440,d23 Wed 22:00,kitchen,bedroom,entry,kitchen,entry,entry,bathroom,living,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
34500,d23 Wed 23:00,kitchen,bedroom,entry,kitchen,entry,entry,bathroom,living,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
34560,d24 Thu 00:00,kitchen,bedroom,entry,kitchen,entry,entry,bedroom,living,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
34620,d24 Thu 01:00,kitchen,bedroom,entry,kitchen,entry,entry,bedroom,living,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
34680,d24 Thu 02:00,kitchen,bedroom,entry,kitchen,entry,entry,bedroom,living,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
34740,d24 Thu 03:00,kitchen,bedroom,entry,kitchen,entry,entry,bedroom,living,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
34800,d24 Thu 04:00,kitchen,bedroom,entry,kitchen,entry,entry,bedroom,living,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
34860,d24 Thu 05:00,kitchen,bedroom,entry,kitchen,entry,entry,bedroom,living,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
34920,d24 Thu 06:00,kitchen,bedroom,entry,kitchen,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
34980,d24 Thu 07:00,kitchen,bedroom,entry,kitchen,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
35040,d24 Thu 08:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
35100,d24 Thu 09:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
35160,d24 Thu 10:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
35220,d24 Thu 11:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
35280,d24 Thu 12:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
35340,d24 Thu 13:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
35400,d24 Thu 14:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
35460,d24 Thu 15:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
35520,d24 Thu 16:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
35580,d24 Thu 17:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,outside,outside,bedroom,kitchen,kitchen,bathroom,outside,bathroom,outside,living
35640,d24 Thu 18:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
35700,d24 Thu 19:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
35760,d24 Thu 20:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
35820,d24 Thu 21:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
35880,d24 Thu 22:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
35940,d24 Thu 23:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
36000,d25 Fri 00:00,kitchen,kitchen,bedroom,entry,entry,kitchen,bedroom,living,bedroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
36060,d25 Fri 01:00,kitchen,kitchen,bedroom,entry,entry,kitchen,bedroom,living,bedroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
36120,d25 Fri 02:00,kitchen,kitchen,bedroom,entry,entry,kitchen,bedroom,living,bedroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,living,kitchen,living,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
