t,stamp,laptop_elias,phone_elias,keys_elias,wallet_elias,backpack_elias,jacket_elias,mug_elias,notebook_elias,pen_elias,water_bottle_elias,yoga_mat_elias,book_elias,glasses_elias,charger_elias,blanket_elias,towel_elias,hairbrush_elias,laundry_basket_elias,vacuum_cleaner_elias,pot_elias
24660,d17 Thu 03:00,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24720,d17 Thu 04:00,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24780,d17 Thu 05:00,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24840,d17 Thu 06:00,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24900,d17 Thu 07:00,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24960,d17 Thu 08:00,bedroom,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,kitchen,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25020,d17 Thu 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25080,d17 Thu 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25140,d17 Thu 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25200,d17 Thu 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25260,d17 Thu 13:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25320,d17 Thu 14:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25380,d17 Thu 15:00,outside,outside,kitchen,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25440,d17 Thu 16:00,outside,outside,kitchen,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25500,d17 Thu 17:00,outside,outside,kitchen,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25560,d17 Thu 18:00,bedroom,kitchen,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25620,d17 Thu 19:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25680,d17 Thu 20:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25740,d17 Thu 21:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25800,d17 Thu 22:00,bedroom,kitchen,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bathroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25860,d17 Thu 23:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25920,d18 Fri 00:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
25980,d18 Fri 01:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
26040,d18 Fri 02:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
26100,d18 Fri 03:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
26160,d18 Fri 04:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
26220,d18 Fri 05:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
26280,d18 Fri 06:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
26340,d18 Fri 07:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen
26400,d18 Fri 08:00,kitchen,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
26460,d18 Fri 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
26520,d18 Fri 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
26580,d18 Fri 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
26640,d18 Fri 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
26700,d18 Fri 13:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
26760,d18 Fri 14:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
26820,d18 Fri 15:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
26880,d18 Fri 16:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
26940,d18 Fri 17:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
27000,d18 Fri 18:00,kitchen,bedroom,entry,kitchen,entry,entry,kitchen,bedroom,kitchen,kitchen,living,living,kitchen,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
27060,d18 Fri 19:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
27120,d18 Fri 20:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
27180,d18 Fri 21:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
27240,d18 Fri 22:00,bathroom,bedroom,entry,bathroom,entry,entry,kitchen,bedroom,bathroom,kitchen,bathroom,bathroom,kitchen,bathroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
27300,d18 Fri 23:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
27360,d19 Sat 00:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
27420,d19 Sat 01:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
27480,d19 Sat 02:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
27540,d19 Sat 03:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
27600,d19 Sat 04:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
27660,d19 Sat 05:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
27720,d19 Sat 06:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
27780,d19 Sat 07:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
27840,d19 Sat 08:00,kitchen,bedroom,entry,kitchen,entry,entry,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,kitchen
27900,d19 Sat 09:00,kitchen,kitchen,entry,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,kitchen
27960,d19 Sat 10:00,bathroom,kitchen,entry,bathroom,entry,entry,kitchen,bedroom,bathroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28020,d19 Sat 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28080,d19 Sat 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28140,d19 Sat 13:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28200,d19 Sat 14:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28260,d19 Sat 15:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28320,d19 Sat 16:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28380,d19 Sat 17:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28440,d19 Sat 18:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28500,d19 Sat 19:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28560,d19 Sat 20:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28620,d19 Sat 21:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28680,d19 Sat 22:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28740,d19 Sat 23:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bathroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28800,d20 Sun 00:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28860,d20 Sun 01:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28920,d20 Sun 02:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
28980,d20 Sun 03:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
29040,d20 Sun 04:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
29100,d20 Sun 05:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
29160,d20 Sun 06:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
29220,d20 Sun 07:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
29280,d20 Sun 08:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
29340,d20 Sun 09:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
29400,d20 Sun 10:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
29460,d20 Sun 11:00,bedroom,bedroom,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,entry,kitchen
29520,d20 Sun 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
29580,d20 Sun 13:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
29640,d20 Sun 14:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
29700,d20 Sun 15:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
29760,d20 Sun 16:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
29820,d20 Sun 17:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
29880,d20 Sun 18:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
29940,d20 Sun 19:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
30000,d20 Sun 20:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
30060,d20 Sun 21:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
30120,d20 Sun 22:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
30180,d20 Sun 23:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
