t,stamp,mug_1,mug_2,bowl_1,plate_1,laptop_1,phone_1,phone_2,keys_1,keys_2,book_1,water_bottle_1,remote_1,charger_1,jacket_1,headphones_1,glasses_1,notebook_1,pen_1,toy_1,blanket_1,towel_1,lunchbox_1,wallet_1,wallet_2
18420,d12 Sat 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
18480,d12 Sat 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,living,kitchen
18540,d12 Sat 21:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
18600,d12 Sat 22:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
18660,d12 Sat 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
18720,d13 Sun 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,living,living,kitchen,kitchen,entry,kitchen
18780,d13 Sun 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,living,living,kitchen,kitchen,entry,kitchen
18840,d13 Sun 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,living,living,kitchen,kitchen,entry,kitchen
18900,d13 Sun 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,living,living,kitchen,kitchen,entry,kitchen
18960,d13 Sun 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,living,kitchen,kitchen,kitchen,kitchen
19020,d13 Sun 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,living,living,kitchen,kitchen,entry,kitchen
19080,d13 Sun 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,living,living,kitchen,kitchen,entry,kitchen
19140,d13 Sun 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,living,kitchen,kitchen,kitchen,kitchen
19200,d13 Sun 08:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,living,living,kitchen,kitchen,kitchen,kitchen
19260,d13 Sun 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,living,kitchen,kitchen,kitchen,kitchen
19320,d13 Sun 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,living,kitchen,kitchen,kitchen,living
19380,d13 Sun 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,entry,kitchen
19440,d13 Sun 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
19500,d13 Sun 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
19560,d13 Sun 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,living,bedroom_1,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,kitchen
19620,d13 Sun 15:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,living,living,bedroom_1,living,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
19680,d13 Sun 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,bedroom_1,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
19740,d13 Sun 17:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
19800,d13 Sun 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,outside,kitchen
19860,d13 Sun 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
19920,d13 Sun 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
19980,d13 Sun 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
20040,d13 Sun 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
20100,d13 Sun 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
20160,d14 Mon 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
20220,d14 Mon 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
20280,d14 Mon 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
20340,d14 Mon 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
20400,d14 Mon 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
20460,d14 Mon 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
20520,d14 Mon 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
20580,d14 Mon 07:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,living,bedroom_1,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
20640,d14 Mon 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
20700,d14 Mon 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
20760,d14 Mon 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,living,kitchen
20820,d14 Mon 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,kitchen
20880,d14 Mon 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
20940,d14 Mon 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
21000,d14 Mon 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
21060,d14 Mon 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
21120,d14 Mon 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
21180,d14 Mon 17:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
21240,d14 Mon 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
21300,d14 Mon 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,living,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
21360,d14 Mon 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,living,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,entry,kitchen
21420,d14 Mon 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,living,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,entry,kitchen
21480,d14 Mon 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,entry,kitchen
21540,d14 Mon 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
21600,d15 Tue 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,entry,kitchen
21660,d15 Tue 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,entry,kitchen
21720,d15 Tue 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,entry,kitchen
21780,d15 Tue 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
21840,d15 Tue 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,living,kitchen
21900,d15 Tue 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,entry,kitchen
21960,d15 Tue 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,entry,kitchen
22020,d15 Tue 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,outside,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
22080,d15 Tue 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,outside,kitchen,outside,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,outside,kitchen
22140,d15 Tue 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,entry,kitchen
22200,d15 Tue 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
22260,d15 Tue 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
22320,d15 Tue 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
22380,d15 Tue 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
22440,d15 Tue 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
22500,d15 Tue 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
22560,d15 Tue 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
22620,d15 Tue 17:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
22680,d15 Tue 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
22740,d15 Tue 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
22800,d15 Tue 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
22860,d15 Tue 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
22920,d15 Tue 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
22980,d15 Tue 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
23040,d16 Wed 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
23100,d16 Wed 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
23160,d16 Wed 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
23220,d16 Wed 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
23280,d16 Wed 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
23340,d16 Wed 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
23400,d16 Wed 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
23460,d16 Wed 07:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
23520,d16 Wed 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
23580,d16 Wed 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
23640,d16 Wed 10:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
23700,d16 Wed 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
23760,d16 Wed 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,living,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
23820,d16 Wed 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,living,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,outside,kitchen
23880,d16 Wed 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,living,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,entry,kitchen
23940,d16 Wed 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,living,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
24000,d16 Wed 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,living,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
24060,d16 Wed 17:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,living,bedroom_1,living,living,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
24120,d16 Wed 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,living,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,outside,kitchen
24180,d16 Wed 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,bedroom_1,bedroom_1,living,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
24240,d16 Wed 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,living,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
24300,d16 Wed 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
24360,d16 Wed 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
24420,d16 Wed 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen
24480,d17 Thu 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_1,kitchen,kitchen,entry,kitchen
