t,stamp,phone_marie,keys_marie,wallet_marie,laptop_marie,backpack_marie,lunchbox_marie,water_bottle_marie,jacket_marie,headphones_marie,glasses_marie,charger_marie,notebook_marie,pen_marie,book_marie,mug_marie,bowl_marie,plate_marie,pot_shared_1,pan_shared_1,remote_shared_1,blanket_marie,towel_marie,laundry_basket_marie,medication_bottle_marie,hairbrush_marie,makeup_kit_marie,umbrella_marie,suitcase_marie,watering_can_marie,yoga_mat_marie
17400,d12 Sat 02:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
17460,d12 Sat 03:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
17520,d12 Sat 04:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
17580,d12 Sat 05:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
17640,d12 Sat 06:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
17700,d12 Sat 07:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
17760,d12 Sat 08:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
17820,d12 Sat 09:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
17880,d12 Sat 10:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
17940,d12 Sat 11:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
18000,d12 Sat 12:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
18060,d12 Sat 13:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
18120,d12 Sat 14:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
18180,d12 Sat 15:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
18240,d12 Sat 16:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
18300,d12 Sat 17:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
18360,d12 Sat 18:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
18420,d12 Sat 19:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
18480,d12 Sat 20:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
18540,d12 Sat 21:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
18600,d12 Sat 22:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bathroom,kitchen,bathroom,living,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
18660,d12 Sat 23:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
18720,d13 Sun 00:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
18780,d13 Sun 01:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
18840,d13 Sun 02:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
18900,d13 Sun 03:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
18960,d13 Sun 04:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
19020,d13 Sun 05:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
19080,d13 Sun 06:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
19140,d13 Sun 07:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
19200,d13 Sun 08:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
19260,d13 Sun 09:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
19320,d13 Sun 10:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
19380,d13 Sun 11:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
19440,d13 Sun 12:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,bedroom
19500,d13 Sun 13:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,bedroom
19560,d13 Sun 14:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,bedroom
19620,d13 Sun 15:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,bedroom
19680,d13 Sun 16:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,bedroom
19740,d13 Sun 17:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,bedroom
19800,d13 Sun 18:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,bedroom
19860,d13 Sun 19:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,bedroom
19920,d13 Sun 20:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,bedroom
19980,d13 Sun 21:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,bedroom
20040,d13 Sun 22:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,bedroom
20100,d13 Sun 23:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,bedroom
20160,d14 Mon 00:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,bedroom
20220,d14 Mon 01:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,bedroom
20280,d14 Mon 02:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,bedroom
20340,d14 Mon 03:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,bedroom
20400,d14 Mon 04:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,bedroom
20460,d14 Mon 05:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,bedroom
20520,d14 Mon 06:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,bedroom
20580,d14 Mon 07:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,bedroom
20640,d14 Mon 08:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,bedroom
20700,d14 Mon 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,bedroom,outside,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
20760,d14 Mon 10:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,kitchen,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
20820,d14 Mon 11:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,kitchen,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
20880,d14 Mon 12:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
20940,d14 Mon 13:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21000,d14 Mon 14:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21060,d14 Mon 15:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21120,d14 Mon 16:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21180,d14 Mon 17:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21240,d14 Mon 18:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21300,d14 Mon 19:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21360,d14 Mon 20:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21420,d14 Mon 21:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21480,d14 Mon 22:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21540,d14 Mon 23:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21600,d15 Tue 00:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21660,d15 Tue 01:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21720,d15 Tue 02:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21780,d15 Tue 03:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21840,d15 Tue 04:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21900,d15 Tue 05:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
21960,d15 Tue 06:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
22020,d15 Tue 07:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
22080,d15 Tue 08:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
22140,d15 Tue 09:00,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
22200,d15 Tue 10:00,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
22260,d15 Tue 11:00,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
22320,d15 Tue 12:00,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
22380,d15 Tue 13:00,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
22440,d15 Tue 14:00,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
22500,d15 Tue 15:00,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
22560,d15 Tue 16:00,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
22620,d15 Tue 17:00,living,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
22680,d15 Tue 18:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
22740,d15 Tue 19:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
22800,d15 Tue 20:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
22860,d15 Tue 21:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
22920,d15 Tue 22:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
22980,d15 Tue 23:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
23040,d16 Wed 00:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
23100,d16 Wed 01:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
23160,d16 Wed 02:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
23220,d16 Wed 03:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
