t,stamp,phone_elena,keys_elena,wallet_elena,backpack_elena,jacket_elena,water_bottle_elena,lunchbox_elena,laptop_elena,charger_elena,notebook_elena,pen_elena,glasses_elena,headphones_elena,mug_elena,bowl_1,bowl_2,plate_1,plate_2,pot_1,pan_1,book_elena,blanket_elena,remote_1,watering_can_elena,umbrella_elena,laundry_basket_elena,towel_1,hairbrush_elena,medication_bottle_elena,suitcase_elena
17640,d12 Sat 06:00,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,kitchen,bedroom
17700,d12 Sat 07:00,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
17760,d12 Sat 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
17820,d12 Sat 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
17880,d12 Sat 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
17940,d12 Sat 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
18000,d12 Sat 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
18060,d12 Sat 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
18120,d12 Sat 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
18180,d12 Sat 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
18240,d12 Sat 16:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
18300,d12 Sat 17:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
18360,d12 Sat 18:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,kitchen
18420,d12 Sat 19:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,kitchen
18480,d12 Sat 20:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,kitchen
18540,d12 Sat 21:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,kitchen
18600,d12 Sat 22:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,kitchen
18660,d12 Sat 23:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bathroom
18720,d13 Sun 00:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bathroom
18780,d13 Sun 01:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
18840,d13 Sun 02:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
18900,d13 Sun 03:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
18960,d13 Sun 04:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
19020,d13 Sun 05:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
19080,d13 Sun 06:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
19140,d13 Sun 07:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
19200,d13 Sun 08:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
19260,d13 Sun 09:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,kitchen
19320,d13 Sun 10:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
19380,d13 Sun 11:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,kitchen
19440,d13 Sun 12:00,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,kitchen
19500,d13 Sun 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
19560,d13 Sun 14:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
19620,d13 Sun 15:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
19680,d13 Sun 16:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
19740,d13 Sun 17:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
19800,d13 Sun 18:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
19860,d13 Sun 19:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
19920,d13 Sun 20:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
19980,d13 Sun 21:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
20040,d13 Sun 22:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
20100,d13 Sun 23:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
20160,d14 Mon 00:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
20220,d14 Mon 01:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
20280,d14 Mon 02:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
20340,d14 Mon 03:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
20400,d14 Mon 04:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
20460,d14 Mon 05:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
20520,d14 Mon 06:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
20580,d14 Mon 07:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
20640,d14 Mon 08:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
20700,d14 Mon 09:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
20760,d14 Mon 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
20820,d14 Mon 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
20880,d14 Mon 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
20940,d14 Mon 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
21000,d14 Mon 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
21060,d14 Mon 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
21120,d14 Mon 16:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
21180,d14 Mon 17:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,outside,bedroom,bathroom,bedroom,bathroom,outside
21240,d14 Mon 18:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
21300,d14 Mon 19:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
21360,d14 Mon 20:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
21420,d14 Mon 21:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
21480,d14 Mon 22:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
21540,d14 Mon 23:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
21600,d15 Tue 00:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
21660,d15 Tue 01:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
21720,d15 Tue 02:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
21780,d15 Tue 03:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
21840,d15 Tue 04:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
21900,d15 Tue 05:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
21960,d15 Tue 06:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22020,d15 Tue 07:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22080,d15 Tue 08:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22140,d15 Tue 09:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22200,d15 Tue 10:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22260,d15 Tue 11:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22320,d15 Tue 12:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22380,d15 Tue 13:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22440,d15 Tue 14:00,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22500,d15 Tue 15:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22560,d15 Tue 16:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22620,d15 Tue 17:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22680,d15 Tue 18:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22740,d15 Tue 19:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22800,d15 Tue 20:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22860,d15 Tue 21:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22920,d15 Tue 22:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
22980,d15 Tue 23:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
23040,d16 Wed 00:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
23100,d16 Wed 01:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
23160,d16 Wed 02:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
23220,d16 Wed 03:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
23280,d16 Wed 04:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
23340,d16 Wed 05:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
23400,d16 Wed 06:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bathroom,bedroom
