t,stamp,phone_marisol,keys_marisol,wallet_marisol,laptop_marisol,mug_marisol,water_bottle_marisol,jacket_marisol,book_marisol,glasses_marisol,medication_bottle_marisol,hairbrush_marisol,yoga_mat_marisol,phone_nia,backpack_nia,tablet_nia,notebook_nia,headphones_nia,water_bottle_nia,lunchbox_nia,blanket_nia,phone_tessa,keys_tessa,wallet_tessa,backpack_tessa,laptop_tessa,charger_tessa,water_bottle_tessa,jacket_tessa,towel_tessa,makeup_kit_tessa,remote_1,gaming_controller_1,laundry_basket_1,vacuum_cleaner_1,pot_1,pan_1,umbrella_1
31020,d21 Mon 13:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,bedroom_2,living,outside,outside,living,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,outside,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
31080,d21 Mon 14:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,bedroom_2,living,outside,outside,living,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,outside,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
31140,d21 Mon 15:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,bedroom_2,living,outside,outside,living,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,outside,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
31200,d21 Mon 16:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
31260,d21 Mon 17:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
31320,d21 Mon 18:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
31380,d21 Mon 19:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,bedroom_2,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
31440,d21 Mon 20:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
31500,d21 Mon 21:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
31560,d21 Mon 22:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
31620,d21 Mon 23:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
31680,d22 Tue 00:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
31740,d22 Tue 01:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
31800,d22 Tue 02:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
31860,d22 Tue 03:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
31920,d22 Tue 04:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
31980,d22 Tue 05:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32040,d22 Tue 06:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32100,d22 Tue 07:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,outside,living,kitchen,living,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32160,d22 Tue 08:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,outside,living,kitchen,living,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32220,d22 Tue 09:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,outside,living,kitchen,living,bedroom_2,living,bathroom,kitchen,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32280,d22 Tue 10:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,outside,outside,outside,living,bedroom_2,living,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32340,d22 Tue 11:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,outside,outside,outside,living,bedroom_2,living,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32400,d22 Tue 12:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,outside,outside,outside,living,bedroom_2,living,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32460,d22 Tue 13:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,outside,outside,outside,living,bedroom_2,living,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32520,d22 Tue 14:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,outside,outside,outside,living,bedroom_2,living,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32580,d22 Tue 15:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,outside,kitchen,kitchen,living,bedroom_2,living,bathroom,kitchen,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32640,d22 Tue 16:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,living,kitchen,kitchen,living,bedroom_2,living,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32700,d22 Tue 17:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,living,kitchen,kitchen,living,bedroom_2,living,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32760,d22 Tue 18:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,living,kitchen,kitchen,living,bedroom_2,living,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32820,d22 Tue 19:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32880,d22 Tue 20:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
32940,d22 Tue 21:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
33000,d22 Tue 22:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
33060,d22 Tue 23:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
33120,d23 Wed 00:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
33180,d23 Wed 01:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
33240,d23 Wed 02:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
33300,d23 Wed 03:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
33360,d23 Wed 04:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
33420,d23 Wed 05:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
33480,d23 Wed 06:00,kitchen,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
33540,d23 Wed 07:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
33600,d23 Wed 08:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
33660,d23 Wed 09:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
33720,d23 Wed 10:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,outside,outside,bedroom_2,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
33780,d23 Wed 11:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,outside,outside,bedroom_2,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
33840,d23 Wed 12:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,outside,outside,bedroom_2,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
33900,d23 Wed 13:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,outside,outside,bedroom_2,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
33960,d23 Wed 14:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,outside,outside,bedroom_2,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
34020,d23 Wed 15:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,outside,outside,bedroom_2,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
34080,d23 Wed 16:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,living,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
34140,d23 Wed 17:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,living,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
34200,d23 Wed 18:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,living,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
34260,d23 Wed 19:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,living,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
34320,d23 Wed 20:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,living,living,kitchen,living,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
34380,d23 Wed 21:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,living,living,kitchen,living,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
34440,d23 Wed 22:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,living,living,kitchen,living,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
34500,d23 Wed 23:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,living,living,kitchen,living,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
34560,d24 Thu 00:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,living,living,kitchen,living,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
34620,d24 Thu 01:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,living,living,kitchen,living,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
34680,d24 Thu 02:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,living,living,kitchen,living,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
34740,d24 Thu 03:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,living,living,kitchen,living,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
34800,d24 Thu 04:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,living,living,kitchen,living,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
34860,d24 Thu 05:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,living,living,kitchen,living,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
34920,d24 Thu 06:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,living,living,kitchen,living,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
34980,d24 Thu 07:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,living,kitchen,living,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
35040,d24 Thu 08:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,living,kitchen,living,bedroom_2,bedroom_2,bathroom,kitchen,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
35100,d24 Thu 09:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,living,kitchen,living,bedroom_2,bedroom_2,bathroom,kitchen,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
35160,d24 Thu 10:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,outside,outside,living,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
35220,d24 Thu 11:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,outside,outside,living,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
35280,d24 Thu 12:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,outside,outside,living,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
35340,d24 Thu 13:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,outside,outside,living,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
35400,d24 Thu 14:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,living,outside,outside,living,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
35460,d24 Thu 15:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,living,outside,outside,living,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_1,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
