t,stamp,mug_marian,mug_theo,bowl_shared_1,plate_shared_1,laptop_marian,phone_marian,phone_theo,tablet_theo,keys_marian,keys_theo,wallet_marian,wallet_theo,book_marian,book_theo,water_bottle_marian,water_bottle_theo,remote_shared_1,charger_marian,charger_theo,backpack_marian,backpack_theo,jacket_marian,jacket_theo,glasses_marian,glasses_theo,notebook_marian,notebook_theo,pen_marian,medication_bottle_marian,medication_bottle_theo,blanket_marian,blanket_theo,towel_shared_1,umbrella_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,watering_can_marian,yoga_mat_theo
31140,d21 Mon 15:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,kitchen,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
31200,d21 Mon 16:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,entry,entry,entry,kitchen,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
31260,d21 Mon 17:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,entry,entry,entry,kitchen,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
31320,d21 Mon 18:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,entry,entry,entry,kitchen,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
31380,d21 Mon 19:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,entry,entry,entry,kitchen,living,living,entry,entry,living,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
31440,d21 Mon 20:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,entry,entry,entry,kitchen,living,living,entry,entry,living,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
31500,d21 Mon 21:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,entry,entry,entry,kitchen,living,living,entry,entry,living,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
31560,d21 Mon 22:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,entry,entry,entry,kitchen,living,living,entry,entry,living,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
31620,d21 Mon 23:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,entry,entry,entry,kitchen,living,living,entry,entry,living,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
31680,d22 Tue 00:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,entry,entry,entry,kitchen,living,living,entry,entry,living,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
31740,d22 Tue 01:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,entry,entry,entry,kitchen,living,living,entry,entry,living,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
31800,d22 Tue 02:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,entry,entry,entry,kitchen,living,living,entry,entry,living,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
31860,d22 Tue 03:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,entry,entry,entry,kitchen,living,living,entry,entry,living,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
31920,d22 Tue 04:00,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,entry,entry,entry,kitchen,living,living,entry,entry,living,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
31980,d22 Tue 05:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,kitchen,living,living,entry,entry,living,kitchen,living,entry,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
32040,d22 Tue 06:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,kitchen,living,living,entry,entry,living,kitchen,living,entry,entry,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
32100,d22 Tue 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,kitchen,living,kitchen,entry,entry,living,kitchen,living,entry,entry,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
32160,d22 Tue 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,living,kitchen,living,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,outside
32220,d22 Tue 09:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,living,kitchen,living,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,outside
32280,d22 Tue 10:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,living,kitchen,living,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,outside
32340,d22 Tue 11:00,kitchen,kitchen,kitchen,kitchen,outside,outside,entry,living,outside,entry,outside,living,outside,kitchen,outside,entry,living,kitchen,living,outside,living,outside,entry,kitchen,kitchen,kitchen,kitchen,outside,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
32400,d22 Tue 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
32460,d22 Tue 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
32520,d22 Tue 14:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,kitchen,living,living,entry,kitchen,living,kitchen,living,entry,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
32580,d22 Tue 15:00,living,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,entry,outside,kitchen,outside,living,outside,kitchen,living,kitchen,living,outside,entry,outside,entry,kitchen,living,living,kitchen,outside,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
32640,d22 Tue 16:00,living,kitchen,kitchen,kitchen,outside,outside,kitchen,living,outside,entry,outside,kitchen,outside,living,outside,kitchen,living,kitchen,living,outside,entry,outside,entry,kitchen,living,living,kitchen,outside,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
32700,d22 Tue 17:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
32760,d22 Tue 18:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
32820,d22 Tue 19:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
32880,d22 Tue 20:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
32940,d22 Tue 21:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
33000,d22 Tue 22:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
33060,d22 Tue 23:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
33120,d23 Wed 00:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
33180,d23 Wed 01:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
33240,d23 Wed 02:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
33300,d23 Wed 03:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
33360,d23 Wed 04:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
33420,d23 Wed 05:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living
33480,d23 Wed 06:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,kitchen,entry,living,kitchen,living,entry,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,bedroom_2,entry,kitchen,entry,kitchen,kitchen,entry,living
33540,d23 Wed 07:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,kitchen,entry,living,kitchen,living,entry,entry,bedroom_1,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
33600,d23 Wed 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,kitchen,kitchen,entry,living,kitchen,living,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
33660,d23 Wed 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,kitchen,kitchen,entry,living,kitchen,living,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
33720,d23 Wed 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
33780,d23 Wed 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
33840,d23 Wed 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,kitchen,entry,living,kitchen,living,entry,entry,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
33900,d23 Wed 13:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,kitchen,kitchen,entry,kitchen,kitchen,living,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
33960,d23 Wed 14:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,kitchen,kitchen,entry,kitchen,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34020,d23 Wed 15:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,living,kitchen,entry,living,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34080,d23 Wed 16:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,kitchen,kitchen,entry,living,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34140,d23 Wed 17:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,kitchen,kitchen,entry,kitchen,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34200,d23 Wed 18:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,kitchen,kitchen,entry,kitchen,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34260,d23 Wed 19:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,kitchen,kitchen,entry,living,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34320,d23 Wed 20:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,kitchen,kitchen,entry,living,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34380,d23 Wed 21:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,living,kitchen,kitchen,entry,living,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34440,d23 Wed 22:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,living,kitchen,kitchen,entry,living,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34500,d23 Wed 23:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,entry,living,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34560,d24 Thu 00:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,entry,living,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34620,d24 Thu 01:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,entry,living,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34680,d24 Thu 02:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,entry,living,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34740,d24 Thu 03:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,entry,living,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34800,d24 Thu 04:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,entry,living,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34860,d24 Thu 05:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,entry,living,kitchen,living,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34920,d24 Thu 06:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,living,living,kitchen,entry,living,kitchen,living,entry,entry,bedroom_1,entry,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
34980,d24 Thu 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,entry,living,kitchen,living,entry,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
35040,d24 Thu 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,kitchen,kitchen,outside,kitchen,outside,kitchen,outside,kitchen,outside,entry,living,kitchen,living,outside,kitchen,outside,entry,bedroom_1,kitchen,kitchen,kitchen,outside,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
35100,d24 Thu 09:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,living,kitchen,living,outside,outside,outside,outside,bedroom_1,kitchen,kitchen,kitchen,outside,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,outside
35160,d24 Thu 10:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,living,kitchen,living,outside,outside,outside,outside,bedroom_1,kitchen,kitchen,kitchen,outside,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,outside
35220,d24 Thu 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,entry,outside,outside,entry,outside,entry,outside,living,kitchen,entry,outside,living,kitchen,living,entry,outside,entry,outside,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,outside
35280,d24 Thu 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
35340,d24 Thu 13:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,entry,living,living,entry,entry,living,kitchen,living,entry,kitchen,entry,entry,bedroom_1,living,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
35400,d24 Thu 14:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,entry,living,living,entry,entry,living,kitchen,living,entry,kitchen,entry,entry,bedroom_1,living,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
35460,d24 Thu 15:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,entry,living,living,entry,entry,living,kitchen,living,entry,kitchen,entry,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
35520,d24 Thu 16:00,living,kitchen,kitchen,kitchen,outside,outside,entry,living,outside,entry,outside,entry,outside,living,outside,entry,living,kitchen,living,outside,kitchen,outside,entry,bedroom_1,kitchen,living,kitchen,outside,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
35580,d24 Thu 17:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,entry,living,living,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
35640,d24 Thu 18:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,entry,living,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
35700,d24 Thu 19:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,entry,living,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
35760,d24 Thu 20:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,entry,living,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
35820,d24 Thu 21:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,entry,living,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
35880,d24 Thu 22:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,entry,living,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,entry,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,entry,living
