t,stamp,mug_1,mug_2,mug_3,mug_4,laptop_1,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,remote_1,charger_1,backpack_1,jacket_1,headphones_1,glasses_1,notebook_1,pen_1,toy_1,blanket_1,towel_1,lunchbox_1,wallet_1,wallet_2
19140,d13 Sun 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19200,d13 Sun 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19260,d13 Sun 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
19320,d13 Sun 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
19380,d13 Sun 11:00,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,living,living,living,kitchen,kitchen,entry,living
19440,d13 Sun 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
19500,d13 Sun 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,kitchen,living,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
19560,d13 Sun 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,kitchen,living,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
19620,d13 Sun 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,kitchen,living,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
19680,d13 Sun 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,entry,kitchen,living,living,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
19740,d13 Sun 17:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,entry,kitchen,living,living,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
19800,d13 Sun 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19860,d13 Sun 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19920,d13 Sun 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19980,d13 Sun 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
20040,d13 Sun 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
20100,d13 Sun 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
20160,d14 Mon 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
20220,d14 Mon 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
20280,d14 Mon 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
20340,d14 Mon 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
20400,d14 Mon 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
20460,d14 Mon 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
20520,d14 Mon 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
20580,d14 Mon 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_3,living,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
20640,d14 Mon 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,living,living,kitchen,bedroom_3,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
20700,d14 Mon 09:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,living,living,kitchen,bedroom_3,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
20760,d14 Mon 10:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,living,living,kitchen,bedroom_3,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
20820,d14 Mon 11:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,living,living,kitchen,bedroom_3,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
20880,d14 Mon 12:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,living,living,kitchen,bedroom_3,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
20940,d14 Mon 13:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,living,living,kitchen,bedroom_3,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
21000,d14 Mon 14:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,living,living,kitchen,bedroom_3,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
21060,d14 Mon 15:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,living,living,kitchen,bedroom_3,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
21120,d14 Mon 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,entry,kitchen,living,bedroom_1,outside,living,kitchen,outside,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,outside,entry,outside
21180,d14 Mon 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,entry,kitchen,living,bedroom_1,outside,living,kitchen,outside,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,outside,entry,outside
21240,d14 Mon 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,entry,kitchen,living,bedroom_1,outside,living,kitchen,outside,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,outside,entry,outside
21300,d14 Mon 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,entry,kitchen,living,bedroom_1,outside,living,kitchen,outside,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,outside,entry,outside
21360,d14 Mon 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
21420,d14 Mon 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
21480,d14 Mon 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
21540,d14 Mon 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
21600,d15 Tue 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
21660,d15 Tue 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
21720,d15 Tue 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
21780,d15 Tue 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
21840,d15 Tue 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
21900,d15 Tue 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
21960,d15 Tue 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
22020,d15 Tue 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bathroom
22080,d15 Tue 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
22140,d15 Tue 09:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
22200,d15 Tue 10:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
22260,d15 Tue 11:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
22320,d15 Tue 12:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
22380,d15 Tue 13:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
22440,d15 Tue 14:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
22500,d15 Tue 15:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,living,living,living,kitchen,kitchen,entry,living
22560,d15 Tue 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,living
22620,d15 Tue 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,entry,living
22680,d15 Tue 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,entry,living
22740,d15 Tue 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,entry,living
22800,d15 Tue 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
22860,d15 Tue 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
22920,d15 Tue 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
22980,d15 Tue 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
23040,d16 Wed 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
23100,d16 Wed 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
23160,d16 Wed 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
23220,d16 Wed 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
23280,d16 Wed 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
23340,d16 Wed 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
23400,d16 Wed 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
23460,d16 Wed 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living
23520,d16 Wed 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,bedroom_1,entry,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
23580,d16 Wed 09:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,bedroom_1,entry,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
23640,d16 Wed 10:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,bedroom_1,entry,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
23700,d16 Wed 11:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,bedroom_1,entry,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
23760,d16 Wed 12:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,bedroom_1,entry,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
23820,d16 Wed 13:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,bedroom_1,entry,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
23880,d16 Wed 14:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
23940,d16 Wed 15:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
24000,d16 Wed 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,entry,kitchen,living,bedroom_1,outside,living,kitchen,outside,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,outside,entry,outside
24060,d16 Wed 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,entry,kitchen,living,bedroom_1,outside,living,kitchen,outside,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,outside,entry,outside
24120,d16 Wed 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
24180,d16 Wed 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
24240,d16 Wed 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
24300,d16 Wed 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
24360,d16 Wed 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
24420,d16 Wed 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
24480,d17 Thu 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
24540,d17 Thu 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
24600,d17 Thu 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
24660,d17 Thu 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
24720,d17 Thu 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
24780,d17 Thu 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
24840,d17 Thu 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
24900,d17 Thu 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
24960,d17 Thu 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,living,outside,outside,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,outside,outside
25020,d17 Thu 09:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,living,outside,outside,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,outside,outside
25080,d17 Thu 10:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,living,outside,outside,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,outside,outside
25140,d17 Thu 11:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,living,outside,outside,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,outside,outside
25200,d17 Thu 12:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,living,outside,outside,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,outside,outside
25260,d17 Thu 13:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,living,outside,outside,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,outside,outside
