t,stamp,mug_nikhil,laptop_nikhil,phone_nikhil,keys_nikhil,wallet_nikhil,backpack_nikhil,charger_nikhil,notebook_nikhil,glasses_nikhil,jacket_nikhil,mug_marisol,laptop_marisol,phone_marisol,keys_marisol,wallet_marisol,backpack_marisol,water_bottle_marisol,book_marisol,glasses_marisol,makeup_kit_marisol,hairbrush_marisol,phone_tessa,keys_tessa,backpack_tessa,laptop_tessa,charger_tessa,headphones_tessa,water_bottle_tessa,notebook_tessa,pen_tessa,book_tessa,gaming_controller_tessa,phone_owen,backpack_owen,lunchbox_owen,water_bottle_owen,tablet_owen,blanket_owen,toy_owen,notebook_owen,pen_owen,jacket_owen,gaming_controller_owen,plate_shared_1,bowl_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,charger_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,umbrella_shared_1,towel_shared_1,yoga_mat_shared_1
33720,d23 Wed 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,bedroom_2,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
33780,d23 Wed 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,bedroom_2,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
33840,d23 Wed 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,bedroom_2,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
33900,d23 Wed 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,bedroom_2,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
33960,d23 Wed 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,bedroom_2,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
34020,d23 Wed 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,bedroom_2,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
34080,d23 Wed 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
34140,d23 Wed 17:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bedroom_1,living
34200,d23 Wed 18:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
34260,d23 Wed 19:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
34320,d23 Wed 20:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
34380,d23 Wed 21:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,bathroom,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
34440,d23 Wed 22:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
34500,d23 Wed 23:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
34560,d24 Thu 00:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
34620,d24 Thu 01:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
34680,d24 Thu 02:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
34740,d24 Thu 03:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
34800,d24 Thu 04:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
34860,d24 Thu 05:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bathroom,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bathroom,living
34920,d24 Thu 06:00,kitchen,bedroom_1,entry,entry,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,kitchen,entry,kitchen,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bathroom,living
34980,d24 Thu 07:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_3,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bathroom,living
35040,d24 Thu 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,bedroom_2,kitchen,entry,kitchen,entry,kitchen,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
35100,d24 Thu 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,bedroom_2,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
35160,d24 Thu 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,bedroom_2,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
35220,d24 Thu 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,bedroom_2,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
35280,d24 Thu 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,bedroom_2,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
35340,d24 Thu 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,bedroom_2,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
35400,d24 Thu 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,bedroom_2,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
35460,d24 Thu 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,bedroom_2,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
35520,d24 Thu 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
35580,d24 Thu 17:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,living,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
35640,d24 Thu 18:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
35700,d24 Thu 19:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bathroom,living,kitchen,bathroom,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
35760,d24 Thu 20:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bathroom,living,kitchen,bathroom,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
35820,d24 Thu 21:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,bedroom_3,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
35880,d24 Thu 22:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
35940,d24 Thu 23:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,living,living,kitchen,bedroom_3,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
36000,d25 Fri 00:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,living,living,kitchen,bedroom_3,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
36060,d25 Fri 01:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,living,living,kitchen,bedroom_3,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
36120,d25 Fri 02:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,living,living,kitchen,bedroom_3,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
36180,d25 Fri 03:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,living,living,kitchen,bedroom_3,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
36240,d25 Fri 04:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,living,living,kitchen,bedroom_3,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
36300,d25 Fri 05:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,living,living,kitchen,bedroom_3,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
36360,d25 Fri 06:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,entry,entry,kitchen,living,living,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
36420,d25 Fri 07:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,kitchen,entry,entry,kitchen,kitchen,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
36480,d25 Fri 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,living,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
36540,d25 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,living,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
36600,d25 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,living,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
36660,d25 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,living,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
36720,d25 Fri 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,living,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
36780,d25 Fri 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,living,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
36840,d25 Fri 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,living,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
36900,d25 Fri 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,kitchen,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,living,living,outside,outside,outside,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
