t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,charger_mara,headphones_mara,notebook_mara,pen_mara,mug_mara,water_bottle_mara,glasses_mara,book_mara,jacket_mara,umbrella_mara,lunchbox_mara,yoga_mat_mara,gaming_controller_mara,remote_shared_1,blanket_shared_1,plate_shared_1,bowl_shared_1,mug_shared_1,pot_shared_1,pan_shared_1,laundry_basket_mara,towel_mara,vacuum_cleaner_shared_1,watering_can_mara,hairbrush_mara,medication_bottle_mara,suitcase_mara
16080,d11 Fri 04:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
16140,d11 Fri 05:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
16200,d11 Fri 06:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
16260,d11 Fri 07:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
16320,d11 Fri 08:00,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
16380,d11 Fri 09:00,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
16440,d11 Fri 10:00,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
16500,d11 Fri 11:00,bedroom,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
16560,d11 Fri 12:00,kitchen,bedroom,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
16620,d11 Fri 13:00,kitchen,bedroom,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
16680,d11 Fri 14:00,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
16740,d11 Fri 15:00,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
16800,d11 Fri 16:00,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
16860,d11 Fri 17:00,bedroom,outside,outside,outside,outside,kitchen,bedroom,bedroom,outside,kitchen,outside,outside,kitchen,outside,outside,outside,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,outside,outside
16920,d11 Fri 18:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
16980,d11 Fri 19:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17040,d11 Fri 20:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17100,d11 Fri 21:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17160,d11 Fri 22:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17220,d11 Fri 23:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17280,d12 Sat 00:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17340,d12 Sat 01:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17400,d12 Sat 02:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17460,d12 Sat 03:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17520,d12 Sat 04:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17580,d12 Sat 05:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17640,d12 Sat 06:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17700,d12 Sat 07:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17760,d12 Sat 08:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17820,d12 Sat 09:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17880,d12 Sat 10:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
17940,d12 Sat 11:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,entry,living,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
18000,d12 Sat 12:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,entry,bathroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
18060,d12 Sat 13:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
18120,d12 Sat 14:00,bedroom,entry,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,bedroom,living,entry,living,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
18180,d12 Sat 15:00,bedroom,outside,outside,outside,outside,kitchen,bedroom,kitchen,outside,kitchen,outside,outside,bedroom,outside,outside,outside,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,outside,outside
18240,d12 Sat 16:00,bedroom,outside,outside,outside,outside,kitchen,bedroom,kitchen,outside,kitchen,outside,outside,bedroom,outside,outside,outside,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,outside,outside
18300,d12 Sat 17:00,bedroom,outside,outside,outside,outside,kitchen,bedroom,kitchen,outside,kitchen,outside,outside,bedroom,outside,outside,outside,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,outside,outside
18360,d12 Sat 18:00,bedroom,entry,entry,entry,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
18420,d12 Sat 19:00,bedroom,entry,entry,entry,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
18480,d12 Sat 20:00,bedroom,entry,entry,entry,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,living,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
18540,d12 Sat 21:00,bedroom,entry,kitchen,entry,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,living,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
18600,d12 Sat 22:00,bedroom,entry,kitchen,entry,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,living,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
18660,d12 Sat 23:00,bedroom,entry,kitchen,entry,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,bedroom,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
18720,d13 Sun 00:00,bedroom,entry,kitchen,entry,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,bedroom,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
18780,d13 Sun 01:00,bedroom,entry,kitchen,entry,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,bedroom,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
18840,d13 Sun 02:00,bedroom,entry,kitchen,entry,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,bedroom,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
18900,d13 Sun 03:00,bedroom,entry,kitchen,entry,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,bedroom,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
18960,d13 Sun 04:00,bedroom,entry,kitchen,entry,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,bedroom,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
19020,d13 Sun 05:00,bedroom,entry,kitchen,entry,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,bedroom,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
19080,d13 Sun 06:00,bedroom,entry,kitchen,entry,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,bedroom,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
19140,d13 Sun 07:00,bedroom,entry,kitchen,entry,bedroom,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,bedroom,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
19200,d13 Sun 08:00,bedroom,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
19260,d13 Sun 09:00,bedroom,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
19320,d13 Sun 10:00,bedroom,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
19380,d13 Sun 11:00,bedroom,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,bedroom,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
19440,d13 Sun 12:00,bedroom,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
19500,d13 Sun 13:00,bedroom,outside,outside,outside,outside,kitchen,bedroom,kitchen,outside,kitchen,outside,outside,bedroom,outside,outside,outside,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,outside,outside
19560,d13 Sun 14:00,bedroom,outside,outside,outside,outside,kitchen,bedroom,kitchen,outside,kitchen,outside,outside,bedroom,outside,outside,outside,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,outside,outside
19620,d13 Sun 15:00,bedroom,outside,outside,outside,outside,kitchen,bedroom,kitchen,outside,kitchen,outside,outside,bedroom,outside,outside,outside,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,outside,outside
19680,d13 Sun 16:00,bedroom,living,entry,entry,entry,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
19740,d13 Sun 17:00,bedroom,living,entry,entry,entry,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,bedroom,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
19800,d13 Sun 18:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
19860,d13 Sun 19:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
19920,d13 Sun 20:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,living,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
19980,d13 Sun 21:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
20040,d13 Sun 22:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
20100,d13 Sun 23:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
20160,d14 Mon 00:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
20220,d14 Mon 01:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
20280,d14 Mon 02:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
20340,d14 Mon 03:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
20400,d14 Mon 04:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
20460,d14 Mon 05:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
20520,d14 Mon 06:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
20580,d14 Mon 07:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
20640,d14 Mon 08:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
20700,d14 Mon 09:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
20760,d14 Mon 10:00,bedroom,living,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
20820,d14 Mon 11:00,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
20880,d14 Mon 12:00,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
20940,d14 Mon 13:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,bedroom,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21000,d14 Mon 14:00,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,bedroom,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21060,d14 Mon 15:00,kitchen,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,living,entry,bedroom,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21120,d14 Mon 16:00,kitchen,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,living,entry,living,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21180,d14 Mon 17:00,kitchen,bedroom,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,living,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21240,d14 Mon 18:00,kitchen,bedroom,entry,entry,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,living,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21300,d14 Mon 19:00,kitchen,bedroom,entry,kitchen,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21360,d14 Mon 20:00,kitchen,bedroom,entry,kitchen,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
21420,d14 Mon 21:00,kitchen,bedroom,entry,kitchen,entry,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,living,entry,kitchen,kitchen,living,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bathroom,kitchen,bedroom
