t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,charger_mara,headphones_mara,notebook_mara,pen_mara,mug_mara,water_bottle_mara,glasses_mara,book_mara,jacket_mara,umbrella_mara,lunchbox_mara,yoga_mat_mara,gaming_controller_mara,remote_shared_1,blanket_shared_1,plate_shared_1,bowl_shared_1,mug_shared_1,pot_shared_1,pan_shared_1,laundry_basket_mara,towel_mara,vacuum_cleaner_shared_1,watering_can_mara,hairbrush_mara,medication_bottle_mara,suitcase_mara
31500,d21 Mon 21:00,kitchen_table_k1,couch_l1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,sink_k1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
31560,d21 Mon 22:00,kitchen_table_k1,couch_l1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,sink_k1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
31620,d21 Mon 23:00,kitchen_table_k1,couch_l1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,sink_k1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
31680,d22 Tue 00:00,kitchen_table_k1,couch_l1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,sink_k1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
31740,d22 Tue 01:00,kitchen_table_k1,couch_l1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,sink_k1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
31800,d22 Tue 02:00,kitchen_table_k1,couch_l1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,sink_k1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
31860,d22 Tue 03:00,kitchen_table_k1,couch_l1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,sink_k1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
31920,d22 Tue 04:00,kitchen_table_k1,couch_l1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,sink_k1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
31980,d22 Tue 05:00,kitchen_table_k1,couch_l1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,sink_k1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
32040,d22 Tue 06:00,kitchen_table_k1,couch_l1,counter_k1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,sink_k1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
32100,d22 Tue 07:00,kitchen_table_k1,couch_l1,counter_k1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
32160,d22 Tue 08:00,desk_b1,couch_l1,counter_k1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
32220,d22 Tue 09:00,desk_b1,couch_l1,counter_k1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
32280,d22 Tue 10:00,desk_b1,couch_l1,counter_k1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
32340,d22 Tue 11:00,kitchen_table_k1,desk_b1,counter_k1,entry_table_e1,desk_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
32400,d22 Tue 12:00,kitchen_table_k1,desk_b1,counter_k1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,desk_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,coffee_table_l1,couch_l1,dish_rack_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
32460,d22 Tue 13:00,desk_b1,desk_b1,counter_k1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,desk_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,couch_l1,dish_rack_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
32520,d22 Tue 14:00,desk_b1,desk_b1,counter_k1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,desk_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,couch_l1,dish_rack_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
32580,d22 Tue 15:00,desk_b1,kitchen_table_k1,counter_k1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,desk_b1,armchair_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,couch_l1,dish_rack_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
32640,d22 Tue 16:00,desk_b1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,person:resident_1,couch_l1,cupboard_k1,counter_k1,couch_l1,dish_rack_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,person:resident_1,person:resident_1
32700,d22 Tue 17:00,desk_b1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,armchair_l1,person:resident_1,person:resident_1,person:resident_1,couch_l1,cupboard_k1,counter_k1,couch_l1,dish_rack_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,person:resident_1,person:resident_1
32760,d22 Tue 18:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,couch_l1,dish_rack_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
32820,d22 Tue 19:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b1,armchair_l1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,couch_l1,dish_rack_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
32880,d22 Tue 20:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b1,couch_l1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,couch_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
32940,d22 Tue 21:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b1,couch_l1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,couch_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33000,d22 Tue 22:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33060,d22 Tue 23:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33120,d23 Wed 00:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33180,d23 Wed 01:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33240,d23 Wed 02:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33300,d23 Wed 03:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33360,d23 Wed 04:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33420,d23 Wed 05:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33480,d23 Wed 06:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33540,d23 Wed 07:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,chair_k1,desk_b1,kitchen_table_k1,counter_k1,desk_b1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33600,d23 Wed 08:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,desk_b1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33660,d23 Wed 09:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,desk_b1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33720,d23 Wed 10:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,desk_b1,counter_k1,nightstand_b1,nightstand_b1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33780,d23 Wed 11:00,desk_b1,desk_b1,entry_hook_e1,person:resident_1,kitchen_table_k1,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,kitchen_table_k1,desk_b1,nightstand_b1,entry_hook_e1,cupboard_k1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33840,d23 Wed 12:00,desk_b1,kitchen_table_k1,entry_hook_e1,person:resident_1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,nightstand_b1,entry_hook_e1,cupboard_k1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33900,d23 Wed 13:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,person:resident_1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,nightstand_b1,entry_hook_e1,cupboard_k1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
33960,d23 Wed 14:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,nightstand_b1,entry_hook_e1,cupboard_k1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
34020,d23 Wed 15:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,nightstand_b1,entry_hook_e1,cupboard_k1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
34080,d23 Wed 16:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,entry_floor_e1,desk_b1,nightstand_b1,entry_hook_e1,cupboard_k1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,bathroom_shelf_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
34140,d23 Wed 17:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,entry_floor_e1,desk_b1,nightstand_b1,entry_hook_e1,cupboard_k1,cupboard_k1,couch_l1,cupboard_k1,counter_k1,armchair_l1,kitchen_table_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
34200,d23 Wed 18:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,entry_floor_e1,desk_b1,nightstand_b1,entry_hook_e1,cupboard_k1,cupboard_k1,couch_l1,cupboard_k1,cupboard_k1,armchair_l1,kitchen_table_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
34260,d23 Wed 19:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,entry_floor_e1,desk_b1,nightstand_b1,entry_hook_e1,cupboard_k1,cupboard_k1,couch_l1,cupboard_k1,cupboard_k1,armchair_l1,sink_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
34320,d23 Wed 20:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,entry_floor_e1,desk_b1,nightstand_b1,entry_hook_e1,cupboard_k1,cupboard_k1,couch_l1,cupboard_k1,cupboard_k1,armchair_l1,sink_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
34380,d23 Wed 21:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,entry_floor_e1,desk_b1,nightstand_b1,entry_hook_e1,cupboard_k1,cupboard_k1,couch_l1,couch_l1,cupboard_k1,armchair_l1,sink_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
34440,d23 Wed 22:00,kitchen_table_k1,cupboard_k1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,entry_floor_e1,desk_b1,nightstand_b1,entry_hook_e1,cupboard_k1,cupboard_k1,couch_l1,coffee_table_l1,cupboard_k1,armchair_l1,sink_k1,desk_b1,cupboard_k1,dish_rack_k1,sink_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
