t,stamp,mug_marie,mug_1,bowl_marie,plate_1,laptop_marie,phone_marie,tablet_marie,keys_marie,wallet_marie,book_marie,book_1,water_bottle_marie,remote_marie,charger_marie,backpack_marie,jacket_marie,glasses_marie,notebook_marie,pen_marie,medication_bottle_marie,blanket_marie,towel_marie,gaming_controller_marie,umbrella_marie,laundry_basket_marie,vacuum_cleaner_1,pot_1,pan_1,suitcase_marie,watering_can_marie
18060,d12 Sat 13:00,living,living,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
18120,d12 Sat 14:00,living,living,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
18180,d12 Sat 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
18240,d12 Sat 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
18300,d12 Sat 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
18360,d12 Sat 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
18420,d12 Sat 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
18480,d12 Sat 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
18540,d12 Sat 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
18600,d12 Sat 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
18660,d12 Sat 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
18720,d13 Sun 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
18780,d13 Sun 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
18840,d13 Sun 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
18900,d13 Sun 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
18960,d13 Sun 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
19020,d13 Sun 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
19080,d13 Sun 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
19140,d13 Sun 07:00,kitchen,kitchen,kitchen,kitchen,outside,outside,kitchen,outside,outside,outside,living,outside,living,outside,outside,outside,kitchen,outside,outside,kitchen,living,bedroom,living,outside,bedroom,entry,kitchen,kitchen,outside,kitchen
19200,d13 Sun 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,kitchen,outside,outside,outside,living,outside,living,outside,outside,outside,kitchen,outside,outside,kitchen,living,bedroom,living,outside,bedroom,entry,kitchen,kitchen,outside,kitchen
19260,d13 Sun 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
19320,d13 Sun 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
19380,d13 Sun 11:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
19440,d13 Sun 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
19500,d13 Sun 13:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
19560,d13 Sun 14:00,living,kitchen,kitchen,kitchen,outside,outside,kitchen,outside,outside,outside,living,outside,living,outside,outside,outside,living,outside,outside,kitchen,living,bedroom,living,outside,bedroom,entry,kitchen,kitchen,outside,kitchen
19620,d13 Sun 15:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
19680,d13 Sun 16:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
19740,d13 Sun 17:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
19800,d13 Sun 18:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
19860,d13 Sun 19:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
19920,d13 Sun 20:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
19980,d13 Sun 21:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
20040,d13 Sun 22:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
20100,d13 Sun 23:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
20160,d14 Mon 00:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
20220,d14 Mon 01:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
20280,d14 Mon 02:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
20340,d14 Mon 03:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
20400,d14 Mon 04:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
20460,d14 Mon 05:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
20520,d14 Mon 06:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
20580,d14 Mon 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
20640,d14 Mon 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
20700,d14 Mon 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
20760,d14 Mon 10:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
20820,d14 Mon 11:00,living,kitchen,kitchen,kitchen,outside,outside,kitchen,outside,outside,outside,living,outside,living,outside,outside,outside,living,outside,outside,bathroom,living,bedroom,living,outside,bedroom,entry,kitchen,kitchen,outside,kitchen
20880,d14 Mon 12:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
20940,d14 Mon 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21000,d14 Mon 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21060,d14 Mon 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21120,d14 Mon 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21180,d14 Mon 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21240,d14 Mon 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21300,d14 Mon 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21360,d14 Mon 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21420,d14 Mon 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21480,d14 Mon 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21540,d14 Mon 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21600,d15 Tue 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21660,d15 Tue 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21720,d15 Tue 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21780,d15 Tue 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21840,d15 Tue 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21900,d15 Tue 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
21960,d15 Tue 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22020,d15 Tue 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22080,d15 Tue 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,kitchen,outside,outside,outside,living,outside,kitchen,outside,outside,outside,living,outside,outside,kitchen,living,bedroom,living,outside,bedroom,entry,kitchen,kitchen,outside,kitchen
22140,d15 Tue 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22200,d15 Tue 10:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22260,d15 Tue 11:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22320,d15 Tue 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22380,d15 Tue 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22440,d15 Tue 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22500,d15 Tue 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22560,d15 Tue 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22620,d15 Tue 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22680,d15 Tue 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22740,d15 Tue 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22800,d15 Tue 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22860,d15 Tue 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22920,d15 Tue 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
22980,d15 Tue 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23040,d16 Wed 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23100,d16 Wed 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23160,d16 Wed 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23220,d16 Wed 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23280,d16 Wed 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23340,d16 Wed 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23400,d16 Wed 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23460,d16 Wed 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23520,d16 Wed 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23580,d16 Wed 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,bathroom,living,bedroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23640,d16 Wed 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23700,d16 Wed 11:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23760,d16 Wed 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23820,d16 Wed 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23880,d16 Wed 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
23940,d16 Wed 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,kitchen
