t,stamp,laptop_nia,phone_nia,keys_nia,wallet_nia,backpack_nia,water_bottle_nia,notebook_nia,pen_nia,mug_nia,book_nia,blanket_nia,charger_nia,jacket_nia,laundry_basket_nia,laptop_mateo,phone_mateo,keys_mateo,wallet_mateo,backpack_mateo,headphones_mateo,notebook_mateo,pen_mateo,mug_mateo,gaming_controller_mateo,charger_mateo,jacket_mateo,phone_priya,keys_priya,wallet_priya,backpack_priya,water_bottle_priya,jacket_priya,umbrella_priya,yoga_mat_priya,lunchbox_priya,hairbrush_priya,medication_bottle_priya,bowl_shared_1,plate_shared_1,plate_shared_2,pot_shared_1,pan_shared_1,remote_shared_1,vacuum_cleaner_shared_1,towel_shared_1,laundry_basket_shared_1
29640,d20 Sun 14:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bedroom_3
29700,d20 Sun 15:00,bedroom_1,entry,outside,outside,outside,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,entry,outside,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,outside
29760,d20 Sun 16:00,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
29820,d20 Sun 17:00,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
29880,d20 Sun 18:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
29940,d20 Sun 19:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30000,d20 Sun 20:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30060,d20 Sun 21:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30120,d20 Sun 22:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30180,d20 Sun 23:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30240,d21 Mon 00:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30300,d21 Mon 01:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30360,d21 Mon 02:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30420,d21 Mon 03:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,outside,outside,bedroom_3,outside,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30480,d21 Mon 04:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30540,d21 Mon 05:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30600,d21 Mon 06:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30660,d21 Mon 07:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,outside,outside,outside,bedroom_2,outside,outside,bedroom_2,living,kitchen,bedroom_2,bedroom_2,outside,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30720,d21 Mon 08:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,outside,outside,outside,bedroom_2,outside,outside,bedroom_2,living,kitchen,bedroom_2,bedroom_2,outside,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30780,d21 Mon 09:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,living,bedroom_1,outside,bedroom_1,outside,outside,outside,bedroom_2,outside,outside,bedroom_2,living,kitchen,bedroom_2,bedroom_2,outside,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30840,d21 Mon 10:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,living,bedroom_1,outside,bedroom_1,outside,outside,outside,bedroom_2,outside,outside,bedroom_2,living,kitchen,bedroom_2,bedroom_2,outside,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30900,d21 Mon 11:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,living,bedroom_1,outside,bedroom_1,outside,outside,outside,bedroom_2,outside,outside,bedroom_2,living,kitchen,bedroom_2,bedroom_2,outside,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
30960,d21 Mon 12:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,living,bedroom_1,outside,bedroom_1,outside,outside,outside,bedroom_2,outside,outside,bedroom_2,living,kitchen,bedroom_2,bedroom_2,outside,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31020,d21 Mon 13:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,living,bedroom_1,outside,bedroom_1,outside,outside,outside,bedroom_2,outside,outside,bedroom_2,living,kitchen,bedroom_2,bedroom_2,outside,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31080,d21 Mon 14:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,living,bedroom_1,outside,bedroom_1,outside,outside,outside,bedroom_2,outside,outside,bedroom_2,living,kitchen,bedroom_2,bedroom_2,outside,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31140,d21 Mon 15:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,living,bedroom_1,outside,bedroom_1,outside,outside,outside,bedroom_2,outside,outside,bedroom_2,living,kitchen,bedroom_2,bedroom_2,outside,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31200,d21 Mon 16:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,living,bedroom_1,outside,bedroom_1,living,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,living,kitchen,bedroom_2,living,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,entry,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31260,d21 Mon 17:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_2,living,kitchen,bedroom_2,living,kitchen,entry,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31320,d21 Mon 18:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,kitchen,living,bedroom_2,living,kitchen,bedroom_2,living,kitchen,entry,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31380,d21 Mon 19:00,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,kitchen,living,bedroom_2,living,kitchen,bedroom_2,living,kitchen,entry,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31440,d21 Mon 20:00,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,kitchen,living,bedroom_2,living,kitchen,bedroom_2,living,kitchen,entry,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31500,d21 Mon 21:00,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,kitchen,living,bedroom_2,living,kitchen,bedroom_2,living,kitchen,entry,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31560,d21 Mon 22:00,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,kitchen,living,bedroom_2,living,kitchen,bedroom_2,living,kitchen,entry,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31620,d21 Mon 23:00,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,kitchen,living,bedroom_2,living,kitchen,bedroom_2,living,kitchen,entry,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31680,d22 Tue 00:00,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,kitchen,living,bedroom_2,living,kitchen,bedroom_2,living,kitchen,entry,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31740,d22 Tue 01:00,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,kitchen,living,bedroom_2,living,kitchen,bedroom_2,living,kitchen,entry,outside,outside,outside,outside,outside,entry,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31800,d22 Tue 02:00,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,kitchen,living,bedroom_2,living,kitchen,bedroom_2,living,kitchen,entry,entry,bedroom_3,bedroom_3,entry,entry,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31860,d22 Tue 03:00,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,kitchen,living,bedroom_2,living,kitchen,bedroom_2,living,kitchen,entry,entry,bedroom_3,bedroom_3,entry,entry,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31920,d22 Tue 04:00,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,kitchen,living,bedroom_2,living,kitchen,bedroom_2,living,kitchen,entry,entry,bedroom_3,bedroom_3,entry,entry,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
31980,d22 Tue 05:00,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,kitchen,living,bedroom_2,living,kitchen,bedroom_2,living,kitchen,entry,entry,bedroom_3,bedroom_3,entry,entry,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
32040,d22 Tue 06:00,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,kitchen,living,bedroom_2,living,kitchen,bedroom_2,living,kitchen,entry,entry,bedroom_3,bedroom_3,entry,entry,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
32100,d22 Tue 07:00,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,bedroom_2,living,outside,entry,entry,bedroom_3,bedroom_3,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
32160,d22 Tue 08:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,living,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,bedroom_2,living,outside,outside,outside,outside,outside,entry,entry,outside,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
32220,d22 Tue 09:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,living,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,bedroom_2,living,outside,outside,outside,outside,outside,entry,entry,outside,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
32280,d22 Tue 10:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,living,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,bedroom_2,living,outside,entry,bedroom_3,bedroom_3,entry,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
32340,d22 Tue 11:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,living,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,living,living,outside,outside,outside,outside,entry,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,outside
32400,d22 Tue 12:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,living,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,living,living,outside,entry,entry,bedroom_3,entry,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
32460,d22 Tue 13:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,living,living,outside,entry,entry,bedroom_3,entry,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
32520,d22 Tue 14:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,outside,bedroom_1,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,living,living,outside,entry,entry,bedroom_3,entry,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
32580,d22 Tue 15:00,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,outside,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,living,living,living,living,kitchen,entry,entry,bedroom_3,entry,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
32640,d22 Tue 16:00,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,bedroom_2,living,living,living,living,kitchen,entry,entry,bedroom_3,entry,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
32700,d22 Tue 17:00,kitchen,outside,outside,outside,bedroom_1,outside,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,living,living,living,living,kitchen,entry,entry,bedroom_3,entry,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
32760,d22 Tue 18:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,living,living,living,living,kitchen,entry,entry,bedroom_3,entry,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
32820,d22 Tue 19:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,living,living,living,living,kitchen,entry,entry,bedroom_3,entry,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
32880,d22 Tue 20:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,living,living,living,living,kitchen,entry,entry,bedroom_3,entry,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
32940,d22 Tue 21:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,living,living,living,living,kitchen,entry,entry,bedroom_3,entry,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
33000,d22 Tue 22:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,living,living,living,living,kitchen,entry,entry,bedroom_3,entry,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
33060,d22 Tue 23:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,living,living,living,living,kitchen,entry,entry,bedroom_3,entry,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
33120,d23 Wed 00:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,living,living,living,living,kitchen,entry,entry,bedroom_3,entry,entry,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
