t,stamp,laptop_nia,phone_nia,keys_nia,wallet_nia,backpack_nia,water_bottle_nia,notebook_nia,pen_nia,mug_nia,book_nia,blanket_nia,charger_nia,jacket_nia,laundry_basket_nia,laptop_mateo,phone_mateo,keys_mateo,wallet_mateo,backpack_mateo,headphones_mateo,notebook_mateo,pen_mateo,mug_mateo,gaming_controller_mateo,charger_mateo,jacket_mateo,phone_priya,keys_priya,wallet_priya,backpack_priya,water_bottle_priya,jacket_priya,umbrella_priya,yoga_mat_priya,lunchbox_priya,hairbrush_priya,medication_bottle_priya,bowl_shared_1,plate_shared_1,plate_shared_2,pot_shared_1,pan_shared_1,remote_shared_1,vacuum_cleaner_shared_1,towel_shared_1,laundry_basket_shared_1
33420,d23 Wed 05:00,kitchen_table_k1,nightstand_b1,entry_table_e1,desk_b1,bedroom_floor_b1,desk_b1,kitchen_table_k1,desk_b1,cupboard_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,desk_b2,dish_rack_k1,entry_table_e1,chair_k2,bedroom_floor_b2,cupboard_k1,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,couch_l1,dish_rack_k1,entry_table_e1,bathroom_shelf_ba1,desk_b3,bedroom_floor_b3,entry_table_e1,entry_hook_e1,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,cupboard_k1,sink_k1,cupboard_k1,dish_rack_k1,armchair_l1,entry_floor_e1,towel_rack_ba1,bathroom_shelf_ba1
33480,d23 Wed 06:00,kitchen_table_k1,entry_table_e1,entry_table_e1,desk_b1,bedroom_floor_b1,desk_b1,kitchen_table_k1,desk_b1,cupboard_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,desk_b2,dish_rack_k1,entry_table_e1,chair_k2,bedroom_floor_b2,cupboard_k1,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,couch_l1,dish_rack_k1,entry_table_e1,bathroom_shelf_ba1,desk_b3,bedroom_floor_b3,entry_table_e1,entry_hook_e1,entry_hook_e1,couch_l1,counter_k1,desk_b2,desk_b3,entry_table_e1,cupboard_k1,sink_k1,cupboard_k1,dish_rack_k1,armchair_l1,entry_floor_e1,towel_rack_ba1,bathroom_shelf_ba1
33540,d23 Wed 07:00,kitchen_table_k1,entry_table_e1,entry_table_e1,desk_b1,bedroom_floor_b1,desk_b1,kitchen_table_k1,desk_b1,cupboard_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,couch_l1,person:resident_2,entry_table_e1,bathroom_shelf_ba1,desk_b3,bedroom_floor_b3,entry_table_e1,entry_hook_e1,entry_hook_e1,couch_l1,counter_k1,desk_b1,desk_b3,entry_table_e1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,armchair_l1,entry_floor_e1,towel_rack_ba1,bathroom_shelf_ba1
33600,d23 Wed 08:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,person:resident_1,desk_b1,cupboard_k1,bed_b1,bed_b1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,couch_l1,person:resident_2,entry_table_e1,bathroom_shelf_ba1,desk_b3,bedroom_floor_b3,entry_table_e1,entry_hook_e1,entry_hook_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,cupboard_k1,dish_rack_k1,armchair_l1,entry_floor_e1,towel_rack_ba1,bathroom_shelf_ba1
33660,d23 Wed 09:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,person:resident_1,desk_b1,cupboard_k1,bed_b1,bed_b1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,couch_l1,person:resident_2,entry_table_e1,bathroom_shelf_ba1,desk_b3,bedroom_floor_b3,entry_table_e1,entry_hook_e1,entry_hook_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,cupboard_k1,dish_rack_k1,armchair_l1,entry_floor_e1,towel_rack_ba1,bathroom_shelf_ba1
33720,d23 Wed 10:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,person:resident_1,desk_b1,cupboard_k1,bed_b1,bed_b1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,couch_l1,person:resident_2,entry_table_e1,bathroom_shelf_ba1,desk_b3,bedroom_floor_b3,entry_table_e1,entry_hook_e1,entry_hook_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,cupboard_k1,dish_rack_k1,armchair_l1,entry_floor_e1,towel_rack_ba1,bathroom_shelf_ba1
33780,d23 Wed 11:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,person:resident_1,desk_b1,cupboard_k1,bed_b1,bed_b1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,couch_l1,person:resident_2,entry_table_e1,bathroom_shelf_ba1,desk_b3,bedroom_floor_b3,entry_table_e1,entry_hook_e1,entry_hook_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,cupboard_k1,dish_rack_k1,armchair_l1,entry_floor_e1,towel_rack_ba1,bathroom_shelf_ba1
33840,d23 Wed 12:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,person:resident_1,desk_b1,cupboard_k1,bed_b1,bed_b1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,couch_l1,person:resident_2,entry_table_e1,bathroom_shelf_ba1,desk_b3,bedroom_floor_b3,entry_table_e1,entry_hook_e1,entry_hook_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,cupboard_k1,dish_rack_k1,armchair_l1,entry_floor_e1,towel_rack_ba1,bathroom_shelf_ba1
33900,d23 Wed 13:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,person:resident_1,desk_b1,cupboard_k1,bed_b1,bed_b1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,couch_l1,person:resident_2,entry_table_e1,bathroom_shelf_ba1,desk_b3,bedroom_floor_b3,entry_table_e1,entry_hook_e1,entry_hook_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,cupboard_k1,dish_rack_k1,armchair_l1,entry_floor_e1,towel_rack_ba1,bathroom_shelf_ba1
33960,d23 Wed 14:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,person:resident_1,desk_b1,cupboard_k1,bed_b1,bed_b1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,couch_l1,person:resident_2,entry_table_e1,bathroom_shelf_ba1,desk_b3,bedroom_floor_b3,entry_table_e1,entry_hook_e1,entry_hook_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,cupboard_k1,dish_rack_k1,armchair_l1,entry_floor_e1,towel_rack_ba1,bathroom_shelf_ba1
34020,d23 Wed 15:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,person:resident_1,desk_b1,dish_rack_k1,bed_b1,bed_b1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,couch_l1,person:resident_2,entry_table_e1,bathroom_shelf_ba1,desk_b3,bedroom_floor_b3,entry_table_e1,entry_hook_e1,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,kitchen_table_k1,sink_k1,cupboard_k1,dish_rack_k1,armchair_l1,entry_floor_e1,towel_rack_ba1,bathroom_shelf_ba1
34080,d23 Wed 16:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,person:resident_1,desk_b1,dish_rack_k1,bed_b1,bed_b1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,coffee_table_l1,coffee_table_l1,game_shelf_l1,couch_l1,person:resident_2,entry_table_e1,bathroom_shelf_ba1,desk_b3,bedroom_floor_b3,sink_k1,entry_hook_e1,entry_hook_e1,couch_l1,counter_k1,entry_table_e1,desk_b3,entry_table_e1,cupboard_k1,sink_k1,cupboard_k1,cupboard_k1,armchair_l1,entry_floor_e1,towel_rack_ba1,bathroom_shelf_ba1
34140,d23 Wed 17:00,kitchen_table_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,bedroom_floor_b1,desk_b1,desk_b1,desk_b1,sink_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,chair_k1,nightstand_b2,cupboard_k1,chair_k2,chair_k1,desk_b2,bedroom_floor_b2,coffee_table_l1,coffee_table_l1,coffee_table_l1,desk_b2,dish_rack_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_hook_e1,couch_l1,person:resident_3,desk_b3,desk_b3,entry_table_e1,cupboard_k1,sink_k1,cupboard_k1,cupboard_k1,armchair_l1,entry_floor_e1,towel_rack_ba1,bathroom_shelf_ba1
34200,d23 Wed 18:00,kitchen_table_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,bedroom_floor_b1,desk_b1,desk_b1,desk_b1,dish_rack_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,cupboard_k1,chair_k2,chair_k1,chair_k2,chair_k1,coffee_table_l1,sink_k1,desk_b1,couch_l1,dish_rack_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_hook_e1,couch_l1,person:resident_3,desk_b3,desk_b3,entry_table_e1,cupboard_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,armchair_l1,entry_floor_e1,towel_rack_ba1,bathroom_shelf_ba1
34260,d23 Wed 19:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,bedroom_floor_b1,desk_b1,desk_b1,kitchen_table_k1,dish_rack_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,cupboard_k1,chair_k2,chair_k1,chair_k2,chair_k1,coffee_table_l1,sink_k1,desk_b1,couch_l1,dish_rack_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_hook_e1,couch_l1,person:resident_3,desk_b3,desk_b3,entry_table_e1,cupboard_k1,sink_k1,cupboard_k1,cupboard_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
34320,d23 Wed 20:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,bedroom_floor_b1,desk_b1,desk_b1,kitchen_table_k1,dish_rack_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,cupboard_k1,chair_k2,chair_k1,chair_k2,chair_k1,coffee_table_l1,sink_k1,desk_b1,couch_l1,dish_rack_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_hook_e1,couch_l1,person:resident_3,desk_b3,desk_b3,entry_table_e1,cupboard_k1,sink_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
34380,d23 Wed 21:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,bedroom_floor_b1,desk_b1,desk_b1,kitchen_table_k1,dish_rack_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,cupboard_k1,chair_k2,chair_k1,chair_k2,chair_k1,coffee_table_l1,sink_k1,desk_b1,couch_l1,dish_rack_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_hook_e1,couch_l1,person:resident_3,desk_b3,desk_b3,entry_table_e1,cupboard_k1,sink_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
34440,d23 Wed 22:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,bedroom_floor_b1,desk_b1,desk_b1,kitchen_table_k1,dish_rack_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,cupboard_k1,chair_k2,chair_k1,chair_k2,chair_k1,coffee_table_l1,sink_k1,desk_b1,couch_l1,dish_rack_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_hook_e1,couch_l1,person:resident_3,desk_b3,desk_b3,entry_table_e1,cupboard_k1,sink_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
34500,d23 Wed 23:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,bedroom_floor_b1,desk_b1,desk_b1,kitchen_table_k1,dish_rack_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,cupboard_k1,chair_k2,chair_k1,chair_k2,chair_k1,coffee_table_l1,sink_k1,desk_b1,couch_l1,dish_rack_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_hook_e1,couch_l1,person:resident_3,desk_b3,desk_b3,entry_table_e1,cupboard_k1,sink_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
34560,d24 Thu 00:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,bedroom_floor_b1,desk_b1,desk_b1,kitchen_table_k1,dish_rack_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,cupboard_k1,chair_k2,chair_k1,chair_k2,chair_k1,coffee_table_l1,sink_k1,desk_b1,couch_l1,dish_rack_k1,desk_b3,desk_b3,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,cupboard_k1,cupboard_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
34620,d24 Thu 01:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,bedroom_floor_b1,desk_b1,desk_b1,kitchen_table_k1,dish_rack_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,cupboard_k1,chair_k2,chair_k1,chair_k2,chair_k1,coffee_table_l1,sink_k1,desk_b1,couch_l1,dish_rack_k1,desk_b3,desk_b3,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,cupboard_k1,cupboard_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
34680,d24 Thu 02:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,bedroom_floor_b1,desk_b1,desk_b1,kitchen_table_k1,dish_rack_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,cupboard_k1,chair_k2,chair_k1,chair_k2,chair_k1,coffee_table_l1,sink_k1,desk_b1,couch_l1,dish_rack_k1,desk_b3,desk_b3,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,cupboard_k1,cupboard_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
34740,d24 Thu 03:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,bedroom_floor_b1,desk_b1,desk_b1,kitchen_table_k1,dish_rack_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,cupboard_k1,chair_k2,chair_k1,chair_k2,chair_k1,coffee_table_l1,sink_k1,desk_b1,couch_l1,dish_rack_k1,desk_b3,desk_b3,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,cupboard_k1,cupboard_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
34800,d24 Thu 04:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,bedroom_floor_b1,desk_b1,desk_b1,kitchen_table_k1,dish_rack_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,cupboard_k1,chair_k2,chair_k1,chair_k2,chair_k1,coffee_table_l1,sink_k1,desk_b1,couch_l1,dish_rack_k1,desk_b3,desk_b3,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,cupboard_k1,cupboard_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
34860,d24 Thu 05:00,desk_b1,nightstand_b1,entry_table_e1,kitchen_table_k1,bedroom_floor_b1,desk_b1,desk_b1,kitchen_table_k1,dish_rack_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,cupboard_k1,chair_k2,chair_k1,chair_k2,chair_k1,coffee_table_l1,sink_k1,desk_b1,couch_l1,dish_rack_k1,desk_b3,desk_b3,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,cupboard_k1,cupboard_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
34920,d24 Thu 06:00,desk_b1,entry_table_e1,entry_table_e1,kitchen_table_k1,bedroom_floor_b1,desk_b1,desk_b1,kitchen_table_k1,counter_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,nightstand_b2,cupboard_k1,chair_k2,chair_k1,chair_k2,chair_k1,coffee_table_l1,counter_k1,desk_b1,couch_l1,dish_rack_k1,desk_b3,desk_b3,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,cupboard_k1,cupboard_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
34980,d24 Thu 07:00,desk_b1,entry_table_e1,entry_table_e1,kitchen_table_k1,bedroom_floor_b1,desk_b1,desk_b1,kitchen_table_k1,counter_k1,bed_b1,bed_b1,desk_b1,entry_hook_e1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,chair_k1,coffee_table_l1,counter_k1,desk_b1,couch_l1,person:resident_2,desk_b3,desk_b3,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,nightstand_b1,desk_b3,entry_table_e1,sink_k1,cupboard_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
35040,d24 Thu 08:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,person:resident_1,kitchen_table_k1,dish_rack_k1,bed_b1,bed_b1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,chair_k1,coffee_table_l1,sink_k1,desk_b1,couch_l1,person:resident_2,desk_b3,desk_b3,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,nightstand_b1,desk_b3,entry_table_e1,sink_k1,cupboard_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
35100,d24 Thu 09:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,person:resident_1,kitchen_table_k1,dish_rack_k1,bed_b1,bed_b1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,chair_k1,coffee_table_l1,cupboard_k1,desk_b1,couch_l1,person:resident_2,desk_b3,desk_b3,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,nightstand_b1,desk_b3,entry_table_e1,cupboard_k1,cupboard_k1,counter_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
35160,d24 Thu 10:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,person:resident_1,kitchen_table_k1,dish_rack_k1,bed_b1,bed_b1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,chair_k1,coffee_table_l1,cupboard_k1,desk_b1,couch_l1,person:resident_2,desk_b3,desk_b3,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,nightstand_b1,desk_b3,entry_table_e1,cupboard_k1,cupboard_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bathroom_shelf_ba1
35220,d24 Thu 11:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,person:resident_1,kitchen_table_k1,dish_rack_k1,bed_b1,bed_b1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,chair_k1,coffee_table_l1,cupboard_k1,desk_b1,couch_l1,person:resident_2,person:resident_3,person:resident_3,person:resident_3,desk_b3,sink_k1,chair_k2,chair_k2,couch_l1,counter_k1,nightstand_b1,desk_b3,entry_table_e1,cupboard_k1,cupboard_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,person:resident_3
35280,d24 Thu 12:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,sink_k1,person:resident_1,kitchen_table_k1,dish_rack_k1,couch_l1,couch_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,chair_k1,coffee_table_l1,cupboard_k1,desk_b1,couch_l1,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,desk_b3,sink_k1,chair_k2,chair_k2,couch_l1,counter_k1,nightstand_b1,desk_b3,entry_table_e1,cupboard_k1,cupboard_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
35340,d24 Thu 13:00,kitchen_table_k1,nightstand_b1,entry_table_e1,chair_k1,chair_k1,sink_k1,desk_b1,kitchen_table_k1,dish_rack_k1,couch_l1,couch_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,game_shelf_l1,nightstand_b2,entry_table_e1,desk_b2,bedroom_floor_b2,desk_b2,chair_k1,coffee_table_l1,cupboard_k1,desk_b1,coffee_table_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,desk_b3,sink_k1,chair_k2,chair_k2,couch_l1,counter_k1,nightstand_b1,desk_b3,entry_table_e1,cupboard_k1,cupboard_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
35400,d24 Thu 14:00,kitchen_table_k1,nightstand_b1,entry_table_e1,chair_k1,chair_k1,sink_k1,desk_b1,kitchen_table_k1,dish_rack_k1,couch_l1,couch_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,couch_l1,nightstand_b2,entry_table_e1,desk_b2,bedroom_floor_b2,armchair_l1,chair_k1,coffee_table_l1,cupboard_k1,desk_b1,kitchen_table_k1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,desk_b3,sink_k1,chair_k2,chair_k2,couch_l1,counter_k1,nightstand_b1,desk_b3,entry_table_e1,cupboard_k1,cupboard_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
35460,d24 Thu 15:00,kitchen_table_k1,nightstand_b1,entry_table_e1,chair_k1,chair_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,couch_l1,couch_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,couch_l1,person:resident_2,person:resident_2,person:resident_2,bedroom_floor_b2,armchair_l1,chair_k1,coffee_table_l1,cupboard_k1,desk_b1,kitchen_table_k1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,desk_b3,sink_k1,chair_k2,chair_k2,couch_l1,counter_k1,nightstand_b1,desk_b3,entry_table_e1,cupboard_k1,sink_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
35520,d24 Thu 16:00,kitchen_table_k1,nightstand_b1,entry_table_e1,desk_b1,chair_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,couch_l1,couch_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,couch_l1,nightstand_b2,entry_table_e1,dish_rack_k1,bedroom_floor_b2,armchair_l1,chair_k1,coffee_table_l1,cupboard_k1,desk_b1,kitchen_table_k1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,desk_b3,sink_k1,chair_k2,chair_k2,couch_l1,counter_k1,nightstand_b1,desk_b3,entry_table_e1,cupboard_k1,dish_rack_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
35580,d24 Thu 17:00,kitchen_table_k1,nightstand_b1,entry_table_e1,desk_b1,chair_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,couch_l1,couch_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,couch_l1,nightstand_b2,entry_table_e1,dish_rack_k1,bedroom_floor_b2,armchair_l1,chair_k1,coffee_table_l1,cupboard_k1,desk_b1,kitchen_table_k1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,desk_b3,sink_k1,chair_k2,chair_k2,couch_l1,counter_k1,nightstand_b1,desk_b3,entry_table_e1,cupboard_k1,dish_rack_k1,cupboard_k1,cupboard_k1,coffee_table_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
