t,stamp,mug_sarah,mug_david,mug_shared_1,bowl_shared_1,bowl_shared_2,plate_shared_1,plate_shared_2,laptop_sarah,laptop_leo,phone_sarah,phone_david,phone_leo,phone_mia,tablet_david,keys_sarah,keys_david,keys_leo,wallet_sarah,wallet_david,backpack_leo,backpack_mia,headphones_leo,gaming_controller_leo,glasses_sarah,notebook_mia,pen_mia,toy_mia,blanket_mia,water_bottle_shared,jacket_david,vacuum_cleaner_shared,laundry_basket_shared,remote_shared
14340,d09 Wed 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
14400,d10 Thu 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
14460,d10 Thu 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
14520,d10 Thu 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
14580,d10 Thu 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
14640,d10 Thu 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
14700,d10 Thu 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
14760,d10 Thu 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
14820,d10 Thu 07:00,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,kitchen,entry,entry,entry,entry,entry,entry,entry,bedroom_2,bedroom_2,entry,entry,entry,bedroom_3,bedroom_3,kitchen,entry,kitchen,bedroom_1,living
14880,d10 Thu 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,outside,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
14940,d10 Thu 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_1,bedroom_2,bedroom_2,living,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bathroom,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living
15000,d10 Thu 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_1,bedroom_2,bedroom_2,living,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bathroom,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living
15060,d10 Thu 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_1,bedroom_2,bedroom_2,living,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bathroom,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living
15120,d10 Thu 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_1,bedroom_2,kitchen,living,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bathroom,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living
15180,d10 Thu 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_1,bedroom_2,kitchen,living,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bathroom,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,kitchen
15240,d10 Thu 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_1,bedroom_2,kitchen,living,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bathroom,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,kitchen
15300,d10 Thu 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_1,bedroom_2,kitchen,living,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bathroom,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,kitchen
15360,d10 Thu 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,entry,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,living,living
15420,d10 Thu 17:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,entry,living,living,bathroom,kitchen,kitchen,kitchen,bedroom_3,living,living,living,living,living
15480,d10 Thu 18:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,bedroom_3,kitchen,living,kitchen,living,bedroom_2,bedroom_1,living,living,entry,bedroom_3,living,bathroom,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,living,entry,living
15540,d10 Thu 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,living,bedroom_1,kitchen,bedroom_3,living,living,kitchen,living,kitchen,bedroom_1,living
15600,d10 Thu 20:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,living,bedroom_2,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,living,living,kitchen,living,living,bedroom_1,living
15660,d10 Thu 21:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bathroom,living,bedroom_2,kitchen,living,bathroom,kitchen,bedroom_2,bathroom,living,bedroom_2,entry,bedroom_3,living,kitchen,bedroom_3,kitchen,bathroom,bathroom,kitchen,living,living,bedroom_1,living
15720,d10 Thu 22:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
15780,d10 Thu 23:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
15840,d11 Fri 00:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
15900,d11 Fri 01:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
15960,d11 Fri 02:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
16020,d11 Fri 03:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
16080,d11 Fri 04:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
16140,d11 Fri 05:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
16200,d11 Fri 06:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
16260,d11 Fri 07:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
16320,d11 Fri 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
16380,d11 Fri 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,entry,living,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
16440,d11 Fri 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,entry,living,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
16500,d11 Fri 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,entry,living,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
16560,d11 Fri 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,entry,living,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
16620,d11 Fri 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,entry,living,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
16680,d11 Fri 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,entry,living,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
16740,d11 Fri 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,entry,living,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
16800,d11 Fri 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,entry,living,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
16860,d11 Fri 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_2,bedroom_2,bedroom_3,kitchen,living,kitchen,entry,bedroom_3,bedroom_1,entry,bedroom_3,kitchen,bedroom_3,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_2,kitchen,bedroom_1,living
16920,d11 Fri 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_2,bedroom_2,bedroom_3,kitchen,living,kitchen,entry,bedroom_3,bedroom_1,entry,bedroom_3,kitchen,bedroom_3,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_2,kitchen,bedroom_1,living
16980,d11 Fri 19:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,entry,living,living,bedroom_1,bedroom_3,bedroom_3,living,living,kitchen,living,kitchen,entry,living
17040,d11 Fri 20:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,bedroom_2,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,living,bedroom_2,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,living,living,kitchen,living,living,bedroom_1,living
17100,d11 Fri 21:00,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,living,living,bedroom_1,living,bedroom_2,bedroom_1,living,bedroom_2,living,bedroom_3,living,kitchen,living,living,bedroom_3,living,kitchen,living,kitchen,bedroom_1,living
17160,d11 Fri 22:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,entry,living,bedroom_1,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_1,kitchen,bedroom_3,entry,living,bedroom_3,kitchen,living,kitchen,bedroom_1,living
17220,d11 Fri 23:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,entry,living,bedroom_1,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_1,kitchen,bedroom_3,entry,living,bedroom_3,kitchen,living,kitchen,bedroom_1,living
17280,d12 Sat 00:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,entry,living,bedroom_1,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_1,kitchen,bedroom_3,entry,living,bedroom_3,kitchen,living,kitchen,bedroom_1,living
17340,d12 Sat 01:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,entry,living,bedroom_1,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_1,kitchen,bedroom_3,entry,living,bedroom_3,kitchen,living,kitchen,bedroom_1,living
17400,d12 Sat 02:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,entry,living,bedroom_1,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_1,kitchen,bedroom_3,entry,living,bedroom_3,kitchen,living,kitchen,bedroom_1,living
17460,d12 Sat 03:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,entry,living,bedroom_1,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_1,kitchen,bedroom_3,entry,living,bedroom_3,kitchen,living,kitchen,bedroom_1,living
17520,d12 Sat 04:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,entry,living,bedroom_1,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_1,kitchen,bedroom_3,entry,living,bedroom_3,kitchen,living,kitchen,bedroom_1,living
17580,d12 Sat 05:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,entry,living,bedroom_1,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_1,kitchen,bedroom_3,entry,living,bedroom_3,kitchen,living,kitchen,bedroom_1,living
17640,d12 Sat 06:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,entry,living,bedroom_1,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_1,kitchen,bedroom_3,entry,living,bedroom_3,kitchen,living,kitchen,bedroom_1,living
17700,d12 Sat 07:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,entry,living,bedroom_1,living,bedroom_2,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_1,kitchen,bedroom_3,entry,living,bedroom_3,kitchen,living,kitchen,bedroom_1,living
17760,d12 Sat 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,living,kitchen,bedroom_1,living,bedroom_3,kitchen,bathroom,living,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living
17820,d12 Sat 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
17880,d12 Sat 10:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,bedroom_2,entry,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,entry,living,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,living,living,bedroom_1,living
17940,d12 Sat 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,living,kitchen,bedroom_1,living
18000,d12 Sat 12:00,kitchen,living,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,living,bedroom_2,entry,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,living,living,kitchen,living,kitchen,bedroom_1,living
18060,d12 Sat 13:00,living,living,living,living,living,living,living,living,bedroom_2,kitchen,living,bedroom_2,entry,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,kitchen,kitchen,living,living,living,living,living,living,kitchen,living,kitchen,living,living
18120,d12 Sat 14:00,living,living,living,living,living,living,living,living,living,kitchen,living,living,entry,living,kitchen,living,living,bedroom_1,living,living,kitchen,living,living,living,living,living,living,living,living,living,living,living,living
18180,d12 Sat 15:00,living,living,living,living,living,living,living,living,living,kitchen,living,living,living,living,kitchen,living,living,bedroom_1,living,living,living,living,living,living,living,living,living,living,living,living,living,living,living
18240,d12 Sat 16:00,living,living,living,living,living,living,living,living,living,kitchen,living,living,living,living,kitchen,living,living,bedroom_1,living,living,living,living,living,living,living,living,living,living,living,living,living,entry,living
18300,d12 Sat 17:00,kitchen,living,living,living,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,living,living,living,kitchen,kitchen,living,bedroom_1,living,bedroom_2,living,bedroom_2,living,living,living,living,living,living,living,living,living,entry,living
18360,d12 Sat 18:00,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,living,living,living,kitchen,living,living,bedroom_1,living,bedroom_2,living,bedroom_3,bedroom_3,kitchen,living,living,living,living,living,living,living,entry,living
18420,d12 Sat 19:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,living,living,bedroom_3,living,kitchen,living,living,bedroom_1,living,bedroom_2,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,living,living,living,living,living,entry,living
18480,d12 Sat 20:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,living,living,bedroom_3,living,bedroom_2,living,living,bedroom_2,living,bedroom_2,entry,bedroom_3,bedroom_2,kitchen,bedroom_3,kitchen,living,living,living,living,living,entry,living
18540,d12 Sat 21:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,living,bedroom_3,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,entry,bedroom_2,living,kitchen,bedroom_3,bedroom_3,living,bedroom_3,living,living,living,entry,living
18600,d12 Sat 22:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,living,bedroom_3,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,living,bedroom_3,living,living,living,entry,living
18660,d12 Sat 23:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,living,bedroom_3,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,living,bedroom_3,living,living,living,entry,living
18720,d13 Sun 00:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,living,bedroom_3,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,living,bedroom_3,living,living,living,entry,living
18780,d13 Sun 01:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,living,bedroom_3,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,living,bedroom_3,living,living,living,entry,living
18840,d13 Sun 02:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,living,bedroom_3,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,living,bedroom_3,living,living,living,entry,living
18900,d13 Sun 03:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,living,bedroom_3,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,living,bedroom_3,living,living,living,entry,living
18960,d13 Sun 04:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,living,bedroom_3,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,living,bedroom_3,living,living,living,entry,living
19020,d13 Sun 05:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,living,bedroom_3,living,bedroom_1,living,living,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,living,bedroom_3,living,living,living,entry,living
