t,stamp,mug_1,mug_2,bowl_1,plate_1,laptop_1,phone_1,phone_2,keys_1,keys_2,book_1,water_bottle_1,water_bottle_2,remote_1,charger_1,jacket_1,jacket_2,glasses_1,glasses_2,medication_bottle_1,blanket_1,towel_1,umbrella_1
24960,d17 Thu 08:00,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
25020,d17 Thu 09:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
25080,d17 Thu 10:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
25140,d17 Thu 11:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
25200,d17 Thu 12:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,living,kitchen,living,kitchen,entry
25260,d17 Thu 13:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
25320,d17 Thu 14:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
25380,d17 Thu 15:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
25440,d17 Thu 16:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
25500,d17 Thu 17:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
25560,d17 Thu 18:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,living,kitchen,living,kitchen,entry
25620,d17 Thu 19:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
25680,d17 Thu 20:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
25740,d17 Thu 21:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
25800,d17 Thu 22:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
25860,d17 Thu 23:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
25920,d18 Fri 00:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
25980,d18 Fri 01:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
26040,d18 Fri 02:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
26100,d18 Fri 03:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
26160,d18 Fri 04:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
26220,d18 Fri 05:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
26280,d18 Fri 06:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
26340,d18 Fri 07:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
26400,d18 Fri 08:00,kitchen,living,kitchen,kitchen,kitchen,outside,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,outside,living,kitchen,living,kitchen,entry
26460,d18 Fri 09:00,kitchen,living,kitchen,kitchen,kitchen,outside,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,outside,living,kitchen,living,kitchen,entry
26520,d18 Fri 10:00,kitchen,living,kitchen,kitchen,kitchen,outside,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,outside,living,kitchen,living,kitchen,entry
26580,d18 Fri 11:00,kitchen,living,kitchen,kitchen,kitchen,outside,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,outside,living,kitchen,living,kitchen,entry
26640,d18 Fri 12:00,kitchen,living,kitchen,kitchen,kitchen,outside,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,outside,living,kitchen,living,kitchen,entry
26700,d18 Fri 13:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
26760,d18 Fri 14:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
26820,d18 Fri 15:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
26880,d18 Fri 16:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
26940,d18 Fri 17:00,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
27000,d18 Fri 18:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,kitchen,living,kitchen,living,kitchen,entry
27060,d18 Fri 19:00,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
27120,d18 Fri 20:00,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
27180,d18 Fri 21:00,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
27240,d18 Fri 22:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
27300,d18 Fri 23:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
27360,d19 Sat 00:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
27420,d19 Sat 01:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
27480,d19 Sat 02:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
27540,d19 Sat 03:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
27600,d19 Sat 04:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
27660,d19 Sat 05:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
27720,d19 Sat 06:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
27780,d19 Sat 07:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
27840,d19 Sat 08:00,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_2,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,bedroom_2,outside,living,kitchen,living,kitchen,entry
27900,d19 Sat 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,kitchen,outside,living,kitchen,living,kitchen,entry
27960,d19 Sat 10:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,outside,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
28020,d19 Sat 11:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
28080,d19 Sat 12:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
28140,d19 Sat 13:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
28200,d19 Sat 14:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
28260,d19 Sat 15:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
28320,d19 Sat 16:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
28380,d19 Sat 17:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
28440,d19 Sat 18:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
28500,d19 Sat 19:00,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
28560,d19 Sat 20:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
28620,d19 Sat 21:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
28680,d19 Sat 22:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
28740,d19 Sat 23:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
28800,d20 Sun 00:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
28860,d20 Sun 01:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
28920,d20 Sun 02:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
28980,d20 Sun 03:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
29040,d20 Sun 04:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
29100,d20 Sun 05:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
29160,d20 Sun 06:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
29220,d20 Sun 07:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
29280,d20 Sun 08:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,living,kitchen,entry
29340,d20 Sun 09:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,living,living,kitchen,living,kitchen,living,kitchen,entry
29400,d20 Sun 10:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,living,living,kitchen,living,kitchen,living,kitchen,entry
29460,d20 Sun 11:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,living,living,kitchen,living,kitchen,living,kitchen,entry
29520,d20 Sun 12:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry
29580,d20 Sun 13:00,kitchen,living,kitchen,kitchen,kitchen,outside,outside,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,outside,living,kitchen,living,kitchen,entry
29640,d20 Sun 14:00,kitchen,living,kitchen,kitchen,kitchen,outside,outside,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,outside,living,kitchen,living,kitchen,entry
29700,d20 Sun 15:00,kitchen,living,kitchen,kitchen,kitchen,living,outside,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
29760,d20 Sun 16:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
29820,d20 Sun 17:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
29880,d20 Sun 18:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
29940,d20 Sun 19:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
30000,d20 Sun 20:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
30060,d20 Sun 21:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
30120,d20 Sun 22:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
30180,d20 Sun 23:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
