t,stamp,mug_1,mug_2,bowl_1,bowl_2,plate_1,plate_2,laptop_1,laptop_2,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,water_bottle_2,backpack_1,backpack_2,jacket_1,jacket_2,charger_1,charger_2,notebook_1,pen_1,medication_bottle_1,toy_1,toy_2,blanket_1,blanket_2,dog_leash_1,towel_1,towel_2,wallet_1,wallet_2,umbrella_1,remote_1,headphones_1,lunchbox_1,lunchbox_2,gaming_controller_1
12780,d08 Tue 21:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
12840,d08 Tue 22:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,outside
12900,d08 Tue 23:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
12960,d09 Wed 00:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13020,d09 Wed 01:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13080,d09 Wed 02:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13140,d09 Wed 03:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13200,d09 Wed 04:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13260,d09 Wed 05:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13320,d09 Wed 06:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13380,d09 Wed 07:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13440,d09 Wed 08:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13500,d09 Wed 09:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13560,d09 Wed 10:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13620,d09 Wed 11:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13680,d09 Wed 12:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13740,d09 Wed 13:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13800,d09 Wed 14:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13860,d09 Wed 15:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13920,d09 Wed 16:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
13980,d09 Wed 17:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
14040,d09 Wed 18:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
14100,d09 Wed 19:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
14160,d09 Wed 20:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
14220,d09 Wed 21:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
14280,d09 Wed 22:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
14340,d09 Wed 23:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
14400,d10 Thu 00:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
14460,d10 Thu 01:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
14520,d10 Thu 02:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
14580,d10 Thu 03:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
14640,d10 Thu 04:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
14700,d10 Thu 05:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
14760,d10 Thu 06:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
14820,d10 Thu 07:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
14880,d10 Thu 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,kitchen,kitchen,kitchen,kitchen,bathroom,living,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
14940,d10 Thu 09:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,living,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
15000,d10 Thu 10:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,living,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
15060,d10 Thu 11:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,living,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
15120,d10 Thu 12:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,living,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
15180,d10 Thu 13:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,living,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
15240,d10 Thu 14:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,living,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
15300,d10 Thu 15:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,outside,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
15360,d10 Thu 16:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,kitchen,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
15420,d10 Thu 17:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,kitchen,living,living,bedroom_3,outside,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
15480,d10 Thu 18:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,kitchen,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
15540,d10 Thu 19:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,kitchen,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
15600,d10 Thu 20:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
15660,d10 Thu 21:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
15720,d10 Thu 22:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
15780,d10 Thu 23:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
15840,d11 Fri 00:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
15900,d11 Fri 01:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
15960,d11 Fri 02:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
16020,d11 Fri 03:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
16080,d11 Fri 04:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
16140,d11 Fri 05:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
16200,d11 Fri 06:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
16260,d11 Fri 07:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
16320,d11 Fri 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
16380,d11 Fri 09:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,kitchen,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
16440,d11 Fri 10:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,kitchen,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
16500,d11 Fri 11:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,kitchen,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
16560,d11 Fri 12:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,kitchen,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
16620,d11 Fri 13:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,kitchen,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
16680,d11 Fri 14:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,outside,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,kitchen,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
16740,d11 Fri 15:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,outside,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,kitchen,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
16800,d11 Fri 16:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,kitchen,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
16860,d11 Fri 17:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_3,living,kitchen,entry,entry,outside,entry,living,kitchen,kitchen,kitchen,bathroom,kitchen,living,living,bedroom_3,outside,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
16920,d11 Fri 18:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_2,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,kitchen,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
16980,d11 Fri 19:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_2,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
17040,d11 Fri 20:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_2,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
