t,stamp,glasses_elena,book_elena,mug_elena,blanket_elena,medication_bottle_elena_1,notebook_elena,watering_can_elena,phone_elena,keys_elena,wallet_elena,laptop_marco,phone_marco,keys_marco,wallet_marco,backpack_marco,lunchbox_marco,water_bottle_marco,jacket_marco,phone_priya,keys_priya,wallet_priya,backpack_priya,lunchbox_priya,water_bottle_priya,jacket_priya,makeup_kit_priya,hairbrush_priya,notebook_priya,laptop_sofia,phone_sofia,keys_sofia,backpack_sofia,water_bottle_sofia,headphones_sofia,notebook_sofia,pen_sofia,jacket_sofia,gaming_controller_sofia,phone_leo,keys_leo,backpack_leo,lunchbox_leo,water_bottle_leo,tablet_leo,toy_leo_1,blanket_leo,notebook_leo,pen_leo,jacket_leo,remote_shared_1,gaming_controller_shared_1,charger_shared_1,bowl_shared_1,plate_shared_1,pot_shared_1,pan_shared_1,vacuum_cleaner_shared_1,laundry_basket_shared_1,umbrella_shared_1,suitcase_shared_1
31500,d21 Mon 21:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,bedroom_4,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
31560,d21 Mon 22:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,bedroom_4,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
31620,d21 Mon 23:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,bedroom_4,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
31680,d22 Tue 00:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,bedroom_4,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
31740,d22 Tue 01:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,bedroom_4,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
31800,d22 Tue 02:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,bedroom_4,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
31860,d22 Tue 03:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,bedroom_4,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
31920,d22 Tue 04:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,bedroom_4,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
31980,d22 Tue 05:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,bedroom_4,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
32040,d22 Tue 06:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,entry,bathroom,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,bedroom_4,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
32100,d22 Tue 07:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,entry,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_4,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
32160,d22 Tue 08:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,entry,bathroom,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,living,living,outside,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
32220,d22 Tue 09:00,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bathroom,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,bedroom_3,outside,kitchen,outside,outside,outside,outside,outside,outside,living,living,outside,kitchen,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
32280,d22 Tue 10:00,living,living,kitchen,living,kitchen,kitchen,living,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bathroom,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,bedroom_3,outside,kitchen,outside,outside,outside,outside,outside,outside,living,living,outside,kitchen,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
32340,d22 Tue 11:00,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bathroom,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,living,living,outside,kitchen,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
32400,d22 Tue 12:00,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bathroom,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,living,living,outside,kitchen,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
32460,d22 Tue 13:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bathroom,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,living,living,outside,kitchen,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
32520,d22 Tue 14:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bathroom,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,living,living,outside,kitchen,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
32580,d22 Tue 15:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,kitchen,kitchen,outside,kitchen,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
32640,d22 Tue 16:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
32700,d22 Tue 17:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,living,living,kitchen,kitchen,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
32760,d22 Tue 18:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
32820,d22 Tue 19:00,living,living,kitchen,living,kitchen,kitchen,entry,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,living,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
32880,d22 Tue 20:00,living,kitchen,kitchen,living,kitchen,kitchen,entry,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,living,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
32940,d22 Tue 21:00,living,kitchen,kitchen,living,kitchen,kitchen,entry,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bathroom,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,living,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33000,d22 Tue 22:00,living,kitchen,kitchen,living,kitchen,kitchen,entry,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,living,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33060,d22 Tue 23:00,living,kitchen,kitchen,living,kitchen,kitchen,entry,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,living,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33120,d23 Wed 00:00,living,kitchen,kitchen,living,kitchen,kitchen,entry,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,living,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33180,d23 Wed 01:00,living,kitchen,kitchen,living,kitchen,kitchen,entry,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,living,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33240,d23 Wed 02:00,living,kitchen,kitchen,living,kitchen,kitchen,entry,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,living,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33300,d23 Wed 03:00,living,kitchen,kitchen,living,kitchen,kitchen,entry,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,living,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33360,d23 Wed 04:00,living,kitchen,kitchen,living,kitchen,kitchen,entry,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,living,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33420,d23 Wed 05:00,living,kitchen,kitchen,living,kitchen,kitchen,entry,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,bathroom,kitchen,entry,kitchen,kitchen,bathroom,living,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33480,d23 Wed 06:00,living,kitchen,kitchen,living,kitchen,kitchen,entry,bedroom_1,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,entry,bedroom_2,entry,kitchen,kitchen,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,outside,kitchen,entry,kitchen,kitchen,outside,living,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33540,d23 Wed 07:00,living,kitchen,kitchen,living,bathroom,kitchen,entry,kitchen,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,kitchen,bedroom_2,entry,entry,kitchen,entry,bedroom_4,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,outside,living,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33600,d23 Wed 08:00,living,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom_1,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,entry,bedroom_2,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33660,d23 Wed 09:00,outside,outside,kitchen,living,bathroom,outside,entry,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bedroom_2,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,living,living,kitchen,bedroom_4,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33720,d23 Wed 10:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bedroom_2,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_3,outside,kitchen,outside,outside,outside,outside,outside,outside,living,living,kitchen,bedroom_4,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33780,d23 Wed 11:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bedroom_2,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_3,outside,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_4,kitchen,bedroom_4,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33840,d23 Wed 12:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bedroom_2,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_3,outside,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_4,kitchen,bedroom_4,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33900,d23 Wed 13:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bedroom_2,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_3,outside,kitchen,outside,outside,outside,outside,outside,outside,living,living,kitchen,bedroom_4,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
33960,d23 Wed 14:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bedroom_2,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_3,outside,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_4,kitchen,bedroom_4,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,entry
34020,d23 Wed 15:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bedroom_2,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_3,outside,kitchen,outside,kitchen,entry,kitchen,kitchen,outside,living,bedroom_4,kitchen,bedroom_4,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
34080,d23 Wed 16:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,entry,entry,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,outside,kitchen,entry,kitchen,kitchen,outside,living,bedroom_4,kitchen,kitchen,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
34140,d23 Wed 17:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,bedroom_4,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
34200,d23 Wed 18:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,bedroom_4,kitchen,kitchen,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
34260,d23 Wed 19:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,bedroom_2,entry,entry,entry,living,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,living,kitchen,kitchen,bedroom_2,bathroom,entry,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
34320,d23 Wed 20:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,bedroom_2,entry,entry,entry,bedroom_2,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_4,entry,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
34380,d23 Wed 21:00,living,living,kitchen,living,bathroom,kitchen,entry,living,kitchen,kitchen,bedroom_2,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,bedroom_2,entry,entry,entry,bedroom_2,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_4,entry,kitchen,kitchen,bedroom_2,living,living,kitchen,kitchen,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,entry,bedroom_1,entry,bedroom_2
