t,stamp,glasses_elena,book_elena,mug_elena,blanket_elena,medication_bottle_elena_1,notebook_elena,watering_can_elena,phone_elena,keys_elena,wallet_elena,laptop_marco,phone_marco,keys_marco,wallet_marco,backpack_marco,lunchbox_marco,water_bottle_marco,jacket_marco,phone_priya,keys_priya,wallet_priya,backpack_priya,lunchbox_priya,water_bottle_priya,jacket_priya,makeup_kit_priya,hairbrush_priya,notebook_priya,laptop_sofia,phone_sofia,keys_sofia,backpack_sofia,water_bottle_sofia,headphones_sofia,notebook_sofia,pen_sofia,jacket_sofia,gaming_controller_sofia,phone_leo,keys_leo,backpack_leo,lunchbox_leo,water_bottle_leo,tablet_leo,toy_leo_1,blanket_leo,notebook_leo,pen_leo,jacket_leo,remote_shared_1,gaming_controller_shared_1,charger_shared_1,bowl_shared_1,plate_shared_1,pot_shared_1,pan_shared_1,vacuum_cleaner_shared_1,laundry_basket_shared_1,umbrella_shared_1,suitcase_shared_1
36480,d25 Fri 08:00,armchair_l1,armchair_l1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,kitchen_table_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,kitchen_table_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_floor_e1,bathroom_shelf_ba1,chair_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,counter_k1,kitchen_table_k1,person:resident_4,person:resident_4,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,person:resident_2,couch_l1,armchair_l1,kitchen_table_k1,bedroom_floor_b4,entry_hook_e1,dish_rack_k1,tv_stand_l1,counter_k1,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
36540,d25 Fri 09:00,person:resident_1,person:resident_1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,person:resident_1,entry_floor_e1,person:resident_1,person:resident_1,person:resident_1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,kitchen_table_k1,person:resident_2,person:resident_2,person:resident_2,chair_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,bathroom_shelf_ba1,chair_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,counter_k1,kitchen_table_k1,person:resident_4,person:resident_4,couch_l1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,couch_l1,bed_b4,kitchen_table_k1,bedroom_floor_b4,person:resident_5,dish_rack_k1,tv_stand_l1,counter_k1,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
36600,d25 Fri 10:00,reading_table_l1,reading_table_l1,armchair_l1,armchair_l1,medicine_cabinet_ba1,counter_k1,reading_table_l1,person:resident_1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,kitchen_table_k1,person:resident_2,person:resident_2,person:resident_2,chair_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,counter_k1,bathroom_shelf_ba1,chair_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,counter_k1,kitchen_table_k1,person:resident_4,person:resident_4,couch_l1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,couch_l1,bed_b4,kitchen_table_k1,bedroom_floor_b4,counter_k1,dish_rack_k1,tv_stand_l1,nightstand_b3,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
36660,d25 Fri 11:00,reading_table_l1,reading_table_l1,armchair_l1,armchair_l1,medicine_cabinet_ba1,counter_k1,counter_k1,person:resident_1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,kitchen_table_k1,person:resident_2,person:resident_2,person:resident_2,chair_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,counter_k1,bathroom_shelf_ba1,chair_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,counter_k1,kitchen_table_k1,person:resident_4,person:resident_4,couch_l1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,couch_l1,bed_b4,kitchen_table_k1,bedroom_floor_b4,counter_k1,dish_rack_k1,tv_stand_l1,nightstand_b3,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
36720,d25 Fri 12:00,reading_table_l1,reading_table_l1,armchair_l1,armchair_l1,medicine_cabinet_ba1,counter_k1,counter_k1,person:resident_1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,kitchen_table_k1,person:resident_2,person:resident_2,person:resident_2,chair_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,counter_k1,bathroom_shelf_ba1,chair_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,counter_k1,kitchen_table_k1,person:resident_4,person:resident_4,couch_l1,person:resident_5,kitchen_table_k1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,couch_l1,bed_b4,kitchen_table_k1,bedroom_floor_b4,counter_k1,dish_rack_k1,kitchen_table_k1,nightstand_b3,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
36780,d25 Fri 13:00,reading_table_l1,reading_table_l1,sink_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,counter_k1,person:resident_1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,kitchen_table_k1,person:resident_2,person:resident_2,person:resident_2,chair_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,counter_k1,bathroom_shelf_ba1,chair_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,counter_k1,kitchen_table_k1,person:resident_4,person:resident_4,couch_l1,person:resident_5,kitchen_table_k1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,couch_l1,bed_b4,kitchen_table_k1,bedroom_floor_b4,counter_k1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
36840,d25 Fri 14:00,reading_table_l1,reading_table_l1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,counter_k1,person:resident_1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,kitchen_table_k1,person:resident_2,person:resident_2,person:resident_2,chair_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,counter_k1,bathroom_shelf_ba1,chair_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,counter_k1,kitchen_table_k1,person:resident_4,person:resident_4,couch_l1,person:resident_5,kitchen_table_k1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,couch_l1,armchair_l1,kitchen_table_k1,bedroom_floor_b4,counter_k1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
36900,d25 Fri 15:00,reading_table_l1,reading_table_l1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,counter_k1,person:resident_1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,kitchen_table_k1,person:resident_2,person:resident_2,person:resident_2,chair_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,counter_k1,bathroom_shelf_ba1,chair_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,counter_k1,kitchen_table_k1,person:resident_4,person:resident_4,couch_l1,person:resident_2,entry_table_e1,entry_floor_e1,sink_k1,sink_k1,coffee_table_l1,couch_l1,bed_b4,kitchen_table_k1,bedroom_floor_b4,entry_hook_e1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,counter_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
36960,d25 Fri 16:00,reading_table_l1,reading_table_l1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,counter_k1,person:resident_1,entry_table_e1,desk_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,chair_k1,person:resident_2,person:resident_2,person:resident_2,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,bathroom_shelf_ba1,chair_k1,desk_b3,nightstand_b3,desk_b3,desk_b3,desk_b3,counter_k1,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,coffee_table_l1,couch_l1,bed_b4,kitchen_table_k1,kitchen_table_k1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,counter_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,entry_floor_e1
37020,d25 Fri 17:00,reading_table_l1,counter_k1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,desk_b3,person:resident_1,entry_table_e1,desk_b1,desk_b2,coffee_table_l1,entry_table_e1,desk_b2,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,counter_k1,bathroom_shelf_ba1,chair_k1,desk_b3,nightstand_b3,desk_b3,desk_b3,chair_k1,counter_k1,kitchen_table_k1,desk_b3,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,coffee_table_l1,couch_l1,bed_b4,kitchen_table_k1,kitchen_table_k1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37080,d25 Fri 18:00,reading_table_l1,counter_k1,sink_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,coffee_table_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,counter_k1,bathroom_shelf_ba1,chair_k1,desk_b3,chair_k1,desk_b3,desk_b3,chair_k1,counter_k1,kitchen_table_k1,desk_b3,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,kitchen_table_k1,chair_k1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37140,d25 Fri 19:00,reading_table_l1,counter_k1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,coffee_table_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,counter_k1,bathroom_shelf_ba1,chair_k1,desk_b3,chair_k1,desk_b3,desk_b3,chair_k1,counter_k1,kitchen_table_k1,desk_b3,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,kitchen_table_k1,chair_k1,entry_floor_e1,couch_l1,kitchen_table_k1,dish_rack_k1,sink_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37200,d25 Fri 20:00,reading_table_l1,counter_k1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,coffee_table_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,counter_k1,cupboard_k1,chair_k1,desk_b3,chair_k1,desk_b3,desk_b3,chair_k1,counter_k1,kitchen_table_k1,desk_b3,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,kitchen_table_k1,chair_k1,entry_floor_e1,couch_l1,kitchen_table_k1,dish_rack_k1,sink_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37260,d25 Fri 21:00,reading_table_l1,counter_k1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,couch_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,counter_k1,cupboard_k1,chair_k1,desk_b3,chair_k1,desk_b3,desk_b3,chair_k1,counter_k1,kitchen_table_k1,desk_b3,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,kitchen_table_k1,chair_k1,entry_floor_e1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,sink_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37320,d25 Fri 22:00,reading_table_l1,counter_k1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,couch_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,counter_k1,cupboard_k1,chair_k1,desk_b3,chair_k1,desk_b3,desk_b3,chair_k1,counter_k1,kitchen_table_k1,desk_b3,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,cupboard_k1,chair_k1,entry_floor_e1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,sink_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37380,d25 Fri 23:00,reading_table_l1,counter_k1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,couch_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,counter_k1,cupboard_k1,chair_k1,desk_b3,chair_k1,desk_b3,desk_b3,chair_k1,counter_k1,kitchen_table_k1,desk_b3,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,cupboard_k1,chair_k1,entry_floor_e1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,sink_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37440,d26 Sat 00:00,reading_table_l1,counter_k1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,couch_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,counter_k1,cupboard_k1,chair_k1,desk_b3,chair_k1,desk_b3,desk_b3,chair_k1,counter_k1,kitchen_table_k1,desk_b3,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,cupboard_k1,chair_k1,entry_floor_e1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,sink_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37500,d26 Sat 01:00,reading_table_l1,counter_k1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,couch_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,counter_k1,cupboard_k1,chair_k1,desk_b3,chair_k1,desk_b3,desk_b3,chair_k1,counter_k1,kitchen_table_k1,desk_b3,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,cupboard_k1,chair_k1,entry_floor_e1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,sink_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37560,d26 Sat 02:00,reading_table_l1,counter_k1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,couch_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,counter_k1,cupboard_k1,chair_k1,desk_b3,chair_k1,desk_b3,desk_b3,chair_k1,counter_k1,kitchen_table_k1,desk_b3,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,cupboard_k1,chair_k1,entry_floor_e1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,sink_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37620,d26 Sat 03:00,reading_table_l1,counter_k1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,couch_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,counter_k1,cupboard_k1,chair_k1,desk_b3,chair_k1,desk_b3,desk_b3,chair_k1,counter_k1,kitchen_table_k1,desk_b3,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,cupboard_k1,chair_k1,entry_floor_e1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,sink_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37680,d26 Sat 04:00,reading_table_l1,counter_k1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,couch_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,counter_k1,cupboard_k1,chair_k1,desk_b3,chair_k1,desk_b3,desk_b3,chair_k1,counter_k1,kitchen_table_k1,desk_b3,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,cupboard_k1,chair_k1,entry_floor_e1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,sink_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37740,d26 Sat 05:00,reading_table_l1,counter_k1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,couch_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,counter_k1,cupboard_k1,chair_k1,desk_b3,chair_k1,desk_b3,desk_b3,chair_k1,counter_k1,kitchen_table_k1,desk_b3,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,cupboard_k1,chair_k1,entry_floor_e1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,sink_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37800,d26 Sat 06:00,reading_table_l1,counter_k1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,couch_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,counter_k1,cupboard_k1,chair_k1,desk_b3,chair_k1,desk_b3,desk_b3,chair_k1,counter_k1,kitchen_table_k1,desk_b3,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,cupboard_k1,chair_k1,entry_floor_e1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,sink_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37860,d26 Sat 07:00,reading_table_l1,counter_k1,cupboard_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,couch_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,counter_k1,cupboard_k1,chair_k1,desk_b3,chair_k1,desk_b3,desk_b3,chair_k1,counter_k1,kitchen_table_k1,desk_b3,entry_hook_e1,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,cupboard_k1,chair_k1,entry_floor_e1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,sink_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37920,d26 Sat 08:00,reading_table_l1,counter_k1,kitchen_table_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,couch_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,bathroom_shelf_ba1,cupboard_k1,chair_k1,desk_b3,person:resident_4,desk_b3,desk_b3,chair_k1,counter_k1,cupboard_k1,dish_rack_k1,entry_hook_e1,couch_l1,person:resident_2,dish_rack_k1,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,cupboard_k1,chair_k1,entry_floor_e1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
37980,d26 Sat 09:00,reading_table_l1,counter_k1,sink_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,desk_b1,desk_b2,couch_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,desk_b2,cupboard_k1,chair_k1,desk_b3,person:resident_4,desk_b3,desk_b3,chair_k1,counter_k1,cupboard_k1,dish_rack_k1,entry_hook_e1,couch_l1,person:resident_2,dish_rack_k1,entry_floor_e1,sink_k1,sink_k1,couch_l1,toy_chest_l1,bed_b4,cupboard_k1,chair_k1,entry_floor_e1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
38040,d26 Sat 10:00,person:resident_1,person:resident_1,dish_rack_k1,armchair_l1,counter_k1,person:resident_1,entry_floor_e1,person:resident_1,person:resident_1,person:resident_1,desk_b2,couch_l1,entry_table_e1,counter_k1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,desk_b2,cupboard_k1,chair_k1,desk_b3,person:resident_4,desk_b3,desk_b3,chair_k1,counter_k1,cupboard_k1,dish_rack_k1,entry_hook_e1,couch_l1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,toy_chest_l1,bed_b4,cupboard_k1,chair_k1,person:resident_5,coffee_table_l1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,bedroom_floor_b2
38100,d26 Sat 11:00,person:resident_1,person:resident_1,dish_rack_k1,couch_l1,counter_k1,person:resident_1,entry_floor_e1,person:resident_1,person:resident_1,person:resident_1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,bathroom_shelf_ba1,cupboard_k1,chair_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,counter_k1,cupboard_k1,dish_rack_k1,person:resident_4,couch_l1,counter_k1,entry_table_e1,entry_floor_e1,cupboard_k1,sink_k1,coffee_table_l1,toy_chest_l1,bed_b4,cupboard_k1,chair_k1,entry_hook_e1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,entry_floor_e1
38160,d26 Sat 12:00,person:resident_1,person:resident_1,dish_rack_k1,couch_l1,counter_k1,person:resident_1,entry_floor_e1,person:resident_1,person:resident_1,person:resident_1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,counter_k1,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,bathroom_shelf_ba1,cupboard_k1,chair_k1,desk_b3,nightstand_b3,desk_b3,desk_b3,sink_k1,counter_k1,cupboard_k1,dish_rack_k1,chair_k2,couch_l1,counter_k1,entry_table_e1,entry_floor_e1,cupboard_k1,sink_k1,coffee_table_l1,toy_chest_l1,bed_b4,cupboard_k1,chair_k1,entry_hook_e1,coffee_table_l1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,entry_floor_e1,entry_floor_e1
