t,stamp,mug_elena,mug_marcus,laptop_elena,laptop_marcus,phone_elena,phone_marcus,keys_elena,keys_marcus,wallet_elena,wallet_marcus,book_elena,book_marcus,water_bottle_elena,water_bottle_marcus,remote_shared,charger_elena,charger_marcus,backpack_elena,backpack_marcus,jacket_elena,jacket_marcus,headphones_elena,glasses_elena,notebook_marcus,pen_marcus,blanket_shared,towel_shared,laundry_basket_shared,pot_shared,pan_shared,lunchbox_marcus,umbrella_shared
15780,d10 Thu 23:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
15840,d11 Fri 00:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
15900,d11 Fri 01:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
15960,d11 Fri 02:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
16020,d11 Fri 03:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
16080,d11 Fri 04:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
16140,d11 Fri 05:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
16200,d11 Fri 06:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
16260,d11 Fri 07:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,bedroom_1,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
16320,d11 Fri 08:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry
16380,d11 Fri 09:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,outside,entry,outside,outside,living,bedroom_2,bedroom_1,outside,living,kitchen,bedroom_2,outside,outside,outside,kitchen,outside,kitchen,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,outside,outside
16440,d11 Fri 10:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,outside,entry,outside,outside,living,bedroom_2,bedroom_1,outside,living,kitchen,bedroom_2,outside,outside,outside,kitchen,outside,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
16500,d11 Fri 11:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,bedroom_1,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
16560,d11 Fri 12:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,bedroom_1,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
16620,d11 Fri 13:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,bedroom_1,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
16680,d11 Fri 14:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,bedroom_1,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
16740,d11 Fri 15:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,bedroom_1,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
16800,d11 Fri 16:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,bedroom_1,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
16860,d11 Fri 17:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,bedroom_1,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
16920,d11 Fri 18:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
16980,d11 Fri 19:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
17040,d11 Fri 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen
17100,d11 Fri 21:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
17160,d11 Fri 22:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
17220,d11 Fri 23:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
17280,d12 Sat 00:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
17340,d12 Sat 01:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
17400,d12 Sat 02:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
17460,d12 Sat 03:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
17520,d12 Sat 04:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
17580,d12 Sat 05:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
17640,d12 Sat 06:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
17700,d12 Sat 07:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
17760,d12 Sat 08:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
17820,d12 Sat 09:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,living,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
17880,d12 Sat 10:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,living,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
17940,d12 Sat 11:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18000,d12 Sat 12:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18060,d12 Sat 13:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,living,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18120,d12 Sat 14:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,living,living,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,living,living,living,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18180,d12 Sat 15:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,living,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,living,living,living,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18240,d12 Sat 16:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,living,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,living,living,living,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18300,d12 Sat 17:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,living,living,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18360,d12 Sat 18:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18420,d12 Sat 19:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18480,d12 Sat 20:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18540,d12 Sat 21:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18600,d12 Sat 22:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18660,d12 Sat 23:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18720,d13 Sun 00:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18780,d13 Sun 01:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18840,d13 Sun 02:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18900,d13 Sun 03:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
18960,d13 Sun 04:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
19020,d13 Sun 05:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
19080,d13 Sun 06:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
19140,d13 Sun 07:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
19200,d13 Sun 08:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
19260,d13 Sun 09:00,kitchen,kitchen,bedroom_1,kitchen,bathroom,bedroom_2,entry,kitchen,entry,entry,living,living,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
19320,d13 Sun 10:00,kitchen,kitchen,bedroom_1,kitchen,outside,bedroom_2,entry,kitchen,entry,entry,living,living,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
19380,d13 Sun 11:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,living,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
19440,d13 Sun 12:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,living,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
19500,d13 Sun 13:00,kitchen,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,kitchen,entry,entry,living,living,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
19560,d13 Sun 14:00,kitchen,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,kitchen,entry,entry,living,living,living,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
19620,d13 Sun 15:00,kitchen,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,kitchen,entry,entry,living,living,living,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
19680,d13 Sun 16:00,kitchen,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,kitchen,entry,entry,living,living,living,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
19740,d13 Sun 17:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,kitchen,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
19800,d13 Sun 18:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
19860,d13 Sun 19:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,living,bathroom,bedroom_2,kitchen,kitchen,kitchen,entry
19920,d13 Sun 20:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,living,bathroom,bedroom_2,kitchen,kitchen,kitchen,entry
19980,d13 Sun 21:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20040,d13 Sun 22:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20100,d13 Sun 23:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20160,d14 Mon 00:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20220,d14 Mon 01:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20280,d14 Mon 02:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20340,d14 Mon 03:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20400,d14 Mon 04:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20460,d14 Mon 05:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20520,d14 Mon 06:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20580,d14 Mon 07:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20640,d14 Mon 08:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20700,d14 Mon 09:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20760,d14 Mon 10:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20820,d14 Mon 11:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,entry,entry,entry,kitchen,living,bedroom_2,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20880,d14 Mon 12:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,entry,entry,entry,kitchen,living,bedroom_2,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
20940,d14 Mon 13:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,entry,entry,entry,kitchen,living,bedroom_2,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
21000,d14 Mon 14:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,entry,entry,entry,kitchen,living,bedroom_2,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
