t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,mug_mara,water_bottle_mara,headphones_mara,notebook_mara,pen_mara,book_mara,charger_mara,backpack_mara,jacket_mara,glasses_mara,yoga_mat_mara,laptop_leon,phone_leon,keys_leon,wallet_leon,tablet_leon,headphones_leon,notebook_leon,pen_leon,water_bottle_leon,backpack_leon,jacket_leon,gaming_controller_leon,mug_shared_1,bowl_shared_1,plate_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,blanket_shared_1,towel_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,watering_can_shared_1,umbrella_shared_1
31440,d21 Mon 20:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,bathroom,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
31500,d21 Mon 21:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,bathroom,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
31560,d21 Mon 22:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
31620,d21 Mon 23:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
31680,d22 Tue 00:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
31740,d22 Tue 01:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
31800,d22 Tue 02:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
31860,d22 Tue 03:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
31920,d22 Tue 04:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
31980,d22 Tue 05:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
32040,d22 Tue 06:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
32100,d22 Tue 07:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
32160,d22 Tue 08:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
32220,d22 Tue 09:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
32280,d22 Tue 10:00,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom_2,bedroom_1,bedroom_2,outside,outside,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
32340,d22 Tue 11:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
32400,d22 Tue 12:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
32460,d22 Tue 13:00,bedroom_2,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
32520,d22 Tue 14:00,bedroom_2,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
32580,d22 Tue 15:00,bedroom_2,kitchen,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_1,kitchen,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
32640,d22 Tue 16:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
32700,d22 Tue 17:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
32760,d22 Tue 18:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bedroom_1,entry,kitchen,kitchen
32820,d22 Tue 19:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
32880,d22 Tue 20:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,bathroom,entry,bathroom,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
32940,d22 Tue 21:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,bathroom,entry,bathroom,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33000,d22 Tue 22:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,bathroom,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33060,d22 Tue 23:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,bathroom,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33120,d23 Wed 00:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,bathroom,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33180,d23 Wed 01:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33240,d23 Wed 02:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33300,d23 Wed 03:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33360,d23 Wed 04:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33420,d23 Wed 05:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33480,d23 Wed 06:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,bathroom,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33540,d23 Wed 07:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,bedroom_2,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33600,d23 Wed 08:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33660,d23 Wed 09:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33720,d23 Wed 10:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33780,d23 Wed 11:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33840,d23 Wed 12:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,bedroom_2,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33900,d23 Wed 13:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
33960,d23 Wed 14:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34020,d23 Wed 15:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34080,d23 Wed 16:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2,living,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34140,d23 Wed 17:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2,living,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34200,d23 Wed 18:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,living,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34260,d23 Wed 19:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,living,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34320,d23 Wed 20:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34380,d23 Wed 21:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34440,d23 Wed 22:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34500,d23 Wed 23:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34560,d24 Thu 00:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34620,d24 Thu 01:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34680,d24 Thu 02:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34740,d24 Thu 03:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34800,d24 Thu 04:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34860,d24 Thu 05:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34920,d24 Thu 06:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,bedroom_1,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
34980,d24 Thu 07:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
35040,d24 Thu 08:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
35100,d24 Thu 09:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
35160,d24 Thu 10:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_1,bedroom_2,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
35220,d24 Thu 11:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom_1,entry,kitchen,kitchen
35280,d24 Thu 12:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,entry,kitchen,kitchen
35340,d24 Thu 13:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,entry,kitchen,kitchen
