t,stamp,mug_1,mug_2,mug_3,mug_4,laptop_1,laptop_2,phone_1,phone_2,phone_3,phone_4,keys_1,keys_2,book_1,book_2,book_3,book_4,water_bottle_1,water_bottle_2,water_bottle_3,water_bottle_4,remote_1,charger_1,charger_2,backpack_1,backpack_2,jacket_1,jacket_2,jacket_3,jacket_4,headphones_1,headphones_2,glasses_1,glasses_2,notebook_1,notebook_2,notebook_3,notebook_4,pen_1,pen_2,pen_3
13680,d09 Wed 12:00,kitchen,living,entry,living,bedroom_1,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,living,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
13740,d09 Wed 13:00,kitchen,living,entry,living,living,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,living,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
13800,d09 Wed 14:00,kitchen,living,entry,living,bedroom_1,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,living,bedroom_1,kitchen,outside,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
13860,d09 Wed 15:00,kitchen,living,entry,living,living,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,living,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
13920,d09 Wed 16:00,kitchen,living,entry,living,living,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,living,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
13980,d09 Wed 17:00,kitchen,living,kitchen,living,living,living,kitchen,outside,kitchen,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
14040,d09 Wed 18:00,kitchen,living,kitchen,living,living,living,kitchen,outside,kitchen,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
14100,d09 Wed 19:00,kitchen,living,kitchen,living,living,living,kitchen,outside,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
14160,d09 Wed 20:00,kitchen,living,kitchen,living,living,living,kitchen,outside,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
14220,d09 Wed 21:00,kitchen,living,kitchen,living,living,living,kitchen,outside,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
14280,d09 Wed 22:00,kitchen,living,kitchen,living,living,living,kitchen,outside,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
14340,d09 Wed 23:00,kitchen,living,kitchen,living,living,living,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
14400,d10 Thu 00:00,kitchen,living,kitchen,living,living,living,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
14460,d10 Thu 01:00,kitchen,living,kitchen,living,living,living,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
14520,d10 Thu 02:00,kitchen,living,kitchen,living,living,living,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
14580,d10 Thu 03:00,kitchen,living,kitchen,living,living,living,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
14640,d10 Thu 04:00,kitchen,living,kitchen,living,living,living,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
14700,d10 Thu 05:00,kitchen,living,kitchen,living,living,living,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
14760,d10 Thu 06:00,kitchen,living,kitchen,living,living,living,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
14820,d10 Thu 07:00,kitchen,living,kitchen,living,living,living,kitchen,kitchen,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
14880,d10 Thu 08:00,kitchen,living,entry,living,kitchen,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,kitchen,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
14940,d10 Thu 09:00,kitchen,living,entry,living,living,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
15000,d10 Thu 10:00,kitchen,living,entry,living,living,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
15060,d10 Thu 11:00,kitchen,living,entry,living,living,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
15120,d10 Thu 12:00,kitchen,living,entry,living,living,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
15180,d10 Thu 13:00,kitchen,living,entry,living,living,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
15240,d10 Thu 14:00,kitchen,living,entry,living,living,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
15300,d10 Thu 15:00,kitchen,living,entry,living,living,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
15360,d10 Thu 16:00,kitchen,living,kitchen,living,living,living,kitchen,outside,kitchen,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
15420,d10 Thu 17:00,kitchen,living,kitchen,living,living,living,kitchen,outside,kitchen,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
15480,d10 Thu 18:00,kitchen,living,kitchen,living,living,living,kitchen,outside,kitchen,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
15540,d10 Thu 19:00,kitchen,living,kitchen,living,living,living,kitchen,living,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
15600,d10 Thu 20:00,kitchen,living,kitchen,living,living,living,kitchen,living,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
15660,d10 Thu 21:00,kitchen,living,kitchen,living,living,living,kitchen,living,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
15720,d10 Thu 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,kitchen,living,bedroom_1,bedroom_2,kitchen
15780,d10 Thu 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,kitchen,entry,entry,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,kitchen,living,bedroom_1,bedroom_2,kitchen
15840,d11 Fri 00:00,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_3,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
15900,d11 Fri 01:00,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_3,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
15960,d11 Fri 02:00,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_3,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
16020,d11 Fri 03:00,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_3,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
16080,d11 Fri 04:00,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_3,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
16140,d11 Fri 05:00,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_3,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
16200,d11 Fri 06:00,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_2,bedroom_3,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
16260,d11 Fri 07:00,kitchen,kitchen,entry,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,kitchen,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,bedroom_3,living,kitchen,bedroom_2,bedroom_3
16320,d11 Fri 08:00,kitchen,kitchen,entry,living,kitchen,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,kitchen,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
16380,d11 Fri 09:00,kitchen,kitchen,entry,living,living,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
16440,d11 Fri 10:00,kitchen,kitchen,entry,living,living,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
16500,d11 Fri 11:00,kitchen,kitchen,entry,living,bedroom_1,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
16560,d11 Fri 12:00,kitchen,kitchen,entry,living,living,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
16620,d11 Fri 13:00,kitchen,kitchen,entry,living,bedroom_1,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
16680,d11 Fri 14:00,kitchen,kitchen,entry,living,bedroom_1,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
16740,d11 Fri 15:00,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,kitchen,outside,kitchen,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,kitchen
16800,d11 Fri 16:00,kitchen,kitchen,kitchen,living,living,bedroom_2,kitchen,outside,kitchen,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,kitchen
16860,d11 Fri 17:00,kitchen,kitchen,kitchen,living,living,bedroom_2,kitchen,outside,kitchen,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,kitchen
16920,d11 Fri 18:00,kitchen,kitchen,kitchen,living,living,bedroom_2,kitchen,outside,kitchen,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,bedroom_3,kitchen,kitchen,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,kitchen
16980,d11 Fri 19:00,kitchen,living,kitchen,living,living,living,kitchen,living,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_3,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
17040,d11 Fri 20:00,kitchen,living,kitchen,living,living,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_3,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
17100,d11 Fri 21:00,kitchen,living,kitchen,living,living,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_3,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
17160,d11 Fri 22:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
17220,d11 Fri 23:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
17280,d12 Sat 00:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,kitchen,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
17340,d12 Sat 01:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,kitchen,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
17400,d12 Sat 02:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,kitchen,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
17460,d12 Sat 03:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,kitchen,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
17520,d12 Sat 04:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,kitchen,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
17580,d12 Sat 05:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,kitchen,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
17640,d12 Sat 06:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,kitchen,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
17700,d12 Sat 07:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,kitchen,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
17760,d12 Sat 08:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,kitchen,entry,bedroom_1,living,bedroom_3,living,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
17820,d12 Sat 09:00,kitchen,living,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_3,bedroom_2,kitchen,entry,kitchen,living,bedroom_3,living,bedroom_1,kitchen,bedroom_3,kitchen,living,living,kitchen,entry,entry,kitchen,entry,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,bedroom_3
17880,d12 Sat 10:00,kitchen,living,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_3,bedroom_2,kitchen,entry,kitchen,living,bedroom_3,living,bedroom_1,kitchen,bedroom_3,kitchen,living,living,kitchen,entry,entry,kitchen,entry,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,bedroom_3
17940,d12 Sat 11:00,kitchen,living,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_3,bedroom_2,kitchen,entry,kitchen,living,bedroom_3,living,bedroom_1,kitchen,bedroom_3,kitchen,living,living,kitchen,entry,entry,kitchen,entry,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,bedroom_3
18000,d12 Sat 12:00,kitchen,living,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_3,bedroom_2,kitchen,entry,kitchen,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,living,kitchen,entry,entry,kitchen,entry,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,bedroom_3
