t,stamp,phone_maya,keys_maya,wallet_maya,backpack_maya,laptop_maya,charger_maya,mug_maya,water_bottle_maya,lunchbox_maya,book_maya,notebook_maya,pen_maya,jacket_maya,phone_elliot,keys_elliot,wallet_elliot,backpack_elliot,laptop_elliot,charger_elliot,mug_elliot,headphones_elliot,lunchbox_elliot,jacket_elliot,glasses_elliot,plate_1,plate_2,bowl_1,bowl_2,pot_1,pan_1,remote_1,blanket_1,laundry_basket_1,vacuum_cleaner_1,watering_can_1,towel_1
14040,d09 Wed 18:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
14100,d09 Wed 19:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
14160,d09 Wed 20:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
14220,d09 Wed 21:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
14280,d09 Wed 22:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,bathroom,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
14340,d09 Wed 23:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,bathroom,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
14400,d10 Thu 00:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
14460,d10 Thu 01:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
14520,d10 Thu 02:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
14580,d10 Thu 03:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
14640,d10 Thu 04:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
14700,d10 Thu 05:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
14760,d10 Thu 06:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
14820,d10 Thu 07:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
14880,d10 Thu 08:00,kitchen,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
14940,d10 Thu 09:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15000,d10 Thu 10:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15060,d10 Thu 11:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15120,d10 Thu 12:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15180,d10 Thu 13:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15240,d10 Thu 14:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15300,d10 Thu 15:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15360,d10 Thu 16:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15420,d10 Thu 17:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15480,d10 Thu 18:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15540,d10 Thu 19:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15600,d10 Thu 20:00,bedroom_1,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15660,d10 Thu 21:00,living,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,living,kitchen,kitchen,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15720,d10 Thu 22:00,living,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15780,d10 Thu 23:00,living,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15840,d11 Fri 00:00,living,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15900,d11 Fri 01:00,living,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
15960,d11 Fri 02:00,living,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
16020,d11 Fri 03:00,living,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
16080,d11 Fri 04:00,living,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
16140,d11 Fri 05:00,living,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
16200,d11 Fri 06:00,living,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
16260,d11 Fri 07:00,living,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,entry,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,bathroom
16320,d11 Fri 08:00,kitchen,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
16380,d11 Fri 09:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
16440,d11 Fri 10:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
16500,d11 Fri 11:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
16560,d11 Fri 12:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
16620,d11 Fri 13:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
16680,d11 Fri 14:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
16740,d11 Fri 15:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
16800,d11 Fri 16:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
16860,d11 Fri 17:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
16920,d11 Fri 18:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
16980,d11 Fri 19:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
17040,d11 Fri 20:00,entry,entry,living,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
17100,d11 Fri 21:00,entry,entry,living,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
17160,d11 Fri 22:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
17220,d11 Fri 23:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
17280,d12 Sat 00:00,entry,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
17340,d12 Sat 01:00,entry,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
17400,d12 Sat 02:00,entry,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
17460,d12 Sat 03:00,entry,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
17520,d12 Sat 04:00,entry,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
17580,d12 Sat 05:00,entry,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
17640,d12 Sat 06:00,entry,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
17700,d12 Sat 07:00,entry,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
17760,d12 Sat 08:00,entry,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
17820,d12 Sat 09:00,entry,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
17880,d12 Sat 10:00,kitchen,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen
17940,d12 Sat 11:00,bathroom,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,bedroom_2,living,kitchen,bathroom
18000,d12 Sat 12:00,bedroom_1,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,bathroom
18060,d12 Sat 13:00,kitchen,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,bedroom_2
18120,d12 Sat 14:00,kitchen,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,bedroom_2
18180,d12 Sat 15:00,living,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,bedroom_2
18240,d12 Sat 16:00,outside,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living,kitchen,bedroom_2
18300,d12 Sat 17:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living,kitchen,bedroom_2
18360,d12 Sat 18:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,entry,entry,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living,kitchen,bedroom_2
18420,d12 Sat 19:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,entry,bedroom_2,entry,entry,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living,kitchen,kitchen
18480,d12 Sat 20:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,entry,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living,kitchen,kitchen
18540,d12 Sat 21:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
18600,d12 Sat 22:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
18660,d12 Sat 23:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
18720,d13 Sun 00:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
