t,stamp,phone_nadia,keys_nadia,wallet_nadia,laptop_nadia,water_bottle_nadia,lunchbox_nadia,book_nadia,notebook_nadia,mug_nadia,glasses_nadia,phone_evan,keys_evan,wallet_evan,backpack_evan,laptop_evan,notebook_evan,pen_evan,jacket_evan,mug_evan,phone_leila,keys_leila,wallet_leila,backpack_leila,laptop_leila,headphones_leila,charger_leila,water_bottle_leila,makeup_kit_leila,hairbrush_leila,yoga_mat_leila,phone_mateo,keys_mateo,backpack_mateo,water_bottle_mateo,lunchbox_mateo,notebook_mateo,pen_mateo,toy_mateo,blanket_mateo,tablet_1,remote_1,charger_1,plate_1,plate_2,plate_3,plate_4,bowl_1,bowl_2,pot_1,pan_1,laundry_basket_1,towel_1,vacuum_cleaner_1
22200,d15 Tue 10:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,sink_k1,coffee_table_l1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,chair_k2,person:resident_2,counter_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,bathroom_shelf_ba1,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,desk_b3,counter_k1,counter_k1,counter_k1,coffee_table_l1,counter_k1,kitchen_table_k1,cupboard_k1,sink_k1,cupboard_k1,kitchen_table_k1,sink_k1,dish_rack_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
22260,d15 Tue 11:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,sink_k1,coffee_table_l1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,chair_k2,person:resident_2,counter_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,bathroom_shelf_ba1,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,desk_b3,counter_k1,counter_k1,counter_k1,coffee_table_l1,counter_k1,kitchen_table_k1,cupboard_k1,sink_k1,cupboard_k1,kitchen_table_k1,sink_k1,dish_rack_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
22320,d15 Tue 12:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,sink_k1,coffee_table_l1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,chair_k2,person:resident_2,counter_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,bathroom_shelf_ba1,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,desk_b3,counter_k1,counter_k1,counter_k1,coffee_table_l1,counter_k1,kitchen_table_k1,cupboard_k1,sink_k1,cupboard_k1,kitchen_table_k1,sink_k1,dish_rack_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
22380,d15 Tue 13:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,sink_k1,chair_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,chair_k2,person:resident_2,counter_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,bathroom_shelf_ba1,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,desk_b3,counter_k1,counter_k1,counter_k1,coffee_table_l1,counter_k1,kitchen_table_k1,cupboard_k1,sink_k1,cupboard_k1,kitchen_table_k1,sink_k1,dish_rack_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
22440,d15 Tue 14:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,sink_k1,chair_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,chair_k2,person:resident_2,counter_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,bathroom_shelf_ba1,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,desk_b3,counter_k1,counter_k1,counter_k1,coffee_table_l1,counter_k1,kitchen_table_k1,cupboard_k1,sink_k1,cupboard_k1,kitchen_table_k1,sink_k1,dish_rack_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
22500,d15 Tue 15:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,sink_k1,chair_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,chair_k2,person:resident_2,counter_k1,nightstand_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,bathroom_shelf_ba1,bedroom_floor_b2,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,desk_b3,counter_k1,counter_k1,counter_k1,coffee_table_l1,counter_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,cupboard_k1,kitchen_table_k1,counter_k1,dish_rack_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
22560,d15 Tue 16:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,sink_k1,chair_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,chair_k2,person:resident_2,counter_k1,desk_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b2,counter_k1,desk_b2,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,desk_b3,counter_k1,counter_k1,counter_k1,coffee_table_l1,counter_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
22620,d15 Tue 17:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,sink_k1,chair_k1,nightstand_b1,entry_table_e1,kitchen_table_k1,chair_k1,chair_k1,chair_k1,chair_k1,chair_k2,counter_k1,desk_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,kitchen_table_k1,nightstand_b2,counter_k1,chair_k1,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,counter_k1,coffee_table_l1,counter_k1,kitchen_table_k1,sink_k1,sink_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
22680,d15 Tue 18:00,entry_table_e1,entry_table_e1,entry_table_e1,desk_b1,dish_rack_k1,counter_k1,nightstand_b1,counter_k1,sink_k1,chair_k1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,chair_k2,counter_k1,desk_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b2,desk_b2,chair_k1,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,counter_k1,coffee_table_l1,counter_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
22740,d15 Tue 19:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,dish_rack_k1,chair_k1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,kitchen_table_k1,kitchen_table_k1,chair_k1,chair_k2,counter_k1,desk_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,kitchen_table_k1,nightstand_b2,desk_b2,chair_k1,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,counter_k1,coffee_table_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
22800,d15 Tue 20:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,dish_rack_k1,chair_k1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,kitchen_table_k1,chair_k1,chair_k1,chair_k2,counter_k1,desk_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b2,desk_b2,chair_k1,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
22860,d15 Tue 21:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,dish_rack_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,dish_rack_k1,kitchen_table_k1,chair_k1,chair_k1,chair_k2,counter_k1,desk_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,bathroom_shelf_ba1,desk_b2,chair_k1,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
22920,d15 Tue 22:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,dish_rack_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,dish_rack_k1,kitchen_table_k1,chair_k1,chair_k1,chair_k2,counter_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,chair_k1,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
22980,d15 Tue 23:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,dish_rack_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,dish_rack_k1,kitchen_table_k1,chair_k1,chair_k1,chair_k2,counter_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,chair_k1,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23040,d16 Wed 00:00,entry_table_e1,entry_table_e1,entry_table_e1,desk_b1,dish_rack_k1,sink_k1,couch_l1,chair_k1,dish_rack_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,dish_rack_k1,kitchen_table_k1,chair_k1,chair_k1,chair_k2,counter_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,chair_k1,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23100,d16 Wed 01:00,entry_table_e1,entry_table_e1,entry_table_e1,desk_b1,dish_rack_k1,sink_k1,couch_l1,chair_k1,dish_rack_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,dish_rack_k1,kitchen_table_k1,chair_k1,chair_k1,chair_k2,counter_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,chair_k1,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23160,d16 Wed 02:00,entry_table_e1,entry_table_e1,entry_table_e1,desk_b1,dish_rack_k1,sink_k1,couch_l1,chair_k1,dish_rack_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,dish_rack_k1,kitchen_table_k1,chair_k1,chair_k1,chair_k2,counter_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,chair_k1,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23220,d16 Wed 03:00,entry_table_e1,entry_table_e1,entry_table_e1,desk_b1,dish_rack_k1,sink_k1,couch_l1,chair_k1,dish_rack_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,dish_rack_k1,kitchen_table_k1,chair_k1,chair_k1,chair_k2,counter_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,chair_k1,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23280,d16 Wed 04:00,entry_table_e1,entry_table_e1,entry_table_e1,desk_b1,dish_rack_k1,sink_k1,couch_l1,chair_k1,dish_rack_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,dish_rack_k1,kitchen_table_k1,chair_k1,chair_k1,chair_k2,counter_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,chair_k1,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23340,d16 Wed 05:00,entry_table_e1,entry_table_e1,entry_table_e1,desk_b1,dish_rack_k1,sink_k1,couch_l1,chair_k1,dish_rack_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,dish_rack_k1,kitchen_table_k1,chair_k1,chair_k1,chair_k2,counter_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,chair_k1,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23400,d16 Wed 06:00,entry_table_e1,entry_table_e1,entry_table_e1,desk_b1,dish_rack_k1,sink_k1,couch_l1,chair_k1,dish_rack_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,dish_rack_k1,kitchen_table_k1,chair_k1,chair_k1,chair_k2,counter_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,chair_k1,bathroom_shelf_ba1,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23460,d16 Wed 07:00,person:resident_1,entry_table_e1,entry_table_e1,desk_b1,dish_rack_k1,sink_k1,couch_l1,chair_k1,cupboard_k1,nightstand_b1,counter_k1,entry_table_e1,nightstand_b1,dish_rack_k1,kitchen_table_k1,chair_k1,chair_k1,chair_k2,sink_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,chair_k1,desk_b2,nightstand_b2,desk_b2,bedroom_floor_b1,desk_b2,bedroom_floor_b2,counter_k1,kitchen_table_k1,cupboard_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23520,d16 Wed 08:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,sink_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,counter_k1,kitchen_table_k1,cupboard_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23580,d16 Wed 09:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,sink_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23640,d16 Wed 10:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,sink_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23700,d16 Wed 11:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,sink_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23760,d16 Wed 12:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,sink_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23820,d16 Wed 13:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,sink_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23880,d16 Wed 14:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,sink_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,chair_k2,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
23940,d16 Wed 15:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,sink_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,desk_b2,nightstand_b2,person:resident_3,desk_b2,desk_b2,person:resident_3,chair_k2,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,dish_rack_k1,sink_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
24000,d16 Wed 16:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,couch_l1,person:resident_1,sink_k1,nightstand_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,nightstand_b2,bedroom_floor_b2,bedroom_floor_b2,bedroom_floor_b2,bedroom_floor_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,desk_b2,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,counter_k1,counter_k1,desk_b3,kitchen_table_k1,couch_l1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,nightstand_b2,kitchen_table_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,counter_k1
24060,d16 Wed 17:00,entry_table_e1,counter_k1,entry_table_e1,desk_b1,dish_rack_k1,sink_k1,couch_l1,counter_k1,sink_k1,nightstand_b1,counter_k1,kitchen_table_k1,nightstand_b1,chair_k1,chair_k1,kitchen_table_k1,chair_k1,entry_hook_e1,nightstand_b2,nightstand_b2,bedroom_floor_b2,bedroom_floor_b2,bedroom_floor_b2,bedroom_floor_b2,kitchen_table_k1,nightstand_b2,desk_b2,nightstand_b2,desk_b2,bedroom_floor_b2,counter_k1,kitchen_table_k1,entry_floor_e1,counter_k1,counter_k1,desk_b3,kitchen_table_k1,nightstand_b2,nightstand_b2,counter_k1,nightstand_b2,nightstand_b2,kitchen_table_k1,nightstand_b2,kitchen_table_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,nightstand_b2,towel_rack_ba1,nightstand_b2
