t,stamp,mug_1,mug_2,laptop_alex,laptop_bella,laptop_chad,laptop_dana,phone_alex,phone_bella,phone_chad,phone_dana,keys_alex,keys_bella,keys_chad,keys_dana,wallet_alex,wallet_bella,wallet_chad,wallet_dana,book_alex,book_bella,book_chad,book_dana,water_bottle_alex,water_bottle_bella,water_bottle_chad,water_bottle_dana,remote_1,charger_alex,charger_bella,charger_chad,charger_dana,backpack_alex,backpack_bella,backpack_chad,backpack_dana,jacket_alex,jacket_bella,jacket_chad,jacket_dana,headphones_bella,headphones_chad,glasses_alex,glasses_dana,notebook_bella,notebook_dana,pen_1,pen_2,medication_bottle_alex,toy_chad,blanket_1,towel_1,towel_2,gaming_controller_chad,dog_leash_none,lunchbox_alex,lunchbox_dana,umbrella_dana,laundry_basket_1,laundry_basket_2,vacuum_cleaner_1
25320,d17 Thu 14:00,kitchen,kitchen,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,entry,outside,outside,entry,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,living,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,outside,outside,bedroom_1,bedroom_4,outside,bedroom_4,bedroom_4,bedroom_4,bedroom_1,outside,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
25380,d17 Thu 15:00,kitchen,kitchen,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,entry,outside,outside,entry,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,living,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,outside,outside,bedroom_1,bedroom_4,outside,bedroom_4,bedroom_4,bedroom_4,bedroom_1,outside,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
25440,d17 Thu 16:00,kitchen,kitchen,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,bedroom_2,outside,bedroom_4,entry,kitchen,outside,entry,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,kitchen,outside,bedroom_4,bedroom_1,bedroom_2,outside,bedroom_4,living,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,kitchen,outside,bedroom_4,bedroom_2,outside,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,outside,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
25500,d17 Thu 17:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,kitchen,kitchen,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen
25560,d17 Thu 18:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,living,living,bedroom_3,bedroom_1,living,bedroom_2,living,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
25620,d17 Thu 19:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,bedroom_2,bedroom_3,entry,kitchen,bedroom_2,bedroom_3,bedroom_4,kitchen,bedroom_2,bedroom_3,bedroom_4,kitchen,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
25680,d17 Thu 20:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_1,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
25740,d17 Thu 21:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_1,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
25800,d17 Thu 22:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_2,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_2,living,living,bedroom_2,bedroom_2,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
25860,d17 Thu 23:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
25920,d18 Fri 00:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
25980,d18 Fri 01:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
26040,d18 Fri 02:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
26100,d18 Fri 03:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
26160,d18 Fri 04:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
26220,d18 Fri 05:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
26280,d18 Fri 06:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
26340,d18 Fri 07:00,bedroom_1,bedroom_1,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_1,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,bedroom_3,entry,kitchen,kitchen,entry,bedroom_1,bedroom_1,bedroom_1
26400,d18 Fri 08:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,living,outside,outside,bedroom_2,living,outside,bedroom_1,bedroom_1,bedroom_2,bedroom_3,outside,outside,entry,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,bedroom_2,living,outside,outside,bedroom_2,outside,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
26460,d18 Fri 09:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,living,outside,outside,bedroom_2,living,outside,bedroom_1,bedroom_1,bedroom_2,bedroom_3,outside,outside,entry,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,bedroom_2,living,outside,outside,bedroom_2,outside,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
26520,d18 Fri 10:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,living,outside,outside,bedroom_2,living,outside,bedroom_1,bedroom_1,bedroom_2,bedroom_3,outside,outside,entry,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,bedroom_2,living,outside,outside,bedroom_2,outside,bedroom_2,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
26580,d18 Fri 11:00,kitchen,kitchen,outside,outside,bedroom_3,outside,outside,kitchen,bedroom_3,outside,outside,outside,bedroom_3,outside,outside,outside,bedroom_3,outside,outside,outside,living,outside,outside,outside,living,outside,bedroom_1,bedroom_1,outside,bedroom_3,outside,outside,outside,bedroom_3,outside,outside,outside,bedroom_3,outside,outside,living,outside,outside,outside,outside,bedroom_2,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
26640,d18 Fri 12:00,kitchen,kitchen,bedroom_1,outside,bedroom_3,outside,bedroom_1,bedroom_2,bathroom,outside,entry,outside,entry,outside,kitchen,outside,bedroom_3,outside,bedroom_1,outside,bedroom_3,outside,bedroom_1,outside,bedroom_3,outside,bedroom_1,bedroom_1,outside,bedroom_3,outside,bedroom_1,outside,bedroom_3,outside,bedroom_1,outside,living,outside,outside,bedroom_3,bedroom_1,outside,outside,outside,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,outside,outside,entry,entry,entry
26700,d18 Fri 13:00,kitchen,kitchen,bedroom_1,outside,bedroom_3,outside,bedroom_1,bedroom_2,kitchen,outside,entry,outside,entry,outside,bedroom_1,outside,bedroom_3,outside,bedroom_1,outside,bedroom_3,outside,bedroom_1,outside,bedroom_3,outside,bedroom_1,bedroom_1,outside,bedroom_3,outside,bedroom_1,outside,bedroom_3,outside,bedroom_1,outside,living,outside,outside,bedroom_3,bedroom_1,outside,outside,outside,kitchen,bedroom_1,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,outside,outside,entry,entry,entry
26760,d18 Fri 14:00,kitchen,kitchen,bedroom_1,outside,outside,bedroom_4,bedroom_1,bedroom_2,outside,bedroom_4,entry,outside,outside,entry,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,bedroom_1,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,bedroom_1,outside,outside,bedroom_4,outside,outside,bedroom_1,bedroom_4,outside,bedroom_4,bedroom_2,bedroom_4,bedroom_1,outside,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
26820,d18 Fri 15:00,kitchen,kitchen,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,bedroom_2,outside,living,bedroom_1,kitchen,outside,entry,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,bedroom_2,outside,living,bedroom_1,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_2,outside,bedroom_1,living,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,outside,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
26880,d18 Fri 16:00,kitchen,kitchen,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,bedroom_2,outside,kitchen,bedroom_1,kitchen,outside,entry,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,bedroom_2,outside,kitchen,bedroom_1,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_1,bedroom_2,outside,bedroom_4,bedroom_2,outside,bedroom_1,kitchen,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,outside,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
26940,d18 Fri 17:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,kitchen,bedroom_2,bedroom_4,bedroom_2,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen
27000,d18 Fri 18:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,living,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,living,bedroom_2,bedroom_4,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen
27060,d18 Fri 19:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,living,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,kitchen,bedroom_2,bedroom_3,living,living,kitchen,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,living,bedroom_2,bedroom_4,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,kitchen,entry,entry,entry,entry
27120,d18 Fri 20:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,living,kitchen,bedroom_1,bedroom_1,kitchen,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
27180,d18 Fri 21:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,kitchen,living,bedroom_1,bedroom_1,living,entry,kitchen,kitchen,entry,entry,entry,entry
27240,d18 Fri 22:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,kitchen,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
27300,d18 Fri 23:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
27360,d19 Sat 00:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
27420,d19 Sat 01:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
27480,d19 Sat 02:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
27540,d19 Sat 03:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
27600,d19 Sat 04:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
