t,stamp,laptop_arthur,phone_arthur,keys_arthur,glasses_arthur,water_bottle_arthur,tablet_elena,phone_elena,keys_elena,makeup_kit_elena,notebook_elena,pen_elena,toy_leo,blanket_leo,water_bottle_leo,plate_shared,bowl_shared,mug_arthur,mug_elena,remote_shared,laundry_basket_shared
15060,d10 Thu 11:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,sink_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
15120,d10 Thu 12:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,sink_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
15180,d10 Thu 13:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,sink_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
15240,d10 Thu 14:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,sink_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
15300,d10 Thu 15:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,couch_l1,counter_k1,cupboard_k1,sink_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
15360,d10 Thu 16:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,couch_l1,counter_k1,cupboard_k1,sink_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
15420,d10 Thu 17:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,couch_l1,counter_k1,cupboard_k1,sink_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
15480,d10 Thu 18:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,couch_l1,counter_k1,kitchen_table_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
15540,d10 Thu 19:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,counter_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
15600,d10 Thu 20:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,counter_k1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
15660,d10 Thu 21:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,counter_k1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
15720,d10 Thu 22:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,armchair_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
15780,d10 Thu 23:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,armchair_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
15840,d11 Fri 00:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,armchair_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
15900,d11 Fri 01:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,armchair_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
15960,d11 Fri 02:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,armchair_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16020,d11 Fri 03:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,armchair_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16080,d11 Fri 04:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,armchair_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16140,d11 Fri 05:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,armchair_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16200,d11 Fri 06:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bed_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,kitchen_table_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16260,d11 Fri 07:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bed_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,kitchen_table_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16320,d11 Fri 08:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bed_b1,kitchen_table_k1,kitchen_table_k1,tv_stand_l1,bed_b2,counter_k1,cupboard_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16380,d11 Fri 09:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bed_b1,kitchen_table_k1,kitchen_table_k1,tv_stand_l1,bed_b2,counter_k1,dish_rack_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16440,d11 Fri 10:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bed_b1,kitchen_table_k1,kitchen_table_k1,tv_stand_l1,bed_b2,counter_k1,dish_rack_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16500,d11 Fri 11:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,bookshelf_l1,entry_table_e1,bed_b1,kitchen_table_k1,kitchen_table_k1,tv_stand_l1,bed_b2,counter_k1,dish_rack_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16560,d11 Fri 12:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,bookshelf_l1,entry_table_e1,bed_b1,kitchen_table_k1,kitchen_table_k1,tv_stand_l1,bed_b2,counter_k1,dish_rack_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16620,d11 Fri 13:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,bookshelf_l1,entry_table_e1,bed_b1,kitchen_table_k1,kitchen_table_k1,tv_stand_l1,bed_b2,counter_k1,dish_rack_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16680,d11 Fri 14:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,bookshelf_l1,entry_table_e1,bed_b1,kitchen_table_k1,kitchen_table_k1,tv_stand_l1,bed_b2,counter_k1,dish_rack_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16740,d11 Fri 15:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,bookshelf_l1,entry_table_e1,bed_b1,kitchen_table_k1,kitchen_table_k1,tv_stand_l1,bed_b2,counter_k1,dish_rack_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16800,d11 Fri 16:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,bookshelf_l1,entry_table_e1,bed_b1,kitchen_table_k1,kitchen_table_k1,tv_stand_l1,bed_b2,counter_k1,dish_rack_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16860,d11 Fri 17:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,bookshelf_l1,entry_table_e1,bed_b1,kitchen_table_k1,kitchen_table_k1,tv_stand_l1,bed_b2,counter_k1,dish_rack_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16920,d11 Fri 18:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,bed_b2,kitchen_table_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
16980,d11 Fri 19:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,kitchen_table_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
17040,d11 Fri 20:00,desk_b1,couch_l1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
17100,d11 Fri 21:00,desk_b1,couch_l1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
17160,d11 Fri 22:00,desk_b1,couch_l1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,tv_stand_l1,bed_b1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
17220,d11 Fri 23:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,kitchen_table_k1,tv_stand_l1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
17280,d12 Sat 00:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,kitchen_table_k1,tv_stand_l1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
17340,d12 Sat 01:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,kitchen_table_k1,tv_stand_l1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
17400,d12 Sat 02:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,counter_k1,kitchen_table_k1,tv_stand_l1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
17460,d12 Sat 03:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,counter_k1,kitchen_table_k1,tv_stand_l1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
17520,d12 Sat 04:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,counter_k1,kitchen_table_k1,tv_stand_l1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
17580,d12 Sat 05:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,counter_k1,kitchen_table_k1,tv_stand_l1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
17640,d12 Sat 06:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,counter_k1,kitchen_table_k1,tv_stand_l1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,kitchen_table_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
17700,d12 Sat 07:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,tv_stand_l1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
17760,d12 Sat 08:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,cupboard_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
17820,d12 Sat 09:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,couch_l1,sink_k1,dish_rack_k1,couch_l1,kitchen_table_k1,couch_l1,entry_floor_e1
17880,d12 Sat 10:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,couch_l1,sink_k1,dish_rack_k1,couch_l1,kitchen_table_k1,couch_l1,entry_floor_e1
17940,d12 Sat 11:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,couch_l1,sink_k1,dish_rack_k1,couch_l1,kitchen_table_k1,couch_l1,entry_floor_e1
18000,d12 Sat 12:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,couch_l1,sink_k1,dish_rack_k1,couch_l1,kitchen_table_k1,couch_l1,entry_floor_e1
18060,d12 Sat 13:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,coffee_table_l1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,coffee_table_l1,couch_l1,bed_b2,counter_k1,sink_k1,counter_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
18120,d12 Sat 14:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,coffee_table_l1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,coffee_table_l1,couch_l1,bed_b2,counter_k1,sink_k1,counter_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
18180,d12 Sat 15:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,coffee_table_l1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,coffee_table_l1,couch_l1,bed_b2,counter_k1,sink_k1,counter_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
18240,d12 Sat 16:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,cupboard_k1,cupboard_k1,counter_k1,couch_l1,coffee_table_l1,entry_table_e1
18300,d12 Sat 17:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,cupboard_k1,cupboard_k1,counter_k1,couch_l1,coffee_table_l1,bedroom_floor_b1
18360,d12 Sat 18:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,bed_b2,counter_k1,cupboard_k1,counter_k1,coffee_table_l1,coffee_table_l1,couch_l1,bedroom_floor_b1
18420,d12 Sat 19:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
18480,d12 Sat 20:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,kitchen_table_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
18540,d12 Sat 21:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,coffee_table_l1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
18600,d12 Sat 22:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,coffee_table_l1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
18660,d12 Sat 23:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,coffee_table_l1,bed_b1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
18720,d13 Sun 00:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,coffee_table_l1,bed_b1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
18780,d13 Sun 01:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,coffee_table_l1,bed_b1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
18840,d13 Sun 02:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,coffee_table_l1,bed_b1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
18900,d13 Sun 03:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,coffee_table_l1,bed_b1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
18960,d13 Sun 04:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,coffee_table_l1,bed_b1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
19020,d13 Sun 05:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,coffee_table_l1,bed_b1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
19080,d13 Sun 06:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,coffee_table_l1,bed_b1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
19140,d13 Sun 07:00,desk_b1,coffee_table_l1,entry_table_e1,coffee_table_l1,counter_k1,couch_l1,couch_l1,coffee_table_l1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
19200,d13 Sun 08:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,bathroom_shelf_ba1,desk_b1,desk_b1,sink_k1,bed_b2,counter_k1,cupboard_k1,kitchen_table_k1,desk_b1,desk_b1,coffee_table_l1,entry_floor_e1
19260,d13 Sun 09:00,bed_b1,counter_k1,entry_table_e1,desk_b1,counter_k1,couch_l1,couch_l1,armchair_l1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,desk_b1,couch_l1,couch_l1,entry_floor_e1
19320,d13 Sun 10:00,desk_b1,nightstand_b1,couch_l1,couch_l1,couch_l1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,coffee_table_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,couch_l1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
19380,d13 Sun 11:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
19440,d13 Sun 12:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
19500,d13 Sun 13:00,desk_b1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,kitchen_table_k1,bed_b2,counter_k1,cupboard_k1,sink_k1,counter_k1,couch_l1,couch_l1,entry_floor_e1
19560,d13 Sun 14:00,desk_b1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,bookshelf_l1,kitchen_table_k1,bed_b2,counter_k1,cupboard_k1,sink_k1,counter_k1,couch_l1,couch_l1,entry_floor_e1
19620,d13 Sun 15:00,desk_b1,nightstand_b1,kitchen_table_k1,desk_b1,couch_l1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,couch_l1,couch_l1,couch_l1,entry_floor_e1
19680,d13 Sun 16:00,desk_b1,nightstand_b1,kitchen_table_k1,desk_b1,couch_l1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,couch_l1,couch_l1,couch_l1,entry_floor_e1
19740,d13 Sun 17:00,desk_b1,nightstand_b1,kitchen_table_k1,desk_b1,couch_l1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,couch_l1,couch_l1,couch_l1,entry_floor_e1
19800,d13 Sun 18:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,couch_l1,coffee_table_l1,entry_floor_e1
19860,d13 Sun 19:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,coffee_table_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,kitchen_table_k1,cupboard_k1,counter_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
19920,d13 Sun 20:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,kitchen_table_k1,dish_rack_k1,counter_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
