t,stamp,mug_1,mug_2,bowl_1,bowl_2,plate_1,plate_2,laptop_1,laptop_2,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,water_bottle_2,backpack_1,backpack_2,jacket_1,jacket_2,charger_1,charger_2,notebook_1,pen_1,medication_bottle_1,toy_1,toy_2,blanket_1,blanket_2,dog_leash_1,towel_1,towel_2,wallet_1,wallet_2,umbrella_1,remote_1,headphones_1,lunchbox_1,lunchbox_2,gaming_controller_1
22860,d15 Tue 21:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
22920,d15 Tue 22:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
22980,d15 Tue 23:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
23040,d16 Wed 00:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
23100,d16 Wed 01:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
23160,d16 Wed 02:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
23220,d16 Wed 03:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
23280,d16 Wed 04:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
23340,d16 Wed 05:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
23400,d16 Wed 06:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
23460,d16 Wed 07:00,counter_k1,nightstand_b2,counter_k1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
23520,d16 Wed 08:00,counter_k1,counter_k1,kitchen_table_k1,sink_k1,kitchen_table_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
23580,d16 Wed 09:00,counter_k1,nightstand_b2,couch_l1,sink_k1,kitchen_table_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
23640,d16 Wed 10:00,counter_k1,nightstand_b2,couch_l1,sink_k1,kitchen_table_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
23700,d16 Wed 11:00,counter_k1,nightstand_b2,couch_l1,sink_k1,kitchen_table_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
23760,d16 Wed 12:00,counter_k1,nightstand_b2,couch_l1,sink_k1,kitchen_table_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
23820,d16 Wed 13:00,counter_k1,nightstand_b2,couch_l1,sink_k1,kitchen_table_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
23880,d16 Wed 14:00,counter_k1,nightstand_b2,couch_l1,sink_k1,kitchen_table_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
23940,d16 Wed 15:00,counter_k1,nightstand_b2,couch_l1,sink_k1,kitchen_table_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
24000,d16 Wed 16:00,counter_k1,nightstand_b2,couch_l1,sink_k1,kitchen_table_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24060,d16 Wed 17:00,counter_k1,nightstand_b2,couch_l1,sink_k1,kitchen_table_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,person:resident_2,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,person:resident_2,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24120,d16 Wed 18:00,counter_k1,nightstand_b2,couch_l1,sink_k1,kitchen_table_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24180,d16 Wed 19:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24240,d16 Wed 20:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,couch_l1,entry_hook_e1,couch_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24300,d16 Wed 21:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24360,d16 Wed 22:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24420,d16 Wed 23:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24480,d17 Thu 00:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24540,d17 Thu 01:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24600,d17 Thu 02:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24660,d17 Thu 03:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24720,d17 Thu 04:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24780,d17 Thu 05:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24840,d17 Thu 06:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24900,d17 Thu 07:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
24960,d17 Thu 08:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
25020,d17 Thu 09:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
25080,d17 Thu 10:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
25140,d17 Thu 11:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
25200,d17 Thu 12:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
25260,d17 Thu 13:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
25320,d17 Thu 14:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,couch_l1,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
