t,stamp,mug_arthur,mug_martha,mug_shared_1,phone_arthur,phone_martha,keys_arthur,keys_martha,wallet_arthur,wallet_martha,glasses_arthur,glasses_martha,book_arthur_1,book_martha_1,notebook_arthur,notebook_martha,water_bottle_arthur,water_bottle_martha,remote_shared,laptop_martha,watering_can_shared,jacket_martha,blanket_shared,pen_arthur,vacuum_cleaner_shared
20460,d14 Mon 05:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
20520,d14 Mon 06:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
20580,d14 Mon 07:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
20640,d14 Mon 08:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,living,bedroom_1,living,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,kitchen
20700,d14 Mon 09:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
20760,d14 Mon 10:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_1,entry
20820,d14 Mon 11:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,entry
20880,d14 Mon 12:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,entry
20940,d14 Mon 13:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,entry
21000,d14 Mon 14:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
21060,d14 Mon 15:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
21120,d14 Mon 16:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
21180,d14 Mon 17:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
21240,d14 Mon 18:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,entry
21300,d14 Mon 19:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,kitchen,bedroom_1,living,bedroom_1,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,entry
21360,d14 Mon 20:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,kitchen,bedroom_1,living,bedroom_1,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,entry
21420,d14 Mon 21:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,kitchen,bedroom_1,living,bedroom_1,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,entry
21480,d14 Mon 22:00,bedroom_1,kitchen,bathroom,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,living,entry,entry,living,bedroom_1,bathroom
21540,d14 Mon 23:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,living,entry,entry,living,bedroom_1,entry
21600,d15 Tue 00:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,living,entry,entry,living,bedroom_1,entry
21660,d15 Tue 01:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,living,entry,entry,living,bedroom_1,entry
21720,d15 Tue 02:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,living,entry,entry,living,bedroom_1,entry
21780,d15 Tue 03:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,living,entry,entry,living,bedroom_1,entry
21840,d15 Tue 04:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,living,entry,entry,living,bedroom_1,entry
21900,d15 Tue 05:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,living,entry,entry,living,bedroom_1,entry
21960,d15 Tue 06:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,living,entry,entry,living,bedroom_1,entry
22020,d15 Tue 07:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,kitchen,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,living,entry,entry,living,bedroom_1,entry
22080,d15 Tue 08:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
22140,d15 Tue 09:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
22200,d15 Tue 10:00,bedroom_1,kitchen,kitchen,bedroom_1,living,outside,entry,outside,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
22260,d15 Tue 11:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,outside,entry,outside,entry,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
22320,d15 Tue 12:00,bedroom_1,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
22380,d15 Tue 13:00,bedroom_1,kitchen,kitchen,bedroom_1,outside,outside,outside,outside,outside,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,outside,living,bedroom_1,entry
22440,d15 Tue 14:00,bedroom_1,kitchen,kitchen,bedroom_1,outside,kitchen,outside,kitchen,outside,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,outside,living,bedroom_1,entry
22500,d15 Tue 15:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,living,entry,entry,living,bedroom_1,entry
22560,d15 Tue 16:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
22620,d15 Tue 17:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
22680,d15 Tue 18:00,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
22740,d15 Tue 19:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,living,entry,entry,living,bedroom_1,entry
22800,d15 Tue 20:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,living,entry,entry,living,bedroom_1,entry
22860,d15 Tue 21:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,living,entry,entry,living,bedroom_1,entry
22920,d15 Tue 22:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
22980,d15 Tue 23:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
23040,d16 Wed 00:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
23100,d16 Wed 01:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
23160,d16 Wed 02:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
23220,d16 Wed 03:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
23280,d16 Wed 04:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
23340,d16 Wed 05:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
23400,d16 Wed 06:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
23460,d16 Wed 07:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
23520,d16 Wed 08:00,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
23580,d16 Wed 09:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
23640,d16 Wed 10:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
23700,d16 Wed 11:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
23760,d16 Wed 12:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
23820,d16 Wed 13:00,bedroom_1,kitchen,kitchen,bedroom_1,outside,outside,outside,outside,outside,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,outside,living,bedroom_1,entry
23880,d16 Wed 14:00,bedroom_1,kitchen,kitchen,bedroom_1,outside,kitchen,outside,kitchen,outside,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,outside,living,bedroom_1,entry
23940,d16 Wed 15:00,bedroom_1,kitchen,kitchen,bedroom_1,outside,kitchen,outside,kitchen,outside,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,outside,living,bedroom_1,entry
24000,d16 Wed 16:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,living,entry,entry,living,bedroom_1,entry
24060,d16 Wed 17:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,living,entry,entry,living,bedroom_1,entry
24120,d16 Wed 18:00,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,entry
24180,d16 Wed 19:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
24240,d16 Wed 20:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
24300,d16 Wed 21:00,bedroom_1,kitchen,bathroom,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,kitchen,bedroom_1,bathroom
24360,d16 Wed 22:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,kitchen,bedroom_1,entry
24420,d16 Wed 23:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,kitchen,bedroom_1,entry
24480,d17 Thu 00:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,kitchen,bedroom_1,entry
24540,d17 Thu 01:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,kitchen,bedroom_1,entry
24600,d17 Thu 02:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,kitchen,bedroom_1,entry
24660,d17 Thu 03:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,kitchen,bedroom_1,entry
24720,d17 Thu 04:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,kitchen,bedroom_1,entry
24780,d17 Thu 05:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,kitchen,bedroom_1,entry
24840,d17 Thu 06:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,kitchen,bedroom_1,entry
24900,d17 Thu 07:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,kitchen,bedroom_1,entry
24960,d17 Thu 08:00,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,kitchen,living,bedroom_1,living,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,kitchen
25020,d17 Thu 09:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,entry
25080,d17 Thu 10:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,entry
25140,d17 Thu 11:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,entry
25200,d17 Thu 12:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,entry
25260,d17 Thu 13:00,bedroom_1,kitchen,kitchen,bedroom_1,outside,kitchen,outside,kitchen,outside,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,outside,kitchen,bedroom_1,entry
25320,d17 Thu 14:00,bedroom_1,kitchen,kitchen,bedroom_1,outside,outside,outside,outside,outside,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,outside,kitchen,bedroom_1,entry
25380,d17 Thu 15:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,living,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,entry
25440,d17 Thu 16:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,living,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,entry
25500,d17 Thu 17:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,living,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,entry
25560,d17 Thu 18:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,living,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,entry,kitchen,bedroom_1,entry
25620,d17 Thu 19:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
25680,d17 Thu 20:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
25740,d17 Thu 21:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
25800,d17 Thu 22:00,bedroom_1,kitchen,bathroom,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,bathroom
25860,d17 Thu 23:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
25920,d18 Fri 00:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
25980,d18 Fri 01:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
26040,d18 Fri 02:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
26100,d18 Fri 03:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
26160,d18 Fri 04:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
26220,d18 Fri 05:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
26280,d18 Fri 06:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
26340,d18 Fri 07:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
26400,d18 Fri 08:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,living,kitchen,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
26460,d18 Fri 09:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
26520,d18 Fri 10:00,bedroom_1,kitchen,kitchen,bedroom_1,outside,kitchen,outside,kitchen,outside,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,outside,living,bedroom_1,entry
26580,d18 Fri 11:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
26640,d18 Fri 12:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
26700,d18 Fri 13:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,outside,entry,outside,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
26760,d18 Fri 14:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,outside,entry,outside,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
26820,d18 Fri 15:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,outside,entry,outside,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
26880,d18 Fri 16:00,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
26940,d18 Fri 17:00,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
27000,d18 Fri 18:00,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,entry
27060,d18 Fri 19:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,entry
27120,d18 Fri 20:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,entry
27180,d18 Fri 21:00,bedroom_1,kitchen,bathroom,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,bathroom
27240,d18 Fri 22:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
