t,stamp,laptop_elena,phone_elena,keys_elena,wallet_elena,backpack_elena,charger_elena,notebook_elena,pen_elena,water_bottle_elena,mug_elena,book_elena,glasses_elena,jacket_elena,lunchbox_elena,hairbrush_elena,makeup_kit_elena,yoga_mat_elena,phone_marcus,keys_marcus,wallet_marcus,backpack_marcus,water_bottle_marcus,jacket_marcus,mug_marcus,charger_marcus,headphones_marcus,lunchbox_marcus,umbrella_marcus,medication_bottle_marcus,remote_shared,blanket_shared,plate_shared_1,plate_shared_2,bowl_shared_1,pot_shared_1,pan_shared_1,towel_shared_1,laundry_basket_shared,vacuum_cleaner_shared,watering_can_shared,suitcase_shared
31140,d21 Mon 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,bedroom_1,outside,outside,bedroom_1,outside,outside,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
31200,d21 Mon 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,bedroom_1,outside,outside,bedroom_1,outside,outside,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
31260,d21 Mon 17:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,bedroom_1,outside,outside,bedroom_1,outside,outside,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
31320,d21 Mon 18:00,kitchen,bedroom_1,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,living,living,kitchen,entry,kitchen,entry,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
31380,d21 Mon 19:00,kitchen,bedroom_1,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,kitchen,entry,kitchen,living,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
31440,d21 Mon 20:00,kitchen,bedroom_1,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,kitchen,entry,kitchen,bathroom,living,bathroom,kitchen,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
31500,d21 Mon 21:00,kitchen,bedroom_1,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,kitchen,entry,kitchen,bathroom,living,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
31560,d21 Mon 22:00,kitchen,bedroom_1,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,kitchen,entry,kitchen,bathroom,living,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
31620,d21 Mon 23:00,kitchen,bedroom_1,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,kitchen,entry,kitchen,bathroom,living,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
31680,d22 Tue 00:00,kitchen,bedroom_1,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,kitchen,entry,kitchen,bathroom,living,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
31740,d22 Tue 01:00,kitchen,bedroom_1,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,kitchen,entry,kitchen,bedroom_1,living,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
31800,d22 Tue 02:00,kitchen,bedroom_1,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,kitchen,entry,kitchen,bedroom_1,living,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
31860,d22 Tue 03:00,kitchen,bedroom_1,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,kitchen,entry,kitchen,bedroom_1,living,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
31920,d22 Tue 04:00,kitchen,bedroom_1,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,kitchen,entry,kitchen,bedroom_1,living,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
31980,d22 Tue 05:00,kitchen,bedroom_1,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,kitchen,entry,kitchen,bedroom_1,living,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32040,d22 Tue 06:00,kitchen,bedroom_1,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,kitchen,entry,kitchen,bedroom_1,living,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32100,d22 Tue 07:00,kitchen,bathroom,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32160,d22 Tue 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,bathroom,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32220,d22 Tue 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,bathroom,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32280,d22 Tue 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,bathroom,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32340,d22 Tue 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,bathroom,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32400,d22 Tue 12:00,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,bathroom,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32460,d22 Tue 13:00,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,bathroom,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32520,d22 Tue 14:00,outside,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,bathroom,outside,outside,bedroom_1,outside,outside,kitchen,entry,entry,entry,kitchen,kitchen,living,bedroom_1,living,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32580,d22 Tue 15:00,outside,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,bathroom,outside,outside,bedroom_1,outside,outside,kitchen,entry,entry,entry,kitchen,kitchen,living,bedroom_1,living,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32640,d22 Tue 16:00,outside,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,bathroom,outside,outside,bedroom_1,outside,outside,kitchen,entry,entry,entry,kitchen,kitchen,living,bedroom_1,living,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32700,d22 Tue 17:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,bathroom,outside,outside,bedroom_1,outside,outside,kitchen,entry,entry,entry,kitchen,bedroom_1,living,bedroom_1,entry,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32760,d22 Tue 18:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,bathroom,outside,outside,bedroom_1,outside,outside,kitchen,entry,entry,entry,kitchen,bedroom_1,living,bedroom_1,entry,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32820,d22 Tue 19:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,living,bedroom_1,entry,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32880,d22 Tue 20:00,bedroom_2,bedroom_1,entry,entry,bathroom,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,living,living,entry,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
32940,d22 Tue 21:00,bedroom_2,bedroom_1,entry,entry,bathroom,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,living,living,entry,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33000,d22 Tue 22:00,bedroom_2,bedroom_1,entry,entry,bathroom,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,living,living,entry,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33060,d22 Tue 23:00,bedroom_2,bedroom_1,entry,entry,bathroom,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,living,living,entry,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33120,d23 Wed 00:00,bedroom_2,bedroom_1,entry,entry,bathroom,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,living,living,entry,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33180,d23 Wed 01:00,bedroom_2,bedroom_1,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,living,living,entry,kitchen,kitchen,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33240,d23 Wed 02:00,bedroom_2,bedroom_1,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,living,living,entry,kitchen,kitchen,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33300,d23 Wed 03:00,bedroom_2,bedroom_1,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,living,living,entry,kitchen,kitchen,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33360,d23 Wed 04:00,bedroom_2,bedroom_1,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,living,living,entry,kitchen,kitchen,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33420,d23 Wed 05:00,bedroom_2,bedroom_1,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,living,living,entry,kitchen,kitchen,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33480,d23 Wed 06:00,bedroom_2,bedroom_1,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,living,living,entry,kitchen,kitchen,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33540,d23 Wed 07:00,bedroom_2,bathroom,entry,entry,bathroom,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,kitchen,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33600,d23 Wed 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,bedroom_1,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33660,d23 Wed 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,bedroom_1,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33720,d23 Wed 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,bedroom_1,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33780,d23 Wed 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,bedroom_1,bedroom_1,kitchen,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33840,d23 Wed 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,bedroom_1,bedroom_1,kitchen,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33900,d23 Wed 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,bedroom_1,bedroom_1,kitchen,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
33960,d23 Wed 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,bedroom_1,bedroom_1,kitchen,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
34020,d23 Wed 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,bedroom_1,bedroom_1,kitchen,outside,bedroom_1,outside,outside,entry,entry,entry,entry,kitchen,entry,kitchen,living,entry,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
34080,d23 Wed 16:00,kitchen,entry,entry,entry,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2
34140,d23 Wed 17:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2
34200,d23 Wed 18:00,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
34260,d23 Wed 19:00,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,living,living,kitchen,entry,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
34320,d23 Wed 20:00,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
34380,d23 Wed 21:00,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
34440,d23 Wed 22:00,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
34500,d23 Wed 23:00,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
34560,d24 Thu 00:00,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
34620,d24 Thu 01:00,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
34680,d24 Thu 02:00,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
34740,d24 Thu 03:00,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
34800,d24 Thu 04:00,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
34860,d24 Thu 05:00,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
34920,d24 Thu 06:00,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
