t,stamp,phone_marie,keys_marie,wallet_marie,laptop_marie,charger_marie,backpack_marie,jacket_marie,water_bottle_marie,mug_marie,bowl_marie,plate_marie,pot_shared_1,pan_shared_1,book_marie,notebook_marie,pen_marie,headphones_marie,remote_shared_1,blanket_marie,yoga_mat_marie,towel_marie,laundry_basket_marie,hairbrush_marie,umbrella_marie,suitcase_marie
21420,d14 Mon 21:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
21480,d14 Mon 22:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
21540,d14 Mon 23:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
21600,d15 Tue 00:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
21660,d15 Tue 01:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
21720,d15 Tue 02:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
21780,d15 Tue 03:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
21840,d15 Tue 04:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
21900,d15 Tue 05:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
21960,d15 Tue 06:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
22020,d15 Tue 07:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
22080,d15 Tue 08:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
22140,d15 Tue 09:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
22200,d15 Tue 10:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
22260,d15 Tue 11:00,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
22320,d15 Tue 12:00,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,outside,kitchen
22380,d15 Tue 13:00,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
22440,d15 Tue 14:00,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
22500,d15 Tue 15:00,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
22560,d15 Tue 16:00,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
22620,d15 Tue 17:00,outside,outside,outside,kitchen,kitchen,outside,kitchen,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
22680,d15 Tue 18:00,outside,outside,outside,kitchen,kitchen,outside,kitchen,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
22740,d15 Tue 19:00,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
22800,d15 Tue 20:00,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
22860,d15 Tue 21:00,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
22920,d15 Tue 22:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
22980,d15 Tue 23:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
23040,d16 Wed 00:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
23100,d16 Wed 01:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
23160,d16 Wed 02:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
23220,d16 Wed 03:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
23280,d16 Wed 04:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
23340,d16 Wed 05:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,bathroom,kitchen,bathroom,entry,kitchen
23400,d16 Wed 06:00,kitchen,entry,kitchen,kitchen,kitchen,entry,entry,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
23460,d16 Wed 07:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
23520,d16 Wed 08:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
23580,d16 Wed 09:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
23640,d16 Wed 10:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
23700,d16 Wed 11:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
23760,d16 Wed 12:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
23820,d16 Wed 13:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
23880,d16 Wed 14:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
23940,d16 Wed 15:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
24000,d16 Wed 16:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
24060,d16 Wed 17:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
24120,d16 Wed 18:00,entry,entry,kitchen,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
24180,d16 Wed 19:00,living,entry,kitchen,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
24240,d16 Wed 20:00,living,entry,kitchen,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
24300,d16 Wed 21:00,living,entry,kitchen,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
24360,d16 Wed 22:00,living,entry,kitchen,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
24420,d16 Wed 23:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
24480,d17 Thu 00:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
24540,d17 Thu 01:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
24600,d17 Thu 02:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
24660,d17 Thu 03:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
24720,d17 Thu 04:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
24780,d17 Thu 05:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
24840,d17 Thu 06:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
24900,d17 Thu 07:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
24960,d17 Thu 08:00,kitchen,entry,kitchen,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
25020,d17 Thu 09:00,living,entry,kitchen,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
25080,d17 Thu 10:00,outside,outside,outside,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
25140,d17 Thu 11:00,outside,outside,outside,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bathroom,bedroom,kitchen,entry,kitchen
25200,d17 Thu 12:00,entry,entry,kitchen,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,living,bedroom,bedroom,kitchen,entry,kitchen
25260,d17 Thu 13:00,entry,entry,kitchen,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,living,bedroom,bedroom,kitchen,entry,kitchen
25320,d17 Thu 14:00,entry,entry,kitchen,entry,bedroom,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,living,living,bedroom,bedroom,kitchen,entry,kitchen
25380,d17 Thu 15:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,entry,kitchen
25440,d17 Thu 16:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,entry,kitchen
25500,d17 Thu 17:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,entry,kitchen
25560,d17 Thu 18:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,entry,kitchen
25620,d17 Thu 19:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,entry,kitchen
25680,d17 Thu 20:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,entry,kitchen
25740,d17 Thu 21:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,entry,kitchen
25800,d17 Thu 22:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,entry,kitchen
25860,d17 Thu 23:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,entry,kitchen
25920,d18 Fri 00:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,entry,kitchen
25980,d18 Fri 01:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,kitchen,entry,kitchen
26040,d18 Fri 02:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,kitchen,entry,kitchen
26100,d18 Fri 03:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,kitchen,entry,kitchen
26160,d18 Fri 04:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,kitchen,entry,kitchen
26220,d18 Fri 05:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,kitchen,entry,kitchen
26280,d18 Fri 06:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,entry,kitchen
26340,d18 Fri 07:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,outside,kitchen
26400,d18 Fri 08:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,outside,kitchen
26460,d18 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,outside,kitchen
26520,d18 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,outside,kitchen
26580,d18 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,outside,kitchen
26640,d18 Fri 12:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,outside,kitchen
26700,d18 Fri 13:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,outside,kitchen
26760,d18 Fri 14:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,outside,kitchen
26820,d18 Fri 15:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,outside,kitchen
26880,d18 Fri 16:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,outside,kitchen
26940,d18 Fri 17:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,outside,kitchen
27000,d18 Fri 18:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,living,outside,outside,kitchen,kitchen,kitchen,living,bedroom,bedroom,bathroom,outside,kitchen
27060,d18 Fri 19:00,entry,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,entry,kitchen
27120,d18 Fri 20:00,entry,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,entry,kitchen
27180,d18 Fri 21:00,entry,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,kitchen
27240,d18 Fri 22:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,kitchen
27300,d18 Fri 23:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,kitchen
27360,d19 Sat 00:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,kitchen
27420,d19 Sat 01:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,kitchen
27480,d19 Sat 02:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,kitchen
27540,d19 Sat 03:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,kitchen
27600,d19 Sat 04:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,kitchen
27660,d19 Sat 05:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,kitchen
27720,d19 Sat 06:00,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,kitchen
27780,d19 Sat 07:00,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,kitchen
27840,d19 Sat 08:00,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,kitchen
27900,d19 Sat 09:00,outside,outside,entry,kitchen,kitchen,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,living,living,living,bedroom,bedroom,bathroom,outside,kitchen
27960,d19 Sat 10:00,outside,outside,entry,kitchen,kitchen,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,living,living,living,bedroom,bedroom,bathroom,outside,kitchen
28020,d19 Sat 11:00,outside,outside,entry,kitchen,kitchen,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,living,living,living,bedroom,bedroom,bathroom,outside,kitchen
28080,d19 Sat 12:00,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
28140,d19 Sat 13:00,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
28200,d19 Sat 14:00,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
28260,d19 Sat 15:00,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
28320,d19 Sat 16:00,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bedroom,bedroom,bathroom,entry,kitchen
28380,d19 Sat 17:00,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
28440,d19 Sat 18:00,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
28500,d19 Sat 19:00,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,entry,living,living,living,bathroom,bedroom,bathroom,entry,kitchen
