t,stamp,mug_elena,mug_leo,mug_maya,bowl_1,bowl_2,plate_1,plate_2,laptop_leo,laptop_maya,phone_elena,phone_leo,phone_maya,keys_elena,keys_leo,keys_maya,wallet_elena,book_maya,notebook_elena,headphones_leo,water_bottle_maya,towel_maya,jacket_leo,backpack_leo,backpack_maya,gaming_controller_leo,blanket_elena,lunchbox_bag_maya
15420,d10 Thu 17:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,kitchen,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
15480,d10 Thu 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,entry,entry,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
15540,d10 Thu 19:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,entry,entry,bedroom_3,bedroom_1,living,bedroom_1,bedroom_2,kitchen,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
15600,d10 Thu 20:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_2,living,bedroom_3
15660,d10 Thu 21:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
15720,d10 Thu 22:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
15780,d10 Thu 23:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
15840,d11 Fri 00:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
15900,d11 Fri 01:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
15960,d11 Fri 02:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
16020,d11 Fri 03:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
16080,d11 Fri 04:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
16140,d11 Fri 05:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
16200,d11 Fri 06:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
16260,d11 Fri 07:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
16320,d11 Fri 08:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
16380,d11 Fri 09:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
16440,d11 Fri 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2
16500,d11 Fri 11:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
16560,d11 Fri 12:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
16620,d11 Fri 13:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
16680,d11 Fri 14:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
16740,d11 Fri 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
16800,d11 Fri 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,entry,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
16860,d11 Fri 17:00,outside,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,outside,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
16920,d11 Fri 18:00,outside,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,outside,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
16980,d11 Fri 19:00,outside,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,outside,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
17040,d11 Fri 20:00,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,outside,kitchen,living,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,living,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
17100,d11 Fri 21:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
17160,d11 Fri 22:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
17220,d11 Fri 23:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
17280,d12 Sat 00:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
17340,d12 Sat 01:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
17400,d12 Sat 02:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
17460,d12 Sat 03:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
17520,d12 Sat 04:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
17580,d12 Sat 05:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
17640,d12 Sat 06:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
17700,d12 Sat 07:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
17760,d12 Sat 08:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,entry,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,entry,entry,entry,bedroom_2,bedroom_1,bedroom_3
17820,d12 Sat 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
17880,d12 Sat 10:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
17940,d12 Sat 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
18000,d12 Sat 12:00,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
18060,d12 Sat 13:00,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
18120,d12 Sat 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
18180,d12 Sat 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
18240,d12 Sat 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
18300,d12 Sat 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,entry,entry,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_2,living,bedroom_3
18360,d12 Sat 18:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,entry,bedroom_3,bedroom_1,living,kitchen,bedroom_2,living,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,living,bedroom_3
18420,d12 Sat 19:00,bathroom,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,bedroom_2,bathroom,entry,entry,bedroom_3,bedroom_1,bathroom,kitchen,bedroom_2,bathroom,bathroom,kitchen,bedroom_2,bathroom,bedroom_2,bathroom,bathroom
18480,d12 Sat 20:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,living,bedroom_3,bedroom_1,bedroom_2,bedroom_3,entry,entry,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bathroom,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,living,bedroom_3
18540,d12 Sat 21:00,bathroom,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_2,bedroom_3,entry,entry,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,living,bedroom_3
18600,d12 Sat 22:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_2,bedroom_3,entry,entry,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
18660,d12 Sat 23:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_2,bedroom_3,entry,entry,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
18720,d13 Sun 00:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_2,bedroom_3,entry,entry,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
18780,d13 Sun 01:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_2,bedroom_3,entry,entry,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
18840,d13 Sun 02:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_2,bedroom_3,entry,entry,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
18900,d13 Sun 03:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_2,bedroom_3,entry,entry,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
18960,d13 Sun 04:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_2,bedroom_3,entry,entry,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
19020,d13 Sun 05:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_2,bedroom_3,entry,entry,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
19080,d13 Sun 06:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_2,bedroom_3,entry,entry,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
19140,d13 Sun 07:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_2,bedroom_3,entry,entry,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
19200,d13 Sun 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,entry,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
19260,d13 Sun 09:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,living,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,living,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
19320,d13 Sun 10:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,bedroom_3,bedroom_3,bedroom_3,kitchen,bedroom_1,bedroom_3
19380,d13 Sun 11:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,bedroom_3,bedroom_3,bedroom_3,kitchen,bedroom_1,bedroom_3
19440,d13 Sun 12:00,kitchen,bedroom_2,living,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,living,bedroom_2,bedroom_3,bathroom,bedroom_2,bedroom_3,bedroom_3,bedroom_2,living,bedroom_3
19500,d13 Sun 13:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
19560,d13 Sun 14:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,bedroom_2,living,entry,kitchen,bedroom_3,bedroom_1,living,bedroom_1,bedroom_2,living,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
19620,d13 Sun 15:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,bedroom_3,bedroom_1,living,bedroom_1,kitchen,living,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
19680,d13 Sun 16:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,bedroom_3,bedroom_1,living,living,kitchen,living,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
19740,d13 Sun 17:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,bedroom_3,bedroom_1,living,living,kitchen,living,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
19800,d13 Sun 18:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,living,entry,kitchen,bedroom_3,bedroom_1,living,living,bedroom_2,living,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
19860,d13 Sun 19:00,bathroom,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,living,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
19920,d13 Sun 20:00,bathroom,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
19980,d13 Sun 21:00,bathroom,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
20040,d13 Sun 22:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
20100,d13 Sun 23:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
20160,d14 Mon 00:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
20220,d14 Mon 01:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
20280,d14 Mon 02:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
20340,d14 Mon 03:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
20400,d14 Mon 04:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
20460,d14 Mon 05:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
