t,stamp,mug_sarah,mug_david,mug_shared_1,bowl_shared_1,bowl_shared_2,plate_shared_1,plate_shared_2,laptop_sarah,laptop_leo,phone_sarah,phone_david,phone_leo,phone_mia,tablet_david,keys_sarah,keys_david,keys_leo,wallet_sarah,wallet_david,backpack_leo,backpack_mia,headphones_leo,gaming_controller_leo,glasses_sarah,notebook_mia,pen_mia,toy_mia,blanket_mia,water_bottle_shared,jacket_david,vacuum_cleaner_shared,laundry_basket_shared,remote_shared
15660,d10 Thu 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,living,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,entry,bedroom_1,living
15720,d10 Thu 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,bedroom_3,kitchen,entry,living,living,kitchen,living,entry,bedroom_1,living
15780,d10 Thu 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,entry,living,living,kitchen,living,entry,bedroom_1,living
15840,d11 Fri 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,entry,living,living,kitchen,living,entry,bedroom_1,living
15900,d11 Fri 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,entry,living,living,kitchen,living,entry,bedroom_1,living
15960,d11 Fri 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,entry,living,living,kitchen,living,entry,bedroom_1,living
16020,d11 Fri 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,entry,living,living,kitchen,living,entry,bedroom_1,living
16080,d11 Fri 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,entry,living,living,kitchen,living,entry,bedroom_1,living
16140,d11 Fri 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,entry,living,living,kitchen,living,entry,bedroom_1,living
16200,d11 Fri 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,entry,living,living,kitchen,living,entry,bedroom_1,living
16260,d11 Fri 07:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,kitchen,living,entry,entry,bedroom_3,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,entry,living,living,kitchen,living,entry,bedroom_1,living
16320,d11 Fri 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,outside,outside,entry,living,entry,outside,kitchen,entry,outside,outside,bedroom_2,outside,living,kitchen,kitchen,entry,living,living,kitchen,outside,entry,bedroom_1,living
16380,d11 Fri 09:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,living,kitchen,outside,entry,bedroom_1,living
16440,d11 Fri 10:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,living,kitchen,outside,entry,bedroom_1,living
16500,d11 Fri 11:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,kitchen,outside,entry,bedroom_1,living
16560,d11 Fri 12:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,kitchen,outside,entry,bedroom_1,living
16620,d11 Fri 13:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,kitchen,outside,entry,bedroom_1,living
16680,d11 Fri 14:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,kitchen,outside,entry,bedroom_1,living
16740,d11 Fri 15:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,kitchen,outside,entry,bedroom_1,living
16800,d11 Fri 16:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,kitchen,entry,living,outside,outside,bedroom_3,outside,outside,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,living,kitchen,outside,entry,bedroom_1,living
16860,d11 Fri 17:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,kitchen,entry,living,outside,outside,bedroom_3,outside,outside,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,entry,living,living,kitchen,outside,entry,bedroom_1,living
16920,d11 Fri 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,entry,living,entry,living,entry,kitchen,bedroom_3,entry,entry,living,entry,bedroom_3,living,kitchen,kitchen,kitchen,bedroom_2,living,living,living,entry,bedroom_1,living
16980,d11 Fri 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,kitchen,entry,living,entry,kitchen,bedroom_3,entry,entry,kitchen,entry,bedroom_3,living,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom_1,bedroom_1,living
17040,d11 Fri 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,entry,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,living,kitchen,living,bedroom_1,bedroom_1,living
17100,d11 Fri 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,living,living,bedroom_1,bedroom_3,kitchen,bedroom_3,bedroom_2,kitchen,living,entry,bedroom_1,living
17160,d11 Fri 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,living,living,bedroom_1,bedroom_3,kitchen,bedroom_3,bedroom_2,kitchen,living,entry,bedroom_1,living
17220,d11 Fri 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,living,living,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_2,kitchen,living,entry,bedroom_1,living
17280,d12 Sat 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_2,kitchen,living,entry,bedroom_1,living
17340,d12 Sat 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_2,kitchen,living,entry,bedroom_1,living
17400,d12 Sat 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_2,kitchen,living,entry,bedroom_1,living
17460,d12 Sat 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_2,kitchen,living,entry,bedroom_1,living
17520,d12 Sat 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_2,kitchen,living,entry,bedroom_1,living
17580,d12 Sat 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_2,kitchen,living,entry,bedroom_1,living
17640,d12 Sat 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_2,kitchen,living,entry,bedroom_1,living
17700,d12 Sat 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_2,kitchen,living,entry,bedroom_1,living
17760,d12 Sat 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_2,kitchen,living,entry,bedroom_1,kitchen
17820,d12 Sat 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,kitchen,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,entry,living
17880,d12 Sat 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,outside,bedroom_3,bedroom_2,living,entry,outside,bedroom_3,entry,outside,bedroom_3,entry,bedroom_3,living,kitchen,living,kitchen,living,living,bedroom_3,outside,entry,entry,living
17940,d12 Sat 11:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,kitchen,bedroom_3,bedroom_2,living,outside,living,bedroom_3,outside,living,bedroom_3,entry,bedroom_3,living,kitchen,living,entry,living,living,bedroom_3,living,entry,entry,living
18000,d12 Sat 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,living,bedroom_2,living,entry,living,living,entry,living,living,entry,bedroom_3,living,kitchen,living,entry,living,living,kitchen,living,entry,entry,living
18060,d12 Sat 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,living,bedroom_2,living,entry,living,living,entry,living,living,entry,bedroom_3,living,kitchen,living,entry,living,bedroom_2,kitchen,living,entry,bedroom_1,living
18120,d12 Sat 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,outside,outside,living,entry,entry,outside,entry,entry,outside,outside,outside,living,kitchen,bedroom_2,outside,bedroom_2,living,kitchen,living,entry,bedroom_1,living
18180,d12 Sat 15:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,living,living,outside,living,outside,entry,bedroom_3,outside,entry,bedroom_3,outside,living,living,kitchen,bedroom_2,outside,bedroom_2,living,kitchen,living,entry,bedroom_1,living
18240,d12 Sat 16:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,living,living,outside,living,outside,entry,bedroom_3,outside,entry,bedroom_3,outside,living,living,kitchen,bedroom_2,outside,living,living,kitchen,living,entry,bedroom_1,living
18300,d12 Sat 17:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,living,living,outside,living,outside,entry,bedroom_3,outside,entry,bedroom_3,outside,living,living,kitchen,bedroom_2,outside,living,living,kitchen,living,entry,bedroom_1,living
18360,d12 Sat 18:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,living,kitchen,kitchen,living,outside,entry,bedroom_3,outside,entry,bedroom_3,kitchen,kitchen,living,kitchen,bedroom_2,kitchen,living,living,kitchen,living,entry,bedroom_1,living
18420,d12 Sat 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_2,living,entry,living,bedroom_3,entry,living,bedroom_3,entry,kitchen,living,kitchen,bedroom_2,kitchen,living,living,kitchen,living,entry,bedroom_1,living
18480,d12 Sat 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,living,bedroom_3,entry,living,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,living,entry,bedroom_1,living
18540,d12 Sat 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,living,bedroom_3,entry,living,bedroom_3,entry,bedroom_3,living,bedroom_3,bedroom_2,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
18600,d12 Sat 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,living,bedroom_3,entry,living,bedroom_3,entry,bedroom_3,living,bedroom_1,bedroom_2,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
18660,d12 Sat 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,living,bedroom_3,entry,living,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_2,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
18720,d13 Sun 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,living,bedroom_3,entry,living,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_2,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
18780,d13 Sun 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,living,bedroom_3,entry,living,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_2,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
18840,d13 Sun 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,living,bedroom_3,entry,living,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_2,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
18900,d13 Sun 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,living,bedroom_3,entry,living,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_2,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
18960,d13 Sun 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,living,bedroom_3,entry,living,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_2,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
19020,d13 Sun 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,living,bedroom_3,entry,living,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_2,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
19080,d13 Sun 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,living,bedroom_3,entry,living,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_2,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
19140,d13 Sun 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,living,bedroom_3,entry,living,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_2,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
19200,d13 Sun 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,living,bedroom_3,entry,living,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
19260,d13 Sun 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,outside,bedroom_3,bedroom_2,living,entry,outside,bedroom_3,entry,outside,bedroom_3,entry,bedroom_3,living,bedroom_3,kitchen,kitchen,living,bedroom_2,kitchen,outside,entry,bedroom_1,living
19320,d13 Sun 10:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,living,bathroom,bedroom_2,living,outside,entry,bedroom_3,outside,entry,bedroom_3,entry,bathroom,living,kitchen,living,kitchen,living,bedroom_2,kitchen,living,living,living,living
19380,d13 Sun 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,bedroom_3,kitchen,living,entry,living
19440,d13 Sun 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_2,living,entry,entry,bedroom_3,entry,entry,bedroom_3,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,entry,entry,living
19500,d13 Sun 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,bedroom_3,kitchen,kitchen,living,kitchen,kitchen,entry,entry,living
19560,d13 Sun 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,entry,entry,bedroom_3,entry,kitchen,living,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,living,entry,entry,living
19620,d13 Sun 15:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,living,bedroom_3,outside,living,outside,entry,bedroom_3,outside,entry,bedroom_3,outside,bedroom_3,living,kitchen,bedroom_3,outside,bedroom_3,living,kitchen,living,bedroom_3,entry,living
19680,d13 Sun 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,living,living,living,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,living,kitchen,living,living,kitchen,living,living,bedroom_1,living
19740,d13 Sun 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,living,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,entry,kitchen,living,kitchen,living,kitchen,living,living,kitchen,living,bedroom_1,bedroom_1,living
19800,d13 Sun 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,entry,bedroom_3,living,living,kitchen,entry,bedroom_3,entry,entry,bedroom_3,entry,kitchen,living,kitchen,living,kitchen,living,living,kitchen,living,bedroom_1,bedroom_1,living
19860,d13 Sun 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,entry,bedroom_3,bedroom_3,living,kitchen,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,kitchen,bedroom_3,kitchen,living,living,bedroom_3,living,kitchen,bedroom_1,living
19920,d13 Sun 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,entry,bedroom_3,bedroom_3,living,bathroom,entry,bedroom_3,entry,entry,bedroom_3,entry,bathroom,living,bedroom_1,kitchen,entry,living,bathroom,kitchen,living,kitchen,bedroom_1,living
19980,d13 Sun 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,entry,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,kitchen,bedroom_1,living
20040,d13 Sun 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,entry,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,kitchen,bedroom_1,living
20100,d13 Sun 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,entry,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,kitchen,bedroom_1,living
20160,d14 Mon 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,entry,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,kitchen,bedroom_1,living
20220,d14 Mon 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,entry,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,kitchen,bedroom_1,living
20280,d14 Mon 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,entry,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,kitchen,bedroom_1,living
20340,d14 Mon 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,entry,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,kitchen,bedroom_1,living
20400,d14 Mon 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,entry,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,kitchen,bedroom_1,living
20460,d14 Mon 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,entry,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,kitchen,bedroom_1,living
20520,d14 Mon 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,entry,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,kitchen,bedroom_1,living
20580,d14 Mon 07:00,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,entry,bedroom_3,bedroom_3,living,kitchen,entry,bedroom_3,entry,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,living,kitchen,bedroom_1,living
20640,d14 Mon 08:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,entry,living,outside,outside,outside,outside,outside,outside,entry,outside,living,bedroom_1,kitchen,entry,living,bedroom_2,kitchen,outside,kitchen,bedroom_1,living
20700,d14 Mon 09:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,kitchen,bedroom_1,living
