t,stamp,phone_dana,keys_dana,wallet_dana,lunchbox_dana,mug_dana,notebook_dana,pen_dana,book_dana,glasses_dana,jacket_dana,blanket_1,phone_maya,keys_maya,wallet_maya,laptop_maya,backpack_maya,mug_maya,headphones_maya,notebook_maya,makeup_kit_maya,hairbrush_maya,phone_eli,keys_eli,wallet_eli,backpack_eli,water_bottle_eli,lunchbox_eli,jacket_eli,gaming_controller_eli,headphones_eli,charger_1,remote_1,plate_1,plate_2,plate_3,bowl_1,bowl_2,pot_1,pan_1,laundry_basket_1,vacuum_cleaner_1,towel_1,towel_2
22680,d15 Tue 18:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,entry,bedroom_3,entry,entry,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
22740,d15 Tue 19:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,entry,bedroom_3,entry,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
22800,d15 Tue 20:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,entry,bedroom_3,entry,entry,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
22860,d15 Tue 21:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,entry,bedroom_3,kitchen,entry,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
22920,d15 Tue 22:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,entry,bedroom_3,kitchen,entry,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
22980,d15 Tue 23:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,entry,bedroom_3,kitchen,entry,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
23040,d16 Wed 00:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,entry,bedroom_3,kitchen,entry,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
23100,d16 Wed 01:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,entry,bedroom_3,kitchen,entry,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
23160,d16 Wed 02:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,entry,bedroom_3,kitchen,entry,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
23220,d16 Wed 03:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,entry,bedroom_3,kitchen,entry,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
23280,d16 Wed 04:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,entry,bedroom_3,kitchen,entry,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
23340,d16 Wed 05:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,entry,bedroom_3,kitchen,entry,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
23400,d16 Wed 06:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_1,bathroom,bedroom_3,entry,bedroom_3,kitchen,entry,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
23460,d16 Wed 07:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,bedroom_3,entry,bedroom_3,kitchen,entry,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
23520,d16 Wed 08:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
23580,d16 Wed 09:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
23640,d16 Wed 10:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
23700,d16 Wed 11:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
23760,d16 Wed 12:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
23820,d16 Wed 13:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
23880,d16 Wed 14:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
23940,d16 Wed 15:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24000,d16 Wed 16:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bathroom,bathroom,living,kitchen,entry,entry,kitchen,kitchen,kitchen,living,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24060,d16 Wed 17:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,kitchen,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24120,d16 Wed 18:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bathroom,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24180,d16 Wed 19:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bathroom,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24240,d16 Wed 20:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bathroom,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24300,d16 Wed 21:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bathroom,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24360,d16 Wed 22:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bathroom,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24420,d16 Wed 23:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bathroom,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24480,d17 Thu 00:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bathroom,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24540,d17 Thu 01:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bathroom,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_1,bedroom_3
24600,d17 Thu 02:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bathroom,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24660,d17 Thu 03:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bathroom,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24720,d17 Thu 04:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bathroom,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24780,d17 Thu 05:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bathroom,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24840,d17 Thu 06:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,bedroom_2,bedroom_3,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24900,d17 Thu 07:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_2,bedroom_3,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
24960,d17 Thu 08:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,bedroom_3,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25020,d17 Thu 09:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25080,d17 Thu 10:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25140,d17 Thu 11:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25200,d17 Thu 12:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25260,d17 Thu 13:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25320,d17 Thu 14:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25380,d17 Thu 15:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25440,d17 Thu 16:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_3,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25500,d17 Thu 17:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25560,d17 Thu 18:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,kitchen,outside,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25620,d17 Thu 19:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,entry,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25680,d17 Thu 20:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25740,d17 Thu 21:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25800,d17 Thu 22:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25860,d17 Thu 23:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25920,d18 Fri 00:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
25980,d18 Fri 01:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
26040,d18 Fri 02:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
26100,d18 Fri 03:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
26160,d18 Fri 04:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
26220,d18 Fri 05:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
26280,d18 Fri 06:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bathroom,bedroom_3,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
26340,d18 Fri 07:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bathroom,kitchen,entry,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
26400,d18 Fri 08:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,kitchen,kitchen,entry,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
26460,d18 Fri 09:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
26520,d18 Fri 10:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
26580,d18 Fri 11:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
26640,d18 Fri 12:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
