t,stamp,laptop_leena,phone_leena,keys_leena,wallet_leena,backpack_leena,mug_leena,mug_1,bowl_1,bowl_2,plate_1,plate_2,pot_1,pan_1,water_bottle_leena,notebook_leena,pen_leena,tablet_leena,charger_leena,headphones_leena,book_leena,glasses_leena,blanket_leena,remote_1,yoga_mat_leena,watering_can_leena,jacket_leena,umbrella_leena,laundry_basket_leena,towel_leena,hairbrush_leena,makeup_kit_leena,suitcase_leena
16020,d11 Fri 03:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,living,bedroom,living,kitchen,entry,entry,bedroom,bathroom,kitchen,bedroom,bedroom
16080,d11 Fri 04:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,living,bedroom,living,kitchen,entry,entry,bedroom,bathroom,kitchen,bedroom,bedroom
16140,d11 Fri 05:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,living,bedroom,living,kitchen,entry,entry,bedroom,bathroom,kitchen,bedroom,bedroom
16200,d11 Fri 06:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,living,bedroom,living,kitchen,entry,entry,bedroom,bathroom,kitchen,bedroom,bedroom
16260,d11 Fri 07:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,living,bedroom,living,kitchen,entry,entry,bedroom,bathroom,kitchen,bedroom,bedroom
16320,d11 Fri 08:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,living,bedroom,living,kitchen,entry,entry,bedroom,bathroom,kitchen,bedroom,bedroom
16380,d11 Fri 09:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,living,bedroom,living,kitchen,entry,entry,bedroom,bathroom,kitchen,bedroom,bedroom
16440,d11 Fri 10:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,living,bedroom,living,kitchen,entry,entry,bedroom,bathroom,kitchen,bedroom,bedroom
16500,d11 Fri 11:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,living,bedroom,living,kitchen,entry,entry,bedroom,bathroom,kitchen,bedroom,bedroom
16560,d11 Fri 12:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,living,bedroom,living,kitchen,entry,entry,bedroom,bathroom,kitchen,kitchen,bedroom
16620,d11 Fri 13:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,living,bedroom,living,kitchen,entry,entry,bedroom,bathroom,kitchen,kitchen,bedroom
16680,d11 Fri 14:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,entry,entry,bedroom,bathroom,kitchen,kitchen,bedroom
16740,d11 Fri 15:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,kitchen,entry,entry,bedroom,bathroom,kitchen,kitchen,bedroom
16800,d11 Fri 16:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,kitchen,outside,outside
16860,d11 Fri 17:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,kitchen,outside,outside
16920,d11 Fri 18:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
16980,d11 Fri 19:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
17040,d11 Fri 20:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
17100,d11 Fri 21:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
17160,d11 Fri 22:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
17220,d11 Fri 23:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
17280,d12 Sat 00:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
17340,d12 Sat 01:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
17400,d12 Sat 02:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
17460,d12 Sat 03:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
17520,d12 Sat 04:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
17580,d12 Sat 05:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
17640,d12 Sat 06:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
17700,d12 Sat 07:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
17760,d12 Sat 08:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
17820,d12 Sat 09:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,kitchen,bedroom,bedroom
17880,d12 Sat 10:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
17940,d12 Sat 11:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,bedroom,bedroom,bedroom,bedroom,outside,bedroom,bedroom,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
18000,d12 Sat 12:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,bedroom,bedroom,bedroom,bedroom,outside,bedroom,bedroom,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
18060,d12 Sat 13:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom
18120,d12 Sat 14:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom
18180,d12 Sat 15:00,bedroom,bedroom,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom
18240,d12 Sat 16:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
18300,d12 Sat 17:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
18360,d12 Sat 18:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
18420,d12 Sat 19:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
18480,d12 Sat 20:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
18540,d12 Sat 21:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
18600,d12 Sat 22:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
18660,d12 Sat 23:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
18720,d13 Sun 00:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
18780,d13 Sun 01:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
18840,d13 Sun 02:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
18900,d13 Sun 03:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
18960,d13 Sun 04:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
19020,d13 Sun 05:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
19080,d13 Sun 06:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
19140,d13 Sun 07:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
19200,d13 Sun 08:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
19260,d13 Sun 09:00,bedroom,kitchen,bedroom,entry,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
19320,d13 Sun 10:00,bedroom,kitchen,bedroom,entry,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
19380,d13 Sun 11:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom,bedroom,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
19440,d13 Sun 12:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,bathroom,outside,bedroom,kitchen,living,bedroom,outside,living,bedroom,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
19500,d13 Sun 13:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,bathroom,outside,kitchen,kitchen,living,bedroom,outside,living,bedroom,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
19560,d13 Sun 14:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom,kitchen,kitchen,living,bedroom,bedroom,living,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
19620,d13 Sun 15:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom,kitchen,kitchen,living,bedroom,bedroom,living,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
19680,d13 Sun 16:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom,kitchen,kitchen,living,bedroom,bedroom,living,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
19740,d13 Sun 17:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
19800,d13 Sun 18:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
19860,d13 Sun 19:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
19920,d13 Sun 20:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
19980,d13 Sun 21:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20040,d13 Sun 22:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20100,d13 Sun 23:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20160,d14 Mon 00:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20220,d14 Mon 01:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20280,d14 Mon 02:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20340,d14 Mon 03:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20400,d14 Mon 04:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20460,d14 Mon 05:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20520,d14 Mon 06:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20580,d14 Mon 07:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20640,d14 Mon 08:00,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20700,d14 Mon 09:00,bedroom,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20760,d14 Mon 10:00,bedroom,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20820,d14 Mon 11:00,bedroom,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20880,d14 Mon 12:00,bedroom,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
20940,d14 Mon 13:00,bedroom,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21000,d14 Mon 14:00,bedroom,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21060,d14 Mon 15:00,bedroom,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21120,d14 Mon 16:00,bedroom,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
21180,d14 Mon 17:00,bedroom,bedroom,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
