t,stamp,mug_1,mug_2,laptop_1,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,water_bottle_2,remote_1,charger_1,charger_2,glasses_1,glasses_2,notebook_1,pen_1,medication_bottle_1,medication_bottle_2,jacket_1,jacket_2,wallet_1,wallet_2
21300,d14 Mon 19:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
21360,d14 Mon 20:00,kitchen,kitchen,living,living,entry,living,kitchen,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
21420,d14 Mon 21:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
21480,d14 Mon 22:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
21540,d14 Mon 23:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
21600,d15 Tue 00:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
21660,d15 Tue 01:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
21720,d15 Tue 02:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
21780,d15 Tue 03:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
21840,d15 Tue 04:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
21900,d15 Tue 05:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
21960,d15 Tue 06:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
22020,d15 Tue 07:00,kitchen,kitchen,living,living,entry,entry,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry
22080,d15 Tue 08:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
22140,d15 Tue 09:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
22200,d15 Tue 10:00,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
22260,d15 Tue 11:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
22320,d15 Tue 12:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
22380,d15 Tue 13:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
22440,d15 Tue 14:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
22500,d15 Tue 15:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
22560,d15 Tue 16:00,kitchen,kitchen,living,living,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
22620,d15 Tue 17:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
22680,d15 Tue 18:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
22740,d15 Tue 19:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
22800,d15 Tue 20:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
22860,d15 Tue 21:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
22920,d15 Tue 22:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
22980,d15 Tue 23:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
23040,d16 Wed 00:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
23100,d16 Wed 01:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
23160,d16 Wed 02:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
23220,d16 Wed 03:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
23280,d16 Wed 04:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
23340,d16 Wed 05:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
23400,d16 Wed 06:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
23460,d16 Wed 07:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
23520,d16 Wed 08:00,kitchen,kitchen,living,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
23580,d16 Wed 09:00,kitchen,kitchen,living,living,entry,living,kitchen,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
23640,d16 Wed 10:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
23700,d16 Wed 11:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
23760,d16 Wed 12:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
23820,d16 Wed 13:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
23880,d16 Wed 14:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
23940,d16 Wed 15:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
24000,d16 Wed 16:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
24060,d16 Wed 17:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
24120,d16 Wed 18:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
24180,d16 Wed 19:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
24240,d16 Wed 20:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
24300,d16 Wed 21:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
24360,d16 Wed 22:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
24420,d16 Wed 23:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
24480,d17 Thu 00:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
24540,d17 Thu 01:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
24600,d17 Thu 02:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
24660,d17 Thu 03:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
24720,d17 Thu 04:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
24780,d17 Thu 05:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
24840,d17 Thu 06:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
24900,d17 Thu 07:00,kitchen,kitchen,living,living,entry,entry,entry,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry
24960,d17 Thu 08:00,kitchen,kitchen,living,living,entry,entry,entry,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry
25020,d17 Thu 09:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
25080,d17 Thu 10:00,kitchen,kitchen,living,living,entry,kitchen,entry,living,kitchen,living,entry,entry,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry
25140,d17 Thu 11:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
25200,d17 Thu 12:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
25260,d17 Thu 13:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
25320,d17 Thu 14:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
25380,d17 Thu 15:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
25440,d17 Thu 16:00,kitchen,kitchen,living,living,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
25500,d17 Thu 17:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
25560,d17 Thu 18:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
25620,d17 Thu 19:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
25680,d17 Thu 20:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
25740,d17 Thu 21:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
25800,d17 Thu 22:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
25860,d17 Thu 23:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
25920,d18 Fri 00:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
25980,d18 Fri 01:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
26040,d18 Fri 02:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
26100,d18 Fri 03:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
26160,d18 Fri 04:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
26220,d18 Fri 05:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
26280,d18 Fri 06:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
26340,d18 Fri 07:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
26400,d18 Fri 08:00,kitchen,kitchen,living,living,entry,entry,entry,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry
26460,d18 Fri 09:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
26520,d18 Fri 10:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,entry,entry,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry
26580,d18 Fri 11:00,kitchen,kitchen,living,living,entry,living,bedroom_2,living,kitchen,living,kitchen,entry,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
26640,d18 Fri 12:00,kitchen,kitchen,living,living,entry,living,bedroom_2,living,kitchen,living,kitchen,entry,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
26700,d18 Fri 13:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,living,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
26760,d18 Fri 14:00,kitchen,kitchen,bedroom_2,living,entry,kitchen,bedroom_2,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
26820,d18 Fri 15:00,kitchen,kitchen,bedroom_2,living,entry,kitchen,bedroom_2,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
26880,d18 Fri 16:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
26940,d18 Fri 17:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,living,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,kitchen
27000,d18 Fri 18:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,living,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,kitchen
27060,d18 Fri 19:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,living,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
27120,d18 Fri 20:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,living,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
27180,d18 Fri 21:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,living,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,kitchen
27240,d18 Fri 22:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
27300,d18 Fri 23:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
27360,d19 Sat 00:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
27420,d19 Sat 01:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
27480,d19 Sat 02:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
27540,d19 Sat 03:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
27600,d19 Sat 04:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
27660,d19 Sat 05:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
27720,d19 Sat 06:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
27780,d19 Sat 07:00,kitchen,kitchen,living,living,entry,entry,entry,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry
27840,d19 Sat 08:00,kitchen,kitchen,living,living,entry,entry,entry,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry
27900,d19 Sat 09:00,kitchen,kitchen,living,living,entry,living,entry,living,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
27960,d19 Sat 10:00,kitchen,kitchen,living,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
28020,d19 Sat 11:00,kitchen,kitchen,living,living,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
28080,d19 Sat 12:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
28140,d19 Sat 13:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
28200,d19 Sat 14:00,kitchen,kitchen,bedroom_2,living,entry,entry,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
28260,d19 Sat 15:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
