t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,lunchbox_mara,water_bottle_mara,mug_mara,notebook_mara,pen_mara,book_mara,glasses_mara,charger_mara,jacket_mara,yoga_mat_mara,phone_darren,keys_darren,wallet_darren,backpack_darren,lunchbox_darren,water_bottle_darren,jacket_darren,headphones_darren,book_darren,glasses_darren,charger_darren,gaming_controller_darren,mug_shared_1,bowl_shared_1,plate_shared_1,remote_shared_1,blanket_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,towel_shared_1
30420,d21 Mon 03:00,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,outside,entry,entry,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
30480,d21 Mon 04:00,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,outside,entry,entry,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
30540,d21 Mon 05:00,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,outside,entry,entry,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
30600,d21 Mon 06:00,kitchen,kitchen,bedroom_1,bedroom_1,entry,entry,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,outside,entry,entry,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
30660,d21 Mon 07:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,outside,entry,entry,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
30720,d21 Mon 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,outside,entry,entry,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
30780,d21 Mon 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,outside,entry,entry,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
30840,d21 Mon 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
30900,d21 Mon 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
30960,d21 Mon 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31020,d21 Mon 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31080,d21 Mon 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31140,d21 Mon 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31200,d21 Mon 16:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31260,d21 Mon 17:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31320,d21 Mon 18:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31380,d21 Mon 19:00,living,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,entry,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31440,d21 Mon 20:00,living,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,entry,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31500,d21 Mon 21:00,living,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,entry,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31560,d21 Mon 22:00,living,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31620,d21 Mon 23:00,living,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31680,d22 Tue 00:00,living,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31740,d22 Tue 01:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31800,d22 Tue 02:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31860,d22 Tue 03:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31920,d22 Tue 04:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
31980,d22 Tue 05:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
32040,d22 Tue 06:00,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
32100,d22 Tue 07:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
32160,d22 Tue 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
32220,d22 Tue 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
32280,d22 Tue 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,kitchen,kitchen,entry,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
32340,d22 Tue 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,kitchen,kitchen,entry,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
32400,d22 Tue 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,kitchen,kitchen,entry,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
32460,d22 Tue 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,kitchen,kitchen,entry,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
32520,d22 Tue 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,kitchen,kitchen,entry,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
32580,d22 Tue 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,kitchen,kitchen,entry,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
32640,d22 Tue 16:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,kitchen,kitchen,entry,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
32700,d22 Tue 17:00,kitchen,kitchen,entry,entry,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
32760,d22 Tue 18:00,kitchen,kitchen,entry,entry,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
32820,d22 Tue 19:00,kitchen,kitchen,entry,entry,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,bathroom
32880,d22 Tue 20:00,kitchen,kitchen,entry,entry,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,bathroom
32940,d22 Tue 21:00,kitchen,kitchen,entry,entry,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,entry,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,bathroom
33000,d22 Tue 22:00,kitchen,kitchen,entry,entry,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,bathroom
33060,d22 Tue 23:00,kitchen,kitchen,entry,entry,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,bathroom
33120,d23 Wed 00:00,kitchen,bedroom_1,entry,entry,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,bathroom
33180,d23 Wed 01:00,kitchen,bedroom_1,entry,entry,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,bathroom
33240,d23 Wed 02:00,kitchen,bedroom_1,entry,entry,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,bathroom
33300,d23 Wed 03:00,kitchen,bedroom_1,entry,entry,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,bathroom
33360,d23 Wed 04:00,kitchen,bedroom_1,entry,entry,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,bathroom
33420,d23 Wed 05:00,kitchen,bedroom_1,entry,entry,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,bathroom
33480,d23 Wed 06:00,kitchen,kitchen,entry,entry,kitchen,kitchen,living,kitchen,living,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,bathroom
33540,d23 Wed 07:00,kitchen,entry,entry,entry,entry,entry,living,kitchen,living,kitchen,bedroom_1,bedroom_1,kitchen,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,bathroom
33600,d23 Wed 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,outside
33660,d23 Wed 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,entry,living,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,outside
33720,d23 Wed 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,entry,living,living,kitchen,bathroom,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,outside
33780,d23 Wed 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,entry,living,living,kitchen,bathroom,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,outside
33840,d23 Wed 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,entry,living,living,kitchen,bathroom,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,outside
33900,d23 Wed 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,entry,living,living,kitchen,bathroom,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,outside
33960,d23 Wed 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,entry,living,living,kitchen,bathroom,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,outside
34020,d23 Wed 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,entry,living,living,kitchen,bathroom,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,outside
34080,d23 Wed 16:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,entry,living,living,kitchen,bathroom,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,outside
34140,d23 Wed 17:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,entry,living,living,kitchen,bathroom,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
34200,d23 Wed 18:00,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,entry,living,living,kitchen,bathroom,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
34260,d23 Wed 19:00,living,kitchen,entry,entry,entry,living,kitchen,kitchen,living,living,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,bathroom,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
34320,d23 Wed 20:00,living,kitchen,entry,entry,entry,living,kitchen,kitchen,living,living,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,bathroom,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
34380,d23 Wed 21:00,living,kitchen,entry,entry,entry,living,kitchen,kitchen,living,living,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,bathroom,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
34440,d23 Wed 22:00,living,kitchen,entry,entry,entry,living,kitchen,kitchen,living,living,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
34500,d23 Wed 23:00,living,kitchen,entry,entry,entry,living,kitchen,kitchen,living,living,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
34560,d24 Thu 00:00,living,kitchen,entry,entry,entry,living,kitchen,kitchen,living,living,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
34620,d24 Thu 01:00,living,kitchen,entry,entry,entry,living,kitchen,kitchen,living,living,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
34680,d24 Thu 02:00,living,kitchen,entry,entry,entry,living,kitchen,kitchen,living,living,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
34740,d24 Thu 03:00,living,kitchen,entry,entry,entry,living,kitchen,kitchen,living,living,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
34800,d24 Thu 04:00,living,kitchen,entry,entry,entry,living,kitchen,kitchen,living,living,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
34860,d24 Thu 05:00,living,kitchen,entry,entry,entry,living,kitchen,kitchen,living,living,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
34920,d24 Thu 06:00,living,kitchen,entry,entry,entry,living,kitchen,kitchen,living,living,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
34980,d24 Thu 07:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,entry
35040,d24 Thu 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,entry
35100,d24 Thu 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,entry
35160,d24 Thu 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,entry
35220,d24 Thu 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,entry
35280,d24 Thu 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,entry
35340,d24 Thu 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,entry
35400,d24 Thu 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,entry
35460,d24 Thu 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,entry
35520,d24 Thu 16:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,entry
35580,d24 Thu 17:00,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,kitchen,entry
