t,stamp,phone_elias,keys_elias,wallet_elias,laptop_elias,charger_elias,backpack_elias,mug_elias,water_bottle_elias,notebook_elias,pen_elias,headphones_elias,jacket_elias,phone_priya,keys_priya,wallet_priya,backpack_priya,lunchbox_priya,water_bottle_priya,mug_priya,jacket_priya,yoga_mat_priya,hairbrush_priya,makeup_kit_priya,blanket_noa,water_bottle_noa,backpack_noa,toy_noa,book_noa,towel_noa,medication_bottle_noa,plate_shared_1,bowl_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,tablet_shared_1,charger_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,umbrella_shared_1,suitcase_shared_1
29880,d20 Sun 18:00,living,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,entry,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
29940,d20 Sun 19:00,living,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,entry,living,bedroom_2,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30000,d20 Sun 20:00,living,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,entry,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30060,d20 Sun 21:00,living,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30120,d20 Sun 22:00,living,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30180,d20 Sun 23:00,living,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30240,d21 Mon 00:00,living,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30300,d21 Mon 01:00,living,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30360,d21 Mon 02:00,living,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30420,d21 Mon 03:00,living,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30480,d21 Mon 04:00,living,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30540,d21 Mon 05:00,living,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30600,d21 Mon 06:00,entry,entry,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30660,d21 Mon 07:00,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,bedroom_2,kitchen,entry,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30720,d21 Mon 08:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30780,d21 Mon 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30840,d21 Mon 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30900,d21 Mon 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
30960,d21 Mon 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31020,d21 Mon 13:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31080,d21 Mon 14:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,outside,outside,outside,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31140,d21 Mon 15:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,living,entry,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31200,d21 Mon 16:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31260,d21 Mon 17:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31320,d21 Mon 18:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31380,d21 Mon 19:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31440,d21 Mon 20:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_1,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31500,d21 Mon 21:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31560,d21 Mon 22:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31620,d21 Mon 23:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31680,d22 Tue 00:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31740,d22 Tue 01:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31800,d22 Tue 02:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31860,d22 Tue 03:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31920,d22 Tue 04:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
31980,d22 Tue 05:00,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
32040,d22 Tue 06:00,kitchen,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,bathroom,kitchen,entry,entry,kitchen,kitchen,living,entry,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_1,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
32100,d22 Tue 07:00,kitchen,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,bathroom,kitchen,kitchen,bedroom_1,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
32160,d22 Tue 08:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
32220,d22 Tue 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
32280,d22 Tue 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
32340,d22 Tue 11:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,bedroom_1,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
32400,d22 Tue 12:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,bedroom_1,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
32460,d22 Tue 13:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,bedroom_1,bedroom_1,outside,outside,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
32520,d22 Tue 14:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,bedroom_1,bedroom_1,outside,outside,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
32580,d22 Tue 15:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,bedroom_1,bedroom_1,outside,outside,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
32640,d22 Tue 16:00,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,entry,bedroom_1
32700,d22 Tue 17:00,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,entry,bedroom_1
32760,d22 Tue 18:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,entry,bedroom_1
32820,d22 Tue 19:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,entry,bedroom_1
32880,d22 Tue 20:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,entry,bedroom_1
32940,d22 Tue 21:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
33000,d22 Tue 22:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
33060,d22 Tue 23:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
33120,d23 Wed 00:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
33180,d23 Wed 01:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
33240,d23 Wed 02:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
33300,d23 Wed 03:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
33360,d23 Wed 04:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
33420,d23 Wed 05:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
33480,d23 Wed 06:00,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
33540,d23 Wed 07:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,bedroom_2,bedroom_2,kitchen,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
33600,d23 Wed 08:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
33660,d23 Wed 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
33720,d23 Wed 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
33780,d23 Wed 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
33840,d23 Wed 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
33900,d23 Wed 13:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
33960,d23 Wed 14:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,bathroom,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34020,d23 Wed 15:00,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_1,kitchen,outside,outside,bathroom,entry,entry,bedroom_1,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
34080,d23 Wed 16:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,living,bedroom_1,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
