t,stamp,mug_1,laptop_1,phone_1,keys_1,book_1,water_bottle_1,remote_1,charger_1,backpack_1,jacket_1,headphones_1,glasses_1,notebook_1,pen_1,blanket_1,towel_1,wallet_1
29520,d20 Sun 12:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
29580,d20 Sun 13:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
29640,d20 Sun 14:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
29700,d20 Sun 15:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
29760,d20 Sun 16:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
29820,d20 Sun 17:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
29880,d20 Sun 18:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
29940,d20 Sun 19:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,living,bedroom,bedroom,bedroom,living,bathroom,entry
30000,d20 Sun 20:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,living,bedroom,bedroom,bedroom,living,bathroom,entry
30060,d20 Sun 21:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,living,bedroom,bedroom,bedroom,living,bathroom,entry
30120,d20 Sun 22:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,living,bedroom,bedroom,bedroom,living,bathroom,entry
30180,d20 Sun 23:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,living,bedroom,bedroom,bedroom,living,bathroom,entry
